Saison,Journée,Domicile,Extérieur,Buts domicile,Buts extérieur,Résultat
2013-2014,26,Monaco,Reims,3,2,D
2013-2014,26,Marseille,Lorient,1,0,D
2013-2014,26,Guingamp,Nice,1,0,D
2013-2014,26,Montpellier,Ajaccio,2,0,D
2013-2014,26,Bordeaux,Thonon Évian,2,1,D
2013-2014,26,Valenciennes,Sochaux,2,2,N
2013-2014,26,Bastia,Saint-Étienne,0,2,E
2013-2014,26,Toulouse,PSG,2,4,E
2013-2014,26,Nantes,Rennais,0,3,E
2013-2014,26,Lille,Lyon,0,0,N
2013-2014,27,Thonon Évian,Nantes,2,0,D
2013-2014,27,Saint-Étienne,Monaco,2,0,D
2013-2014,27,Sochaux,Bordeaux,2,0,D
2013-2014,27,Lorient,Bastia,1,1,N
2013-2014,27,Reims,Valenciennes,3,1,D
2013-2014,27,Rennais,Guingamp,0,2,E
2013-2014,27,Nice,Toulouse,0,2,E
2013-2014,27,Ajaccio,Lille,2,3,E
2013-2014,27,Lyon,Montpellier,0,0,N
2013-2014,27,PSG,Marseille,2,0,D
2013-2014,28,Marseille,Nice,0,1,E
2013-2014,28,Bastia,PSG,0,3,E
2013-2014,28,Toulouse,Reims,3,2,D
2013-2014,28,Valenciennes,Rennais,2,1,D
2013-2014,28,Nantes,Ajaccio,2,2,N
2013-2014,28,Monaco,Sochaux,2,1,D
2013-2014,28,Guingamp,Thonon Évian,0,1,E
2013-2014,28,Lille,Montpellier,2,0,D
2013-2014,28,Lorient,Saint-Étienne,1,0,D
2013-2014,28,Bordeaux,Lyon,1,2,E
2013-2014,29,Reims,Marseille,1,1,N
2013-2014,29,Lille,Nantes,0,0,N
2013-2014,29,Rennais,Toulouse,2,3,E
2013-2014,29,Thonon Évian,Valenciennes,0,1,E
2013-2014,29,Nice,Bastia,2,0,D
2013-2014,29,Sochaux,Lorient,2,0,D
2013-2014,29,Ajaccio,Guingamp,1,2,E
2013-2014,29,Montpellier,Bordeaux,1,1,N
2013-2014,29,Lyon,Monaco,2,3,E
2013-2014,29,PSG,Saint-Étienne,2,0,D
2013-2014,30,Lorient,PSG,0,1,E
2013-2014,30,Marseille,Rennais,0,1,E
2013-2014,30,Bordeaux,Nice,1,1,N
2013-2014,30,Toulouse,Thonon Évian,1,1,N
2013-2014,30,Valenciennes,Ajaccio,2,3,E
2013-2014,30,Bastia,Reims,2,0,D
2013-2014,30,Nantes,Montpellier,2,1,D
2013-2014,30,Saint-Étienne,Sochaux,3,1,D
2013-2014,30,Guingamp,Lyon,0,1,E
2013-2014,30,Monaco,Lille,1,1,N
2013-2014,31,Nice,PSG,0,1,E
2013-2014,31,Sochaux,Marseille,1,1,N
2013-2014,31,Thonon Évian,Monaco,1,0,D
2013-2014,31,Ajaccio,Toulouse,2,2,N
2013-2014,31,Reims,Lorient,1,1,N
2013-2014,31,Nantes,Bordeaux,0,0,N
2013-2014,31,Montpellier,Valenciennes,0,0,N
2013-2014,31,Rennais,Bastia,3,0,D
2013-2014,31,Lille,Guingamp,1,0,D
2013-2014,31,Lyon,Saint-Étienne,1,2,E
2013-2014,32,Marseille,Ajaccio,3,1,D
2013-2014,32,PSG,Reims,3,0,D
2013-2014,32,Bordeaux,Rennais,2,2,N
2013-2014,32,Toulouse,Lille,1,2,E
2013-2014,32,Lorient,Thonon Évian,1,1,N
2013-2014,32,Bastia,Sochaux,2,2,N
2013-2014,32,Guingamp,Montpellier,1,2,E
2013-2014,32,Saint-Étienne,Nice,1,1,N
2013-2014,32,Valenciennes,Lyon,1,2,E
2013-2014,32,Monaco,Nantes,3,1,D
2013-2014,33,Montpellier,Marseille,2,3,E
2013-2014,33,Lille,Valenciennes,1,0,D
2013-2014,33,Rennais,Monaco,0,1,E
2013-2014,33,Thonon Évian,Bastia,2,1,D
2013-2014,33,Nice,Lorient,1,2,E
2013-2014,33,Sochaux,Toulouse,2,0,D
2013-2014,33,Ajaccio,Bordeaux,1,1,N
2013-2014,33,Nantes,Guingamp,1,0,D
2013-2014,33,Reims,Saint-Étienne,2,2,N
2013-2014,33,Lyon,PSG,1,0,D
2013-2014,34,Saint-Étienne,Rennais,0,0,N
2013-2014,34,Monaco,Nice,1,0,D
2013-2014,34,Reims,Sochaux,0,1,E
2013-2014,34,Bordeaux,Guingamp,5,1,D
2013-2014,34,Valenciennes,Nantes,2,6,E
2013-2014,34,Lorient,Montpellier,4,4,N
2013-2014,34,Bastia,Ajaccio,2,1,D
2013-2014,34,Marseille,Lille,0,0,N
2013-2014,34,PSG,Thonon Évian,1,0,D
2013-2014,34,Toulouse,Lyon,0,0,N
2013-2014,35,Nantes,Marseille,1,1,N
2013-2014,35,Ajaccio,Monaco,1,4,E
2013-2014,35,Montpellier,Toulouse,2,1,D
2013-2014,35,Rennais,Lorient,1,1,N
2013-2014,35,Thonon Évian,Saint-Étienne,1,2,E
2013-2014,35,Nice,Reims,1,0,D
2013-2014,35,Guingamp,Valenciennes,1,0,D
2013-2014,35,Sochaux,PSG,1,1,N
2013-2014,35,Lyon,Bastia,4,1,D
2013-2014,35,Lille,Bordeaux,2,1,D
2013-2014,36,Bastia,Lille,1,1,N
2013-2014,36,Saint-Étienne,Montpellier,2,0,D
2013-2014,36,Toulouse,Nantes,1,1,N
2013-2014,36,Valenciennes,Bordeaux,0,1,E
2013-2014,36,Sochaux,Nice,2,0,D
2013-2014,36,Lorient,Ajaccio,1,0,D
2013-2014,36,Reims,Thonon Évian,1,0,D
2013-2014,36,Marseille,Lyon,4,2,D
2013-2014,36,Monaco,Guingamp,1,1,N
2013-2014,36,PSG,Rennais,1,2,E
2013-2014,37,Valenciennes,Monaco,1,2,E
2013-2014,37,Ajaccio,Reims,2,1,D
2013-2014,37,Nantes,Saint-Étienne,1,3,E
2013-2014,37,Guingamp,Toulouse,2,0,D
2013-2014,37,Montpellier,Bastia,0,2,E
2013-2014,37,Lille,PSG,1,3,E
2013-2014,37,Lyon,Lorient,0,1,E
2013-2014,37,Bordeaux,Marseille,1,1,N
2013-2014,37,Rennais,Sochaux,1,2,E
2013-2014,37,Thonon Évian,Nice,2,0,D
2013-2014,38,PSG,Montpellier,4,0,D
2013-2014,38,Saint-Étienne,Ajaccio,3,1,D
2013-2014,38,Toulouse,Valenciennes,3,1,D
2013-2014,38,Marseille,Guingamp,1,0,D
2013-2014,38,Nice,Lyon,0,1,E
2013-2014,38,Sochaux,Thonon Évian,0,3,E
2013-2014,38,Lorient,Lille,1,4,E
2013-2014,38,Bastia,Nantes,0,0,N
2013-2014,38,Reims,Rennais,1,3,E
2013-2014,38,Monaco,Bordeaux,1,1,N
2012-2013,1,Montpellier,Toulouse,1,1,N
2012-2013,1,Rennais,Lyon,0,1,E
2012-2013,1,Saint-Étienne,Lille,1,2,E
2012-2013,1,Thonon Évian,Bordeaux,2,3,E
2012-2013,1,Nancy,Brest,1,0,D
2012-2013,1,Nice,Ajaccio,0,1,E
2012-2013,1,Sochaux,Bastia,2,3,E
2012-2013,1,Troyes,Valenciennes,0,1,E
2012-2013,1,PSG,Lorient,2,2,N
2012-2013,1,Reims,Marseille,0,1,E
2012-2013,2,Lille,Nancy,1,1,N
2012-2013,2,Lyon,Troyes,4,1,D
2012-2013,2,Bastia,Reims,2,1,D
2012-2013,2,Toulouse,Saint-Étienne,2,1,D
2012-2013,2,Valenciennes,Nice,0,0,N
2012-2013,2,Brest,Thonon Évian,1,0,D
2012-2013,2,Lorient,Montpellier,2,1,D
2012-2013,2,Bordeaux,Rennais,1,0,D
2012-2013,2,Marseille,Sochaux,2,0,D
2012-2013,2,Ajaccio,PSG,0,0,N
2012-2013,3,Thonon Évian,Lyon,1,1,N
2012-2013,3,Nice,Lille,2,2,N
2012-2013,3,Rennais,Bastia,3,2,D
2012-2013,3,Nancy,Toulouse,0,1,E
2012-2013,3,Valenciennes,Ajaccio,3,0,D
2012-2013,3,Reims,Sochaux,1,0,D
2012-2013,3,Troyes,Lorient,2,2,N
2012-2013,3,Montpellier,Marseille,0,1,E
2012-2013,3,Saint-Étienne,Brest,4,0,D
2012-2013,3,PSG,Bordeaux,0,0,N
2012-2013,4,Lyon,Valenciennes,3,2,D
2012-2013,4,Sochaux,Montpellier,1,3,E
2012-2013,4,Brest,Troyes,2,1,D
2012-2013,4,Ajaccio,Thonon Évian,2,0,D
2012-2013,4,Lorient,Nancy,3,0,D
2012-2013,4,Bastia,Saint-Étienne,0,3,E
2012-2013,4,Toulouse,Reims,1,1,N
2012-2013,4,Bordeaux,Nice,1,1,N
2012-2013,4,Marseille,Rennais,3,1,D
2012-2013,4,Lille,PSG,1,2,E
2012-2013,5,PSG,Toulouse,2,0,D
2012-2013,5,Reims,Montpellier,3,1,D
2012-2013,5,Troyes,Lille,1,1,N
2012-2013,5,Saint-Étienne,Sochaux,0,1,E
2012-2013,5,Thonon Évian,Bastia,3,0,D
2012-2013,5,Valenciennes,Bordeaux,0,0,N
2012-2013,5,Nice,Brest,4,2,D
2012-2013,5,Rennais,Lorient,1,2,E
2012-2013,5,Lyon,Ajaccio,2,0,D
2012-2013,5,Nancy,Marseille,0,1,E
2012-2013,6,Montpellier,Saint-Étienne,1,1,N
2012-2013,6,Bastia,PSG,0,4,E
2012-2013,6,Toulouse,Rennais,2,2,N
2012-2013,6,Sochaux,Troyes,3,1,D
2012-2013,6,Brest,Valenciennes,2,1,D
2012-2013,6,Lorient,Nice,1,1,N
2012-2013,6,Reims,Nancy,2,0,D
2012-2013,6,Bordeaux,Ajaccio,2,2,N
2012-2013,6,Marseille,Thonon Évian,1,0,D
2012-2013,6,Lille,Lyon,1,1,N
2012-2013,7,Rennais,Lille,2,0,D
2012-2013,7,PSG,Sochaux,2,0,D
2012-2013,7,Nice,Bastia,2,2,N
2012-2013,7,Ajaccio,Brest,1,0,D
2012-2013,7,Troyes,Toulouse,0,2,E
2012-2013,7,Thonon Évian,Lorient,1,1,N
2012-2013,7,Nancy,Montpellier,0,2,E
2012-2013,7,Valenciennes,Marseille,4,1,D
2012-2013,7,Saint-Étienne,Reims,0,0,N
2012-2013,7,Lyon,Bordeaux,0,2,E
2012-2013,8,Saint-Étienne,Nancy,4,0,D
2012-2013,8,Montpellier,Thonon Évian,2,3,E
2012-2013,8,Lille,Ajaccio,2,0,D
2012-2013,8,Toulouse,Valenciennes,2,2,N
2012-2013,8,Sochaux,Rennais,0,1,E
2012-2013,8,Bastia,Troyes,3,2,D
2012-2013,8,Reims,Nice,3,1,D
2012-2013,8,Brest,Bordeaux,1,1,N
2012-2013,8,Lorient,Lyon,1,1,N
2012-2013,8,Marseille,PSG,2,2,N
2012-2013,9,Bordeaux,Lille,1,1,N
2012-2013,9,PSG,Reims,1,0,D
2012-2013,9,Rennais,Montpellier,2,1,D
2012-2013,9,Thonon Évian,Toulouse,0,4,E
2012-2013,9,Nancy,Sochaux,1,1,N
2012-2013,9,Valenciennes,Lorient,6,1,D
2012-2013,9,Nice,Saint-Étienne,1,1,N
2012-2013,9,Ajaccio,Bastia,0,0,N
2012-2013,9,Lyon,Brest,1,0,D
2012-2013,9,Troyes,Marseille,1,0,D
2012-2013,10,Saint-Étienne,Rennais,2,0,D
2012-2013,10,Lille,Valenciennes,2,1,D
2012-2013,10,Montpellier,Nice,3,1,D
2012-2013,10,Toulouse,Brest,3,1,D
2012-2013,10,Nancy,PSG,0,1,E
2012-2013,10,Reims,Troyes,1,1,N
2012-2013,10,Lorient,Ajaccio,4,4,N
2012-2013,10,Bastia,Bordeaux,3,1,D
2012-2013,10,Sochaux,Thonon Évian,2,1,D
2012-2013,10,Marseille,Lyon,1,4,E
2012-2013,11,Brest,Lorient,2,0,D
2012-2013,11,PSG,Saint-Étienne,1,2,E
2012-2013,11,Thonon Évian,Lille,0,2,E
2012-2013,11,Valenciennes,Sochaux,3,1,D
2012-2013,11,Nice,Nancy,2,1,D
2012-2013,11,Troyes,Montpellier,1,1,N
2012-2013,11,Rennais,Reims,1,0,D
2012-2013,11,Ajaccio,Marseille,0,2,E
2012-2013,11,Lyon,Bastia,5,2,D
2012-2013,11,Bordeaux,Toulouse,1,0,D
2012-2013,12,Nancy,Rennais,1,3,E
2012-2013,12,Lille,Brest,1,0,D
2012-2013,12,Toulouse,Ajaccio,2,4,E
2012-2013,12,Bastia,Valenciennes,2,3,E
2012-2013,12,Reims,Thonon Évian,1,2,E
2012-2013,12,Saint-Étienne,Troyes,2,0,D
2012-2013,12,Marseille,Nice,2,2,N
2012-2013,12,Sochaux,Lyon,1,1,N
2012-2013,12,Lorient,Bordeaux,0,4,E
2012-2013,12,Montpellier,PSG,1,1,N
2012-2013,13,Lorient,Lille,2,0,D
2012-2013,13,PSG,Rennais,1,2,E
2012-2013,13,Thonon Évian,Saint-Étienne,2,2,N
2012-2013,13,Valenciennes,Montpellier,1,1,N
2012-2013,13,Brest,Bastia,3,0,D
2012-2013,13,Ajaccio,Sochaux,0,1,E
2012-2013,13,Troyes,Nancy,3,3,N
2012-2013,13,Lyon,Reims,3,0,D
2012-2013,13,Nice,Toulouse,1,0,D
2012-2013,13,Bordeaux,Marseille,1,0,D
2012-2013,14,Saint-Étienne,Valenciennes,1,0,D
2012-2013,14,PSG,Troyes,4,0,D
2012-2013,14,Rennais,Thonon Évian,0,1,E
2012-2013,14,Nancy,Ajaccio,1,1,N
2012-2013,14,Sochaux,Nice,0,1,E
2012-2013,14,Bastia,Lorient,2,1,D
2012-2013,14,Reims,Brest,0,0,N
2012-2013,14,Montpellier,Bordeaux,1,0,D
2012-2013,14,Toulouse,Lyon,3,0,D
2012-2013,14,Marseille,Lille,1,0,D
2012-2013,15,Ajaccio,Saint-Étienne,0,0,N
2012-2013,15,Lyon,Montpellier,1,0,D
2012-2013,15,Lille,Bastia,0,0,N
2012-2013,15,Thonon Évian,Nancy,1,1,N
2012-2013,15,Bordeaux,Sochaux,2,2,N
2012-2013,15,Valenciennes,Reims,1,0,D
2012-2013,15,Nice,PSG,2,1,D
2012-2013,15,Brest,Marseille,1,2,E
2012-2013,15,Troyes,Rennais,2,3,E
2012-2013,15,Lorient,Toulouse,1,0,D
2012-2013,16,Toulouse,Bastia,0,0,N
2012-2013,16,PSG,Thonon Évian,4,0,D
2012-2013,16,Nancy,Valenciennes,1,1,N
2012-2013,16,Sochaux,Lille,1,1,N
2012-2013,16,Troyes,Nice,1,1,N
2012-2013,16,Montpellier,Ajaccio,3,0,D
2012-2013,16,Rennais,Brest,2,2,N
2012-2013,16,Reims,Bordeaux,0,0,N
2012-2013,16,Marseille,Lorient,0,3,E
2012-2013,16,Saint-Étienne,Lyon,0,1,E
2012-2013,17,Valenciennes,PSG,0,4,E
2012-2013,17,Nice,Rennais,1,0,D
2012-2013,17,Lille,Toulouse,2,0,D
2012-2013,17,Lyon,Nancy,1,1,N
2012-2013,17,Thonon Évian,Troyes,2,0,D
2012-2013,17,Brest,Montpellier,1,2,E
2012-2013,17,Ajaccio,Reims,2,0,D
2012-2013,17,Lorient,Sochaux,2,0,D
2012-2013,17,Bastia,Marseille,1,2,E
2012-2013,17,Bordeaux,Saint-Étienne,0,0,N
2012-2013,18,Rennais,Valenciennes,2,0,D
2012-2013,18,Toulouse,Marseille,0,1,E
2012-2013,18,Montpellier,Bastia,4,0,D
2012-2013,18,Nice,Thonon Évian,3,2,D
2012-2013,18,Sochaux,Brest,1,2,E
2012-2013,18,Reims,Lille,1,1,N
2012-2013,18,Troyes,Ajaccio,3,2,D
2012-2013,18,Nancy,Bordeaux,1,1,N
2012-2013,18,Saint-Étienne,Lorient,0,2,E
2012-2013,18,PSG,Lyon,1,0,D
2012-2013,19,Brest,PSG,0,3,E
2012-2013,19,Lille,Montpellier,4,1,D
2012-2013,19,Lyon,Nice,3,0,D
2012-2013,19,Bordeaux,Troyes,0,0,N
2012-2013,19,Ajaccio,Rennais,2,4,E
2012-2013,19,Lorient,Reims,2,2,N
2012-2013,19,Bastia,Nancy,4,2,D
2012-2013,19,Valenciennes,Thonon Évian,2,1,D
2012-2013,19,Toulouse,Sochaux,2,0,D
2012-2013,19,Marseille,Saint-Étienne,1,0,D
2012-2013,20,Saint-Étienne,Toulouse,2,2,N
2012-2013,20,PSG,Ajaccio,0,0,N
2012-2013,20,Troyes,Lyon,1,2,E
2012-2013,20,Montpellier,Lorient,2,0,D
2012-2013,20,Rennais,Bordeaux,0,2,E
2012-2013,20,Thonon Évian,Brest,0,2,E
2012-2013,20,Nancy,Lille,2,2,N
2012-2013,20,Reims,Bastia,1,2,E
2012-2013,20,Nice,Valenciennes,5,0,D
2012-2013,20,Sochaux,Marseille,3,1,D
2012-2013,21,Lyon,Thonon Évian,0,0,N
2012-2013,21,Sochaux,Reims,1,0,D
2012-2013,21,Marseille,Montpellier,3,2,D
2012-2013,21,Toulouse,Nancy,2,1,D
2012-2013,21,Brest,Saint-Étienne,0,1,E
2012-2013,21,Ajaccio,Valenciennes,1,1,N
2012-2013,21,Lorient,Troyes,3,2,D
2012-2013,21,Bastia,Rennais,0,2,E
2012-2013,21,Lille,Nice,0,2,E
2012-2013,21,Bordeaux,PSG,0,1,E
2012-2013,22,Valenciennes,Lyon,0,2,E
2012-2013,22,Rennais,Marseille,2,2,N
2012-2013,22,Montpellier,Sochaux,2,0,D
2012-2013,22,Thonon Évian,Ajaccio,1,1,N
2012-2013,22,Nancy,Lorient,2,1,D
2012-2013,22,Reims,Toulouse,1,1,N
2012-2013,22,Troyes,Brest,2,1,D
2012-2013,22,Saint-Étienne,Bastia,3,0,D
2012-2013,22,Nice,Bordeaux,0,1,E
2012-2013,22,PSG,Lille,1,0,D
2012-2013,23,Toulouse,PSG,0,4,E
2012-2013,23,Lorient,Rennais,2,2,N
2012-2013,23,Lille,Troyes,1,1,N
2012-2013,23,Bordeaux,Valenciennes,2,0,D
2012-2013,23,Sochaux,Saint-Étienne,1,2,E
2012-2013,23,Brest,Nice,0,2,E
2012-2013,23,Bastia,Thonon Évian,0,0,N
2012-2013,23,Ajaccio,Lyon,3,1,D
2012-2013,23,Montpellier,Reims,3,1,D
2012-2013,23,Marseille,Nancy,0,1,E
2012-2013,24,PSG,Bastia,3,1,D
2012-2013,24,Saint-Étienne,Montpellier,4,1,D
2012-2013,24,Nancy,Reims,1,2,E
2012-2013,24,Valenciennes,Brest,2,1,D
2012-2013,24,Nice,Lorient,1,1,N
2012-2013,24,Ajaccio,Bordeaux,1,0,D
2012-2013,24,Troyes,Sochaux,0,0,N
2012-2013,24,Thonon Évian,Marseille,1,1,N
2012-2013,24,Rennais,Toulouse,2,0,D
2012-2013,24,Lyon,Lille,1,3,E
2012-2013,25,Lille,Rennais,2,0,D
2012-2013,25,Marseille,Valenciennes,1,0,D
2012-2013,25,Montpellier,Nancy,1,0,D
2012-2013,25,Toulouse,Troyes,2,2,N
2012-2013,25,Brest,Ajaccio,1,1,N
2012-2013,25,Lorient,Thonon Évian,2,1,D
2012-2013,25,Bastia,Nice,0,1,E
2012-2013,25,Bordeaux,Lyon,0,4,E
2012-2013,25,Reims,Saint-Étienne,1,1,N
2012-2013,25,Sochaux,PSG,3,2,D
2012-2013,26,Nice,Reims,2,0,D
2012-2013,26,Rennais,Sochaux,2,2,N
2012-2013,26,Troyes,Bastia,0,0,N
2012-2013,26,Thonon Évian,Montpellier,0,1,E
2012-2013,26,Nancy,Saint-Étienne,0,3,E
2012-2013,26,Valenciennes,Toulouse,0,0,N
2012-2013,26,Ajaccio,Lille,1,3,E
2012-2013,26,Lyon,Lorient,3,1,D
2012-2013,26,Bordeaux,Brest,0,2,E
2012-2013,26,PSG,Marseille,2,0,D
2012-2013,27,Montpellier,Rennais,2,0,D
2012-2013,27,Reims,PSG,1,0,D
2012-2013,27,Saint-Étienne,Nice,4,0,D
2012-2013,27,Toulouse,Thonon Évian,0,0,N
2012-2013,27,Sochaux,Nancy,1,2,E
2012-2013,27,Lorient,Valenciennes,1,1,N
2012-2013,27,Bastia,Ajaccio,1,0,D
2012-2013,27,Brest,Lyon,1,1,N
2012-2013,27,Marseille,Troyes,2,1,D
2012-2013,27,Lille,Bordeaux,2,1,D
2012-2013,28,Rennais,Saint-Étienne,2,2,N
2012-2013,28,PSG,Nancy,2,1,D
2012-2013,28,Thonon Évian,Sochaux,5,1,D
2012-2013,28,Valenciennes,Lille,1,3,E
2012-2013,28,Brest,Toulouse,0,1,E
2012-2013,28,Ajaccio,Lorient,1,0,D
2012-2013,28,Troyes,Reims,4,2,D
2012-2013,28,Nice,Montpellier,2,0,D
2012-2013,28,Bordeaux,Bastia,1,0,D
2012-2013,28,Lyon,Marseille,0,0,N
2012-2013,29,Marseille,Ajaccio,0,0,N
2012-2013,29,Bastia,Lyon,4,1,D
2012-2013,29,Montpellier,Troyes,1,1,N
2012-2013,29,Lille,Thonon Évian,1,2,E
2012-2013,29,Sochaux,Valenciennes,1,1,N
2012-2013,29,Lorient,Brest,4,0,D
2012-2013,29,Reims,Rennais,1,0,D
2012-2013,29,Nancy,Nice,1,0,D
2012-2013,29,Toulouse,Bordeaux,0,0,N
2012-2013,29,Saint-Étienne,PSG,2,2,N
2012-2013,30,PSG,Montpellier,1,0,D
2012-2013,30,Troyes,Saint-Étienne,2,2,N
2012-2013,30,Bordeaux,Lorient,1,1,N
2012-2013,30,Rennais,Nancy,0,2,E
2012-2013,30,Thonon Évian,Reims,2,2,N
2012-2013,30,Valenciennes,Bastia,3,4,E
2012-2013,30,Ajaccio,Toulouse,2,3,E
2012-2013,30,Nice,Marseille,0,1,E
2012-2013,30,Brest,Lille,1,2,E
2012-2013,30,Lyon,Sochaux,1,2,E
2012-2013,31,Marseille,Bordeaux,1,0,D
2012-2013,31,Rennais,PSG,0,2,E
2012-2013,31,Nancy,Troyes,1,0,D
2012-2013,31,Sochaux,Ajaccio,0,0,N
2012-2013,31,Bastia,Brest,4,0,D
2012-2013,31,Montpellier,Valenciennes,3,1,D
2012-2013,31,Toulouse,Nice,3,4,E
2012-2013,31,Saint-Étienne,Thonon Évian,1,0,D
2012-2013,31,Reims,Lyon,1,0,D
2012-2013,31,Lille,Lorient,5,0,D
2012-2013,32,Valenciennes,Saint-Étienne,0,0,N
2012-2013,32,Troyes,PSG,0,1,E
2012-2013,32,Bordeaux,Montpellier,4,2,D
2012-2013,32,Thonon Évian,Rennais,4,2,D
2012-2013,32,Brest,Reims,0,2,E
2012-2013,32,Ajaccio,Nancy,1,1,N
2012-2013,32,Lorient,Bastia,4,1,D
2012-2013,32,Nice,Sochaux,3,0,D
2012-2013,32,Lyon,Toulouse,3,1,D
2012-2013,32,Lille,Marseille,0,0,N
2012-2013,33,Montpellier,Lyon,1,2,E
2012-2013,33,Marseille,Brest,1,0,D
2012-2013,33,Bastia,Lille,1,2,E
2012-2013,33,Toulouse,Lorient,0,1,E
2012-2013,33,Nancy,Thonon Évian,3,1,D
2012-2013,33,Sochaux,Bordeaux,2,2,N
2012-2013,33,Reims,Valenciennes,0,1,E
2012-2013,33,PSG,Nice,3,0,D
2012-2013,33,Rennais,Troyes,1,2,E
2012-2013,33,Saint-Étienne,Ajaccio,4,2,D
2012-2013,34,Lille,Sochaux,3,3,N
2012-2013,34,Lorient,Marseille,0,1,E
2012-2013,34,Brest,Rennais,0,2,E
2012-2013,34,Ajaccio,Montpellier,2,1,D
2012-2013,34,Bastia,Toulouse,0,0,N
2012-2013,34,Bordeaux,Reims,0,0,N
2012-2013,34,Valenciennes,Nancy,0,0,N
2012-2013,34,Lyon,Saint-Étienne,1,1,N
2012-2013,34,Nice,Troyes,3,1,D
2012-2013,34,Thonon Évian,PSG,0,1,E
2012-2013,35,Saint-Étienne,Bordeaux,0,0,N
2012-2013,35,Marseille,Bastia,2,1,D
2012-2013,35,Troyes,Thonon Évian,1,0,D
2012-2013,35,Montpellier,Brest,2,1,D
2012-2013,35,Toulouse,Lille,4,2,D
2012-2013,35,Sochaux,Lorient,1,0,D
2012-2013,35,Reims,Ajaccio,1,1,N
2012-2013,35,Rennais,Nice,0,3,E
2012-2013,35,Nancy,Lyon,0,3,E
2012-2013,35,PSG,Valenciennes,1,1,N
2012-2013,36,Lille,Reims,3,0,D
2012-2013,36,Marseille,Toulouse,2,1,D
2012-2013,36,Bordeaux,Nancy,3,2,D
2012-2013,36,Valenciennes,Rennais,4,1,D
2012-2013,36,Brest,Sochaux,0,2,E
2012-2013,36,Ajaccio,Troyes,0,1,E
2012-2013,36,Bastia,Montpellier,3,1,D
2012-2013,36,Lorient,Saint-Étienne,3,1,D
2012-2013,36,Thonon Évian,Nice,4,0,D
2012-2013,36,Lyon,PSG,0,1,E
2012-2013,37,Montpellier,Lille,0,0,N
2012-2013,37,PSG,Brest,3,1,D
2012-2013,37,Rennais,Ajaccio,1,1,N
2012-2013,37,Saint-Étienne,Marseille,2,0,D
2012-2013,37,Thonon Évian,Valenciennes,2,0,D
2012-2013,37,Nancy,Bastia,1,2,E
2012-2013,37,Sochaux,Toulouse,1,2,E
2012-2013,37,Reims,Lorient,1,0,D
2012-2013,37,Troyes,Bordeaux,1,0,D
2012-2013,37,Nice,Lyon,1,1,N
2012-2013,38,Lille,Saint-Étienne,1,1,N
2012-2013,38,Lyon,Rennais,2,0,D
2012-2013,38,Bordeaux,Thonon Évian,2,1,D
2012-2013,38,Toulouse,Montpellier,2,0,D
2012-2013,38,Marseille,Reims,0,0,N
2012-2013,38,Valenciennes,Troyes,2,1,D
2012-2013,38,Brest,Nancy,1,2,E
2012-2013,38,Ajaccio,Nice,0,2,E
2012-2013,38,Lorient,PSG,1,3,E
2012-2013,38,Bastia,Sochaux,0,0,N
2011-2012,1,Montpellier,Auxerre,3,1,D
2011-2012,1,PSG,Lorient,0,1,E
2011-2012,1,Marseille,Sochaux,2,2,N
2011-2012,1,Nancy,Lille,1,1,N
2011-2012,1,Nice,Lyon,1,3,E
2011-2012,1,Brest,Thonon Évian,2,2,N
2011-2012,1,Ajaccio,Toulouse,0,2,E
2011-2012,1,Caen,Valenciennes,1,0,D
2011-2012,1,Dijon,Rennais,1,5,E
2011-2012,1,Bordeaux,Saint-Étienne,1,2,E
2011-2012,2,Toulouse,Dijon,2,0,D
2011-2012,2,Sochaux,Caen,1,2,E
2011-2012,2,Lorient,Bordeaux,1,1,N
2011-2012,2,Lyon,Ajaccio,1,1,N
2011-2012,2,Rennais,PSG,1,1,N
2011-2012,2,Saint-Étienne,Nancy,1,0,D
2011-2012,2,Valenciennes,Brest,0,0,N
2011-2012,2,Thonon Évian,Nice,1,0,D
2011-2012,2,Auxerre,Marseille,2,2,N
2011-2012,2,Lille,Montpellier,0,1,E
2011-2012,3,Bordeaux,Auxerre,1,1,N
2011-2012,3,Nice,Toulouse,1,1,N
2011-2012,3,Brest,Lyon,1,1,N
2011-2012,3,Caen,Lille,1,2,E
2011-2012,3,Dijon,Lorient,2,0,D
2011-2012,3,Ajaccio,Thonon Évian,1,1,N
2011-2012,3,PSG,Valenciennes,2,1,D
2011-2012,3,Nancy,Sochaux,1,2,E
2011-2012,3,Montpellier,Rennais,4,0,D
2011-2012,3,Marseille,Saint-Étienne,0,0,N
2011-2012,4,Thonon Évian,Dijon,0,1,E
2011-2012,4,Nice,Brest,0,0,N
2011-2012,4,Lorient,Nancy,2,1,D
2011-2012,4,Valenciennes,Bordeaux,1,2,E
2011-2012,4,Auxerre,Ajaccio,4,1,D
2011-2012,4,Lyon,Montpellier,2,1,D
2011-2012,4,Rennais,Caen,3,2,D
2011-2012,4,Toulouse,PSG,1,3,E
2011-2012,4,Sochaux,Saint-Étienne,2,1,D
2011-2012,4,Lille,Marseille,3,2,D
2011-2012,5,Dijon,Lyon,1,2,E
2011-2012,5,Bordeaux,Thonon Évian,0,0,N
2011-2012,5,Saint-Étienne,Lille,1,3,E
2011-2012,5,Sochaux,Lorient,1,1,N
