Saison,Journée,Equipe 1,Equipe 2,Lieu,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 selon Lieu,Moyenne_BM par 2 selon Lieu,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 selon Lieu,Moyenne_BE par 2 selon Lieu,Forme 1,Forme 2,Historique
2010-2011,32,Montpellier,Lyon,Extérieur,2,3,-1,8,3,0.8709677419354839,1.6774193548387097,0.6,1.8125,1.064516129032258,0.9354838709677419,1.0,0.5,-1.0,1.0,-3
2010-2011,33,Montpellier,Brest,Domicile,0,0,0,10,11,0.90625,1.0625,1.125,0.875,1.125,1.15625,1.125,1.4375,-2.0,-1.0,0
2010-2011,34,Montpellier,Auxerre,Extérieur,0,1,-1,10,15,0.8787878787878788,1.121212121212121,0.6875,1.3125,1.0909090909090908,1.1515151515151516,1.125,1.0625,-1.0,1.0,0
2010-2011,35,Montpellier,Lorient,Domicile,3,1,1,10,7,0.8529411764705882,1.2352941176470589,1.0588235294117647,1.0588235294117647,1.088235294117647,1.1470588235294117,1.0588235294117647,1.7647058823529411,-3.0,2.0,1
2010-2011,36,Montpellier,Caen,Extérieur,0,2,-1,9,16,0.9142857142857143,1.2,0.6470588235294118,1.0588235294117647,1.0857142857142856,1.4,1.1176470588235294,1.3529411764705883,-2.0,0.0,0
2010-2011,37,Montpellier,Monaco,Domicile,0,1,-1,10,18,0.8888888888888888,0.9722222222222222,1.1666666666666667,1.0555555555555556,1.1111111111111112,1.0555555555555556,1.0555555555555556,1.2777777777777777,-2.0,0.0,-5
2010-2011,38,Montpellier,Bordeaux,Extérieur,0,2,-1,11,9,0.8648648648648649,1.1081081081081081,0.6111111111111112,1.1111111111111112,1.1081081081081081,1.135135135135135,1.1666666666666667,0.9444444444444444,-2.0,-2.0,-2
2010-2011,1,Nancy,Lens,Extérieur,2,1,1,,,,,,,,,,,,,1
2010-2011,2,Nancy,Rennais,Domicile,0,3,-1,5,10,2.0,1.0,,,1.0,1.0,,,1.0,0.0,1
2010-2011,3,Nancy,Nice,Extérieur,1,1,0,11,6,1.0,1.0,2.0,0.0,2.0,0.5,1.0,0.0,0.0,1.0,0
2010-2011,4,Nancy,Toulouse,Domicile,0,2,-1,12,1,1.0,2.0,0.0,2.0,1.6666666666666667,0.6666666666666666,3.0,1.0,0.0,3.0,2
2010-2011,5,Nancy,Montpellier,Extérieur,2,1,1,18,3,0.75,0.5,1.5,0.5,1.75,0.0,1.0,0.0,-1.0,2.0,1
2010-2011,6,Nancy,Brest,Domicile,0,2,-1,11,15,1.0,0.6,0.0,0.6666666666666666,1.6,0.8,2.5,1.0,0.0,-1.0,0
2010-2011,7,Nancy,Auxerre,Extérieur,2,2,0,15,19,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,-2.0,-2.0,0
2010-2011,8,Nancy,Lyon,Domicile,2,3,-1,15,18,1.0,0.5714285714285714,0.0,0.6666666666666666,1.7142857142857142,1.2857142857142858,2.3333333333333335,2.3333333333333335,-1.0,-2.0,-9
2010-2011,9,Nancy,Marseille,Extérieur,0,1,-1,18,8,1.125,1.75,1.75,1.75,1.875,1.25,1.25,1.25,-2.0,2.0,-3
2010-2011,10,Nancy,Lorient,Domicile,1,0,1,18,13,1.0,1.0,0.5,0.5,1.7777777777777777,1.1111111111111112,2.5,1.25,-2.0,0.0,-2
2010-2011,11,Nancy,Caen,Extérieur,3,2,1,17,10,1.0,0.9,1.4,0.75,1.6,0.9,1.2,1.0,-2.0,0.0,2
2010-2011,12,Nancy,Monaco,Domicile,0,4,-1,15,18,1.1818181818181819,0.8181818181818182,0.6,1.0,1.6363636363636365,1.0,2.0,1.2,0.0,-3.0,-1
2010-2011,13,Nancy,Bordeaux,Extérieur,1,2,-1,17,10,1.0833333333333333,1.0,1.6666666666666667,1.0,1.8333333333333333,1.0,1.3333333333333333,1.0,-1.0,1.0,-1
2010-2011,14,Nancy,Valenciennes,Domicile,2,0,1,19,13,1.0769230769230769,1.0769230769230769,0.5,0.8571428571428571,1.8461538461538463,1.0,2.3333333333333335,0.8571428571428571,-1.0,0.0,3
2010-2011,15,Nancy,Saint-Étienne,Domicile,1,1,0,14,9,1.1428571428571428,1.2857142857142858,0.7142857142857143,0.7142857142857143,1.7142857142857142,1.1428571428571428,2.0,1.1428571428571428,1.0,-2.0,-2
2010-2011,16,Nancy,Arles-Avignon,Extérieur,1,1,0,15,20,1.1333333333333333,0.6,1.5714285714285714,0.8571428571428571,1.6666666666666667,2.1333333333333333,1.4285714285714286,2.2857142857142856,0.0,-2.0,0
2010-2011,17,Nancy,Sochaux,Domicile,1,0,1,16,7,1.125,1.6875,0.75,1.2857142857142858,1.625,1.1875,1.875,1.7142857142857142,-1.0,3.0,0
2010-2011,18,Nancy,Lille,Extérieur,0,3,-1,13,1,1.1176470588235294,1.8823529411764706,1.5,2.125,1.5294117647058822,1.1764705882352942,1.375,1.25,1.0,4.0,-4
2010-2011,19,Nancy,PSG,Domicile,2,0,1,15,2,1.0555555555555556,1.6666666666666667,0.7777777777777778,1.375,1.6111111111111112,1.0555555555555556,1.6666666666666667,1.0,1.0,3.0,-2
2010-2011,20,Nancy,Toulouse,Extérieur,0,1,-1,13,9,1.105263157894737,1.105263157894737,1.3333333333333333,1.1111111111111112,1.5263157894736843,1.0526315789473684,1.5555555555555556,0.7777777777777778,1.0,1.0,1
2010-2011,21,Nancy,Montpellier,Domicile,1,2,-1,13,7,1.05,0.85,0.9,0.4,1.5,1.0,1.5,1.2,0.0,0.0,2
2010-2011,22,Nancy,Brest,Extérieur,1,2,-1,14,11,1.0476190476190477,1.0,1.2,1.0,1.5238095238095237,0.9523809523809523,1.5,0.6,-1.0,-2.0,-1
2010-2011,23,Nancy,Auxerre,Domicile,3,1,1,16,15,1.0454545454545454,1.2272727272727273,0.9090909090909091,1.1818181818181819,1.5454545454545454,1.1818181818181819,1.5454545454545454,1.1818181818181819,-3.0,-1.0,0
2010-2011,24,Nancy,Lyon,Extérieur,0,4,-1,14,5,1.1304347826086956,1.4782608695652173,1.1818181818181819,1.3333333333333333,1.5217391304347827,1.0434782608695652,1.5454545454545454,0.5833333333333334,-1.0,1.0,-10
2010-2011,25,Nancy,Marseille,Domicile,1,2,-1,15,3,1.0833333333333333,1.4166666666666667,1.0833333333333333,1.25,1.625,0.8333333333333334,1.5,0.9166666666666666,-3.0,4.0,-4
2010-2011,26,Nancy,Lorient,Extérieur,0,0,0,16,8,1.08,1.28,1.0833333333333333,1.8333333333333333,1.64,1.24,1.75,0.5833333333333334,-3.0,2.0,-1
2010-2011,27,Nancy,Caen,Domicile,2,0,1,17,14,1.0384615384615385,1.1153846153846154,1.0769230769230769,1.2307692307692308,1.5769230769230769,1.3846153846153846,1.5384615384615385,1.3076923076923077,-2.0,1.0,3
2010-2011,28,Nancy,Monaco,Extérieur,1,0,1,16,17,1.0740740740740742,0.9629629629629629,1.0,0.9230769230769231,1.5185185185185186,1.037037037037037,1.6153846153846154,0.9230769230769231,0.0,1.0,-2
2010-2011,29,Nancy,Bordeaux,Domicile,0,0,0,14,8,1.0714285714285714,1.3214285714285714,1.1428571428571428,1.4285714285714286,1.4642857142857142,1.2142857142857142,1.4285714285714286,1.5,0.0,0.0,-2
2010-2011,30,Nancy,Valenciennes,Extérieur,1,1,0,12,16,1.0344827586206897,1.1724137931034482,1.0,1.5,1.4137931034482758,1.103448275862069,1.5,0.9285714285714286,1.0,-1.0,4
2010-2011,31,Nancy,Saint-Étienne,Extérieur,1,2,-1,13,7,1.0333333333333334,1.2666666666666666,1.0,1.6428571428571428,1.4,1.2,1.4666666666666666,1.2857142857142858,2.0,0.0,-2
2010-2011,32,Nancy,Arles-Avignon,Domicile,0,0,0,16,20,1.032258064516129,0.5161290322580645,1.0666666666666667,0.26666666666666666,1.4193548387096775,1.8709677419354838,1.3333333333333333,2.066666666666667,1.0,-3.0,0
2010-2011,33,Nancy,Sochaux,Extérieur,0,1,-1,17,9,1.0,1.46875,1.0,1.875,1.375,1.25,1.5,1.0,0.0,1.0,1
2010-2011,34,Nancy,Lille,Domicile,0,1,-1,18,1,0.9696969696969697,1.7878787878787878,1.0,1.4375,1.3636363636363635,0.9393939393939394,1.25,1.0,-2.0,1.0,-5
2010-2011,35,Nancy,PSG,Extérieur,2,2,0,18,4,0.9411764705882353,1.5,0.9411764705882353,1.7058823529411764,1.3529411764705883,1.0294117647058822,1.4705882352941178,0.9411764705882353,-3.0,3.0,-1
2010-2011,36,Nancy,Nice,Domicile,3,0,1,18,14,0.9714285714285714,0.8571428571428571,0.9411764705882353,0.5882352941176471,1.3714285714285714,1.2285714285714286,1.2352941176470589,1.2352941176470589,-3.0,0.0,0
2010-2011,37,Nancy,Rennais,Extérieur,2,0,1,17,5,1.0277777777777777,1.0,1.0,1.2222222222222223,1.3333333333333333,0.8333333333333334,1.5,0.6111111111111112,-1.0,-1.0,0
2010-2011,38,Nancy,Lens,Domicile,4,0,1,17,19,1.054054054054054,0.9459459459459459,1.0555555555555556,0.8333333333333334,1.2972972972972974,1.4594594594594594,1.1666666666666667,1.5555555555555556,0.0,-1.0,2
2010-2011,1,Nice,Valenciennes,Domicile,0,0,0,,,,,,,,,,,,,4
2010-2011,2,Nice,Lorient,Extérieur,2,1,1,11,8,0.0,2.0,,,0.0,2.0,,,0.0,0.0,2
2010-2011,3,Nice,Nancy,Domicile,1,1,0,6,11,1.0,1.0,0.0,2.0,0.5,2.0,0.0,1.0,1.0,0.0,0
2010-2011,4,Nice,Lille,Extérieur,1,1,0,5,16,1.0,0.3333333333333333,2.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,2
2010-2011,5,Nice,Bordeaux,Domicile,2,1,1,8,14,1.0,1.0,0.5,1.0,0.75,1.25,0.5,1.0,1.0,-1.0,-6
2010-2011,6,Nice,Sochaux,Extérieur,0,4,-1,4,10,1.2,1.6,1.5,1.6666666666666667,0.8,1.4,1.0,0.6666666666666666,2.0,0.0,-3
2010-2011,7,Nice,Rennais,Domicile,1,2,-1,7,3,1.0,1.1666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,3.0,-2
2010-2011,8,Nice,PSG,Extérieur,0,0,0,11,5,1.0,1.5714285714285714,1.0,2.0,1.4285714285714286,0.8571428571428571,2.0,0.75,-1.0,0.0,5
2010-2011,9,Nice,Saint-Étienne,Domicile,2,1,1,13,2,0.875,1.625,1.0,0.75,1.25,0.875,1.0,0.75,-1.0,4.0,4
2010-2011,10,Nice,Lens,Extérieur,0,1,-1,12,19,1.0,0.7777777777777778,0.75,0.8,1.2222222222222223,1.8888888888888888,1.5,2.0,0.0,-3.0,-1
2010-2011,11,Nice,Auxerre,Extérieur,0,2,-1,13,15,0.9,1.4,0.6,1.2,1.2,1.3,1.4,1.4,-2.0,0.0,1
2010-2011,12,Nice,Toulouse,Domicile,2,0,1,17,5,0.8181818181818182,1.2727272727272727,1.2,1.6,1.2727272727272727,1.0,1.0,1.0,-2.0,-1.0,1
2010-2011,13,Nice,Lyon,Extérieur,0,1,-1,12,11,0.9166666666666666,1.1666666666666667,0.5,1.1666666666666667,1.1666666666666667,1.25,1.5,0.6666666666666666,0.0,3.0,-8
2010-2011,14,Nice,Montpellier,Domicile,0,1,-1,14,4,0.8461538461538461,0.9230769230769231,1.3333333333333333,0.5,1.1538461538461537,0.9230769230769231,0.8333333333333334,1.3333333333333333,-1.0,2.0,0
2010-2011,15,Nice,Monaco,Extérieur,1,1,0,16,17,0.7857142857142857,1.0,0.42857142857142855,0.5714285714285714,1.1428571428571428,0.9285714285714286,1.4285714285714286,0.7142857142857143,-3.0,-1.0,2
2010-2011,16,Nice,Marseille,Domicile,1,0,1,16,1,0.8,1.6666666666666667,1.1428571428571428,1.7142857142857142,1.1333333333333333,0.9333333333333333,0.8571428571428571,1.1428571428571428,-2.0,1.0,-8
2010-2011,17,Nice,Caen,Extérieur,0,0,0,14,19,0.8125,1.0,0.5,1.0,1.0625,1.625,1.375,2.142857142857143,0.0,-5.0,-1
2010-2011,18,Nice,Brest,Domicile,1,1,0,15,6,0.7647058823529411,1.1176470588235294,1.125,1.1111111111111112,1.0,0.8235294117647058,0.75,1.2222222222222223,-1.0,-1.0,0
2010-2011,19,Nice,Arles-Avignon,Extérieur,0,0,0,14,20,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.7777777777777778,1.0,2.0,1.2222222222222223,2.0,0.0,-4.0,0
2010-2011,20,Nice,Lille,Domicile,0,2,-1,15,1,0.7368421052631579,1.894736842105263,1.1111111111111112,1.6666666666666667,0.9473684210526315,1.105263157894737,0.7777777777777778,1.1111111111111112,1.0,3.0,2
2010-2011,21,Nice,Bordeaux,Extérieur,0,2,-1,15,10,0.7,1.25,0.4,1.1,1.0,1.15,1.1,1.0,0.0,-1.0,-5
2010-2011,22,Nice,Sochaux,Domicile,1,0,1,17,10,0.6666666666666666,1.6666666666666667,1.0,1.1,1.0476190476190477,1.2380952380952381,0.9,1.7,-2.0,-2.0,-4
2010-2011,23,Nice,Rennais,Extérieur,0,2,-1,14,3,0.6818181818181818,1.0909090909090908,0.36363636363636365,1.4545454545454546,1.0,0.7727272727272727,1.1818181818181819,0.5454545454545454,-1.0,1.0,-3
2010-2011,24,Nice,PSG,Domicile,0,3,-1,16,4,0.6521739130434783,1.4782608695652173,1.0,1.1818181818181819,1.0434782608695652,1.0434782608695652,0.8181818181818182,1.0909090909090908,-2.0,0.0,5
2010-2011,25,Nice,Saint-Étienne,Extérieur,2,0,1,17,7,0.625,1.375,0.3333333333333333,1.8181818181818181,1.125,1.25,1.25,1.3636363636363635,-3.0,-1.0,5
2010-2011,26,Nice,Lens,Domicile,0,0,0,15,19,0.68,0.96,0.9166666666666666,0.6666666666666666,1.08,1.6,1.0,1.75,-1.0,-3.0,-2
2010-2011,27,Nice,Auxerre,Domicile,1,0,1,15,16,0.6538461538461539,1.1538461538461537,0.8461538461538461,1.0769230769230769,1.0384615384615385,1.2692307692307692,0.9230769230769231,1.4615384615384615,0.0,-1.0,0
2010-2011,28,Nice,Toulouse,Extérieur,1,1,0,13,10,0.6666666666666666,1.037037037037037,0.46153846153846156,1.0769230769230769,1.0,1.0740740740740742,1.1538461538461537,0.7692307692307693,0.0,-3.0,2
2010-2011,29,Nice,Lyon,Domicile,2,2,0,15,4,0.6785714285714286,1.6785714285714286,0.8571428571428571,1.6153846153846154,1.0,0.9285714285714286,0.8571428571428571,1.3846153846153846,1.0,3.0,-9
2010-2011,30,Nice,Montpellier,Extérieur,1,1,0,15,6,0.7241379310344828,0.8620689655172413,0.5,1.1428571428571428,1.0344827586206897,1.0344827586206897,1.1428571428571428,1.0714285714285714,2.0,-1.0,-1
2010-2011,31,Nice,Monaco,Domicile,3,2,1,14,16,0.7333333333333333,0.9666666666666667,0.9333333333333333,1.0666666666666667,1.0333333333333334,0.9666666666666667,0.9333333333333333,1.0666666666666667,1.0,2.0,2
2010-2011,32,Nice,Marseille,Extérieur,2,4,-1,12,2,0.8064516129032258,1.4838709677419355,0.5333333333333333,1.6,1.064516129032258,0.8709677419354839,1.1333333333333333,0.9333333333333333,2.0,4.0,-7
2010-2011,33,Nice,Caen,Domicile,0,4,-1,14,18,0.84375,1.125,1.0625,1.1875,1.15625,1.46875,1.0,1.5625,0.0,-2.0,-1
2010-2011,34,Nice,Brest,Extérieur,0,0,0,17,12,0.8181818181818182,1.0303030303030303,0.625,1.25,1.2424242424242424,1.121212121212121,1.3125,0.875,-1.0,0.0,0
2010-2011,35,Nice,Arles-Avignon,Domicile,3,2,1,17,20,0.7941176470588235,0.47058823529411764,1.0,0.23529411764705882,1.2058823529411764,1.8823529411764706,1.1764705882352942,2.1176470588235294,-1.0,-3.0,0
2010-2011,36,Nice,Nancy,Extérieur,0,3,-1,14,18,0.8571428571428571,0.9714285714285714,0.5882352941176471,0.9411764705882353,1.2285714285714286,1.3714285714285714,1.2352941176470589,1.2352941176470589,0.0,-3.0,0
2010-2011,37,Nice,Lorient,Domicile,2,0,1,16,7,0.8333333333333334,1.25,1.1111111111111112,1.0555555555555556,1.2777777777777777,1.2222222222222223,1.2222222222222223,1.8333333333333333,-2.0,0.0,3
2010-2011,38,Nice,Valenciennes,Extérieur,1,2,-1,14,15,0.8648648648648649,1.162162162162162,0.5555555555555556,1.4444444444444444,1.2432432432432432,1.0810810810810811,1.3333333333333333,0.8888888888888888,0.0,0.0,4
2010-2011,1,PSG,Saint-Étienne,Domicile,3,1,1,,,,,,,,,,,,,-1
2010-2011,2,PSG,Lille,Extérieur,0,0,0,1,9,3.0,1.0,,,1.0,1.0,,,1.0,0.0,1
2010-2011,3,PSG,Bordeaux,Domicile,1,2,-1,4,19,1.5,0.5,3.0,0.0,0.5,1.5,1.0,1.0,1.0,-2.0,-2
2010-2011,4,PSG,Sochaux,Extérieur,1,3,-1,7,9,1.3333333333333333,1.3333333333333333,0.0,1.0,1.0,1.3333333333333333,0.0,0.5,0.0,0.0,7
2010-2011,5,PSG,Arles-Avignon,Domicile,4,0,1,13,20,1.25,0.5,2.0,1.0,1.5,1.5,1.5,2.0,-1.0,-4.0,0
2010-2011,6,PSG,Rennais,Domicile,0,0,0,7,2,1.8,1.4,2.6666666666666665,2.0,1.2,0.4,1.0,0.0,0.0,3.0,-4
2010-2011,7,PSG,Lens,Extérieur,2,0,1,9,18,1.5,1.1666666666666667,0.5,1.3333333333333333,1.0,2.0,1.5,2.6666666666666665,-1.0,-1.0,-5
2010-2011,8,PSG,Nice,Domicile,0,0,0,5,11,1.5714285714285714,1.0,2.0,1.0,0.8571428571428571,1.4285714285714286,0.75,2.0,0.0,-1.0,-5
2010-2011,9,PSG,Toulouse,Extérieur,2,0,1,7,4,1.375,1.25,1.0,1.25,0.75,0.875,1.0,0.75,1.0,-1.0,-1
2010-2011,10,PSG,Auxerre,Domicile,2,3,-1,3,17,1.4444444444444444,1.2222222222222223,1.6,1.25,0.6666666666666666,1.2222222222222223,0.6,1.0,3.0,-1.0,4
2010-2011,11,PSG,Montpellier,Extérieur,1,1,0,7,6,1.5,1.0,1.25,1.4,0.9,0.9,0.75,0.6,1.0,1.0,-2
2010-2011,12,PSG,Marseille,Domicile,2,1,1,7,3,1.4545454545454546,1.6363636363636365,1.6666666666666667,2.0,0.9090909090909091,1.0,1.0,1.2,1.0,3.0,0
2010-2011,13,PSG,Lorient,Extérieur,1,1,0,3,9,1.5,1.0833333333333333,1.2,1.5,0.9166666666666666,1.0,0.8,0.8333333333333334,1.0,1.0,-1
2010-2011,14,PSG,Caen,Domicile,2,1,1,5,17,1.4615384615384615,1.1538461538461537,1.7142857142857142,1.1428571428571428,0.9230769230769231,1.5384615384615385,1.0,1.1428571428571428,1.0,-3.0,0
2010-2011,15,PSG,Lyon,Extérieur,2,2,0,4,8,1.5,1.2857142857142858,1.1666666666666667,1.1428571428571428,0.9285714285714286,1.1428571428571428,0.8333333333333334,0.5714285714285714,1.0,3.0,-3
2010-2011,16,PSG,Brest,Domicile,3,1,1,4,3,1.5333333333333334,1.2,1.75,1.125,1.0,0.7333333333333333,1.0,1.0,2.0,0.0,0
2010-2011,17,PSG,Valenciennes,Extérieur,2,1,1,2,15,1.625,1.125,1.2857142857142858,1.5714285714285714,1.0,1.0625,1.0,1.0,3.0,-1.0,-1
2010-2011,18,PSG,Monaco,Domicile,2,2,0,2,17,1.6470588235294117,0.8823529411764706,1.8888888888888888,1.25,1.0,1.0,1.0,1.125,3.0,-3.0,-3
2010-2011,19,PSG,Nancy,Extérieur,0,2,-1,2,15,1.6666666666666667,1.0555555555555556,1.375,0.7777777777777778,1.0555555555555556,1.6111111111111112,1.0,1.6666666666666667,3.0,1.0,2
2010-2011,20,PSG,Sochaux,Domicile,2,1,1,2,11,1.5789473684210527,1.5263157894736843,1.9,1.1111111111111112,1.105263157894737,1.2105263157894737,1.1,1.6666666666666667,1.0,0.0,6
2010-2011,21,PSG,Arles-Avignon,Extérieur,2,1,1,2,20,1.6,0.5,1.2222222222222223,0.7,1.1,2.0,1.1111111111111112,1.8,2.0,-3.0,1
2010-2011,22,PSG,Rennais,Extérieur,0,1,-1,2,4,1.619047619047619,1.0952380952380953,1.3,1.5,1.0952380952380953,0.8095238095238095,1.1,0.6,2.0,0.0,-4
2010-2011,23,PSG,Lens,Domicile,0,0,0,2,18,1.5454545454545454,1.0,1.9090909090909092,0.8,1.0909090909090908,1.5909090909090908,1.0909090909090908,1.9,0.0,1.0,-4
2010-2011,24,PSG,Nice,Extérieur,3,0,1,4,16,1.4782608695652173,0.6521739130434783,1.1818181818181819,1.0,1.0434782608695652,1.0434782608695652,1.0909090909090908,0.8181818181818182,0.0,-2.0,-5
2010-2011,25,PSG,Toulouse,Domicile,2,1,1,5,10,1.5416666666666667,1.0833333333333333,1.75,1.0,1.0,1.0833333333333333,1.0,1.4166666666666667,2.0,-1.0,0
2010-2011,26,PSG,Auxerre,Extérieur,0,1,-1,4,17,1.56,1.16,1.3333333333333333,1.25,1.0,1.32,1.0,1.1666666666666667,2.0,-3.0,3
2010-2011,27,PSG,Montpellier,Domicile,2,2,0,5,6,1.5,0.8076923076923077,1.7692307692307692,0.46153846153846156,1.0,0.9230769230769231,1.0,1.0,0.0,-1.0,-2
2010-2011,28,PSG,Marseille,Extérieur,1,2,-1,5,4,1.5185185185185186,1.4444444444444444,1.2307692307692308,1.5384615384615385,1.037037037037037,0.8518518518518519,1.0,0.8461538461538461,1.0,3.0,1
2010-2011,29,PSG,Lorient,Domicile,0,0,0,5,9,1.5,1.25,1.7857142857142858,0.9285714285714286,1.0714285714285714,1.2142857142857142,1.0714285714285714,1.9285714285714286,0.0,1.0,-1
2010-2011,30,PSG,Caen,Extérieur,2,1,1,5,14,1.4482758620689655,1.103448275862069,1.2142857142857142,1.0714285714285714,1.0344827586206897,1.4137931034482758,1.0714285714285714,1.3571428571428572,-1.0,0.0,1
2010-2011,31,PSG,Lyon,Domicile,1,0,1,5,3,1.4666666666666666,1.7333333333333334,1.6666666666666667,1.6428571428571428,1.0333333333333334,0.9333333333333333,1.0,1.4285714285714286,-1.0,3.0,-3
2010-2011,32,PSG,Brest,Extérieur,2,2,0,4,11,1.4516129032258065,1.032258064516129,1.2666666666666666,1.2,1.0,1.1290322580645162,1.0666666666666667,0.8,1.0,-2.0,1
2010-2011,33,PSG,Valenciennes,Domicile,3,1,1,4,12,1.46875,1.15625,1.625,0.875,1.03125,1.0625,0.9375,1.1875,1.0,1.0,0
2010-2011,34,PSG,Monaco,Extérieur,1,1,0,4,14,1.5151515151515151,1.0,1.3125,0.875,1.0303030303030303,1.0,1.125,0.8125,3.0,2.0,-3
2010-2011,35,PSG,Nancy,Domicile,2,2,0,4,18,1.5,0.9411764705882353,1.7058823529411764,0.9411764705882353,1.0294117647058822,1.3529411764705883,0.9411764705882353,1.4705882352941178,3.0,-3.0,1
2010-2011,36,PSG,Bordeaux,Extérieur,0,1,-1,4,11,1.5142857142857142,1.1428571428571428,1.2941176470588236,1.1176470588235294,1.0571428571428572,1.1428571428571428,1.1176470588235294,1.0,2.0,-1.0,-3
2010-2011,37,PSG,Lille,Domicile,2,2,0,4,1,1.4722222222222223,1.75,1.7222222222222223,1.4444444444444444,1.0555555555555556,0.8888888888888888,1.0,0.9444444444444444,0.0,4.0,1
2010-2011,38,PSG,Saint-Étienne,Extérieur,1,1,0,4,8,1.4864864864864864,1.2162162162162162,1.2222222222222223,1.5555555555555556,1.0810810810810811,1.2432432432432432,1.1111111111111112,1.3333333333333333,0.0,-2.0,0
2010-2011,1,Rennais,Lille,Domicile,1,1,0,,,,,,,,,,,,,-6
2010-2011,2,Rennais,Nancy,Extérieur,3,0,1,10,5,1.0,2.0,,,1.0,1.0,,,0.0,1.0,-1
2010-2011,3,Rennais,Saint-Étienne,Domicile,0,0,0,3,10,2.0,2.0,1.0,1.0,0.5,2.5,1.0,3.0,1.0,0.0,2
2010-2011,4,Rennais,Arles-Avignon,Extérieur,1,0,1,3,20,1.3333333333333333,0.6666666666666666,3.0,0.0,0.3333333333333333,1.6666666666666667,0.0,1.0,1.0,-3.0,0
2010-2011,5,Rennais,Sochaux,Domicile,2,1,1,2,4,1.25,1.75,0.5,2.0,0.25,1.25,0.5,3.0,2.0,1.0,-2
2010-2011,6,Rennais,PSG,Extérieur,0,0,0,2,7,1.4,1.8,2.0,2.6666666666666665,0.4,1.2,0.0,1.0,3.0,0.0,4
2010-2011,7,Rennais,Nice,Extérieur,2,1,1,3,7,1.1666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,3.0,1.0,2
2010-2011,8,Rennais,Toulouse,Domicile,3,1,1,2,3,1.2857142857142858,1.2857142857142858,1.0,1.3333333333333333,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.3333333333333333,3.0,1.0,4
2010-2011,9,Rennais,Lens,Extérieur,0,0,0,1,19,1.5,0.875,1.5,1.0,0.5,2.125,0.25,2.5,4.0,-4.0,3
2010-2011,10,Rennais,Montpellier,Domicile,0,1,-1,1,9,1.3333333333333333,1.0,1.5,0.5,0.4444444444444444,1.0,0.75,1.5,3.0,-1.0,1
2010-2011,11,Rennais,Marseille,Extérieur,0,0,0,1,2,1.2,1.8,1.2,1.6,0.5,1.1,0.2,1.0,1.0,4.0,-5
2010-2011,12,Rennais,Lyon,Domicile,1,1,0,2,10,1.0909090909090908,1.1818181818181819,1.2,1.2,0.45454545454545453,1.2727272727272727,0.8,2.0,1.0,2.0,-4
2010-2011,13,Rennais,Auxerre,Extérieur,1,2,-1,1,13,1.0833333333333333,1.4166666666666667,1.0,1.3333333333333333,0.5,1.1666666666666667,0.16666666666666666,1.1666666666666667,0.0,2.0,-4
2010-2011,14,Rennais,Brest,Domicile,2,1,1,3,1,1.0769230769230769,1.0,1.1666666666666667,1.1428571428571428,0.6153846153846154,0.6153846153846154,0.8333333333333334,0.8571428571428571,-2.0,1.0,0
2010-2011,15,Rennais,Lorient,Extérieur,0,2,-1,2,12,1.1428571428571428,1.0,1.0,1.4285714285714286,0.6428571428571429,1.0714285714285714,0.42857142857142855,0.8571428571428571,-1.0,0.0,6
2010-2011,16,Rennais,Monaco,Domicile,1,0,1,5,17,1.0666666666666667,1.0,1.2857142857142858,1.4285714285714286,0.7333333333333333,0.9333333333333333,0.8571428571428571,1.1428571428571428,-1.0,0.0,1
2010-2011,17,Rennais,Bordeaux,Extérieur,0,0,0,3,8,1.0625,1.3125,0.875,1.125,0.6875,1.125,0.625,1.0,0.0,2.0,-4
2010-2011,18,Rennais,Valenciennes,Domicile,1,0,1,4,16,1.0,1.1176470588235294,1.25,0.7777777777777778,0.6470588235294118,1.1176470588235294,0.75,1.1111111111111112,0.0,-2.0,0
2010-2011,19,Rennais,Caen,Extérieur,0,1,-1,3,19,1.0,0.8888888888888888,0.7777777777777778,0.875,0.6111111111111112,1.5555555555555556,0.5555555555555556,1.875,2.0,-4.0,0
2010-2011,20,Rennais,Arles-Avignon,Domicile,4,0,1,3,20,0.9473684210526315,0.5263157894736842,1.2222222222222223,0.3333333333333333,0.631578947368421,1.894736842105263,0.6666666666666666,2.0,0.0,-3.0,1
2010-2011,21,Rennais,Sochaux,Extérieur,1,5,-1,3,11,1.1,1.5,0.7,1.9,0.6,1.25,0.6,0.8,2.0,-2.0,-1
2010-2011,22,Rennais,PSG,Domicile,1,0,1,4,2,1.0952380952380953,1.619047619047619,1.5,1.3,0.8095238095238095,1.0952380952380953,0.6,1.1,0.0,2.0,4
