Saison,Journée,Equipe 1,Equipe 2,Equipe 1 à Domicile,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 à Domicile,Moyenne_BM par 2 à Domicile,Moyenne_BM par 1 à Extérieur,Moyenne_BM par 2 à Extérieur,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 à Domicile,Moyenne_BE par 2 à Domicile,Moyenne_BE par 1 à Extérieur,Moyenne_BE par 2 à Extérieur,Forme 1,Forme 2,Historique
2011-2012,8,Saint-Étienne,Rennes,0,1,1,0,12,2,0.8571428571428571,2.4285714285714284,1.0,1.6666666666666667,0.75,3.0,1.4285714285714286,1.5714285714285714,1.3333333333333333,1.3333333333333333,1.5,1.75,-3.0,2.0,-3
2011-2012,9,Saint-Étienne,Auxerre,1,1,1,0,11,9,0.875,1.75,1.0,2.75,0.8,0.75,1.375,1.25,1.3333333333333333,1.25,1.4,1.25,-3.0,2.0,0
2011-2012,10,Saint-Étienne,Evian,0,2,1,1,12,15,0.8888888888888888,1.0,1.0,1.25,0.8,0.8,1.3333333333333333,1.4444444444444444,1.25,1.75,1.4,1.2,-2.0,-2.0,0
2011-2012,11,Saint-Étienne,Valenciennes,1,1,0,1,9,14,1.0,1.2,1.0,1.8,1.0,0.6,1.3,1.2,1.25,0.6,1.3333333333333333,1.8,0.0,1.0,-2
2011-2012,12,Saint-Étienne,Lyon,0,0,2,-1,8,5,1.0,1.6363636363636365,1.0,2.2,1.0,1.1666666666666667,1.1818181818181819,1.1818181818181819,1.0,0.8,1.3333333333333333,1.5,2.0,-1.0,-8
2011-2012,13,Saint-Étienne,Montpellier,1,1,1,0,8,2,0.9166666666666666,2.25,1.0,2.5,0.8571428571428571,2.0,1.25,1.25,1.0,1.1666666666666667,1.4285714285714286,1.3333333333333333,1.0,2.0,2
2011-2012,14,Saint-Étienne,Nice,0,2,0,1,10,17,0.9230769230769231,0.9230769230769231,1.0,1.4285714285714286,0.8571428571428571,0.3333333333333333,1.2307692307692308,1.0769230769230769,1.0,0.8571428571428571,1.4285714285714286,1.3333333333333333,1.0,-1.0,-6
2011-2012,15,Saint-Étienne,Ajaccio,1,3,1,1,8,20,1.0,0.8571428571428571,1.0,1.1428571428571428,1.0,0.5714285714285714,1.1428571428571428,2.0,1.0,2.0,1.25,2.0,2.0,-4.0,0
2011-2012,16,Saint-Étienne,Brest,0,2,2,0,8,15,1.1333333333333333,1.0,1.2857142857142858,1.7142857142857142,1.0,0.375,1.1333333333333333,1.0666666666666667,1.0,1.1428571428571428,1.25,1.0,2.0,0.0,0
2011-2012,17,Saint-Étienne,Caen,1,2,0,1,8,10,1.1875,1.4375,1.2857142857142858,1.125,1.1111111111111112,1.75,1.1875,1.5625,1.0,1.125,1.3333333333333333,2.0,1.0,-2.0,1
2011-2012,18,Saint-Étienne,Dijon,0,2,1,1,7,15,1.2352941176470589,1.0,1.375,1.25,1.1111111111111112,0.7777777777777778,1.1176470588235294,1.8235294117647058,0.875,1.375,1.3333333333333333,2.2222222222222223,3.0,0.0,0
2011-2012,19,Saint-Étienne,Paris Saint Germain,1,0,1,-1,5,2,1.2777777777777777,1.6666666666666667,1.375,1.6,1.2,1.75,1.1111111111111112,0.9444444444444444,0.875,0.8,1.3,1.125,4.0,0.0,0
2011-2012,20,Saint-Étienne,Sochaux,1,1,0,1,8,19,1.2105263157894737,1.105263157894737,1.2222222222222223,1.3,1.2,0.8888888888888888,1.105263157894737,1.7894736842105263,0.8888888888888888,1.8,1.3,1.7777777777777777,2.0,-4.0,-2
2011-2012,21,Saint-Étienne,Lille,0,0,3,-1,7,3,1.2,1.65,1.2,2.0,1.2,1.3,1.05,1.05,0.8,1.2,1.3,0.9,2.0,1.0,-6
2011-2012,22,Saint-Étienne,Lorient,1,4,2,1,8,10,1.1428571428571428,1.0,1.2,1.1818181818181819,1.0909090909090908,0.8,1.1428571428571428,1.1428571428571428,0.8,0.45454545454545453,1.4545454545454546,1.9,1.0,-2.0,-4
2011-2012,23,Saint-Étienne,Toulouse,0,1,0,1,7,8,1.2727272727272727,1.0,1.4545454545454546,1.1818181818181819,1.0909090909090908,0.8181818181818182,1.1818181818181819,1.0,0.9090909090909091,0.5454545454545454,1.4545454545454546,1.4545454545454546,1.0,-1.0,0
2011-2012,24,Saint-Étienne,Rennes,1,4,0,1,6,5,1.2608695652173914,1.434782608695652,1.4545454545454546,1.4545454545454546,1.0833333333333333,1.4166666666666667,1.1304347826086956,1.0869565217391304,0.9090909090909091,1.0,1.3333333333333333,1.1666666666666667,1.0,2.0,-3
2011-2012,25,Saint-Étienne,Auxerre,0,0,0,0,4,18,1.375,1.25,1.6666666666666667,1.6666666666666667,1.0833333333333333,0.8333333333333334,1.0833333333333333,1.5833333333333333,0.8333333333333334,1.5833333333333333,1.3333333333333333,1.5833333333333333,3.0,-3.0,0
2011-2012,26,Saint-Étienne,Evian,1,0,2,-1,4,11,1.32,1.4,1.6666666666666667,1.75,1.0,1.0769230769230769,1.04,1.48,0.8333333333333334,1.1666666666666667,1.2307692307692308,1.7692307692307692,2.0,1.0,1
2011-2012,27,Saint-Étienne,Valenciennes,0,2,1,1,5,11,1.2692307692307692,1.0384615384615385,1.5384615384615385,1.4166666666666667,1.0,0.7142857142857143,1.0769230769230769,1.0769230769230769,0.9230769230769231,0.5,1.2307692307692308,1.5714285714285714,2.0,3.0,-1
2011-2012,28,Saint-Étienne,Lyon,1,0,1,-1,4,7,1.2962962962962963,1.5925925925925926,1.5384615384615385,2.230769230769231,1.0714285714285714,1.0,1.0740740740740742,1.2962962962962963,0.9230769230769231,1.3076923076923077,1.2142857142857142,1.2857142857142858,2.0,-2.0,-9
2011-2012,29,Saint-Étienne,Montpellier,0,0,1,-1,6,2,1.25,1.8571428571428572,1.4285714285714286,2.142857142857143,1.0714285714285714,1.5714285714285714,1.0714285714285714,0.9642857142857143,0.9285714285714286,0.5714285714285714,1.2142857142857142,1.3571428571428572,0.0,1.0,2
2011-2012,30,Saint-Étienne,Nice,1,2,3,-1,6,18,1.206896551724138,0.9310344827586207,1.4285714285714286,1.1333333333333333,1.0,0.7142857142857143,1.0689655172413792,1.1724137931034482,0.9285714285714286,0.7333333333333333,1.2,1.6428571428571428,-2.0,1.0,-5
2011-2012,31,Saint-Étienne,Ajaccio,0,1,1,0,6,15,1.2333333333333334,1.0333333333333334,1.4666666666666666,1.2,1.0,0.8666666666666667,1.1333333333333333,1.6333333333333333,1.0666666666666667,1.4,1.2,1.8666666666666667,-3.0,0.0,1
2011-2012,32,Saint-Étienne,Brest,1,2,1,1,7,15,1.2258064516129032,0.8709677419354839,1.4666666666666666,1.3125,1.0,0.4,1.1290322580645162,0.967741935483871,1.0666666666666667,1.0,1.1875,0.9333333333333333,-2.0,-3.0,0
2011-2012,33,Saint-Étienne,Caen,0,4,1,1,7,15,1.25,1.0625,1.5,1.0625,1.0,1.0625,1.125,1.40625,1.0625,1.125,1.1875,1.6875,-2.0,0.0,2
2011-2012,34,Saint-Étienne,Dijon,1,1,0,1,6,16,1.3333333333333333,1.121212121212121,1.5,1.2941176470588236,1.1764705882352942,0.9375,1.121212121212121,1.6363636363636365,1.0625,1.3529411764705883,1.1764705882352942,1.9375,0.0,-2.0,1
2011-2012,35,Saint-Étienne,Paris Saint Germain,0,0,2,-1,6,2,1.3235294117647058,1.8823529411764706,1.4705882352941178,2.176470588235294,1.1764705882352942,1.588235294117647,1.088235294117647,1.088235294117647,1.0,0.9411764705882353,1.1764705882352942,1.2352941176470589,2.0,0.0,-1
2011-2012,36,Saint-Étienne,Marseille,1,0,0,0,6,10,1.2857142857142858,1.2,1.4705882352941178,1.2777777777777777,1.1111111111111112,1.1176470588235294,1.1142857142857143,1.1428571428571428,1.0,0.8333333333333334,1.2222222222222223,1.4705882352941178,2.0,-2.0,-5
2011-2012,37,Saint-Étienne,Nancy,0,2,3,-1,6,11,1.25,0.9444444444444444,1.3888888888888888,1.1666666666666667,1.1111111111111112,0.7222222222222222,1.0833333333333333,1.1666666666666667,0.9444444444444444,1.2222222222222223,1.2222222222222223,1.1111111111111112,2.0,-2.0,4
2011-2012,38,Saint-Étienne,Bordeaux,1,2,3,-1,6,5,1.2702702702702702,1.3513513513513513,1.3888888888888888,1.3157894736842106,1.1578947368421053,1.3888888888888888,1.135135135135135,1.054054054054054,0.9444444444444444,0.7368421052631579,1.3157894736842106,1.3888888888888888,0.0,5.0,-4
2011-2012,1,Sochaux,Marseille,0,2,2,0,,,,,,,,,,,,,,,,,-1
2011-2012,2,Sochaux,Caen,1,1,2,-1,11,6,2.0,1.0,,1.0,2.0,,2.0,0.0,,0.0,2.0,,0.0,1.0,3
2011-2012,3,Sochaux,Nancy,0,2,1,1,11,14,1.5,0.5,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,-1.0,-1.0,0
2011-2012,4,Sochaux,Saint-Étienne,1,2,1,1,8,3,1.6666666666666667,1.0,1.0,1.0,2.0,1.0,1.6666666666666667,0.3333333333333333,2.0,0.0,1.5,0.5,0.0,2.0,1
2011-2012,5,Sochaux,Lorient,1,1,1,0,6,9,1.75,1.0,1.5,1.5,2.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0,1.0,2
2011-2012,6,Sochaux,Lille,0,2,2,0,7,3,1.6,1.8,1.3333333333333333,1.5,2.0,2.0,1.4,1.2,1.3333333333333333,1.5,1.5,1.0,1.0,2.0,-6
2011-2012,7,Sochaux,Rennes,1,2,6,-1,8,7,1.6666666666666667,1.8333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.0,1.5,1.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,2
2011-2012,8,Sochaux,Auxerre,0,1,4,-1,9,11,1.7142857142857142,1.4285714285714286,1.5,2.3333333333333335,2.0,0.75,2.142857142857143,1.2857142857142858,2.5,1.3333333333333333,1.6666666666666667,1.25,1.0,1.0,-6
2011-2012,9,Sochaux,Toulouse,1,3,0,1,12,3,1.625,1.5,1.5,1.75,1.75,1.25,2.375,0.875,2.5,1.25,2.25,0.5,-1.0,2.0,2
2011-2012,10,Sochaux,Valenciennes,0,0,3,-1,10,19,1.7777777777777777,1.0,1.8,1.5,1.75,0.6,2.111111111111111,1.3333333333333333,2.0,0.75,2.25,1.8,-1.0,-1.0,1
2011-2012,11,Sochaux,Evian,1,1,1,0,11,17,1.6,1.0,1.8,1.2,1.4,0.8,2.2,1.5,2.0,1.8,2.4,1.2,-2.0,-3.0,0
2011-2012,12,Sochaux,Nice,0,1,1,0,10,14,1.5454545454545454,1.0,1.6666666666666667,1.5,1.4,0.4,2.090909090909091,1.0,1.8333333333333333,0.8333333333333334,2.4,1.2,-2.0,-1.0,3
2011-2012,13,Sochaux,Lyon,1,2,1,1,11,4,1.5,1.6666666666666667,1.6666666666666667,2.1666666666666665,1.3333333333333333,1.1666666666666667,2.0,1.0833333333333333,1.8333333333333333,0.6666666666666666,2.1666666666666665,1.5,-1.0,1.0,-11
2011-2012,14,Sochaux,Brest,0,0,2,-1,11,15,1.5384615384615385,1.0,1.7142857142857142,1.6666666666666667,1.3333333333333333,0.42857142857142855,1.9230769230769231,1.0769230769230769,1.7142857142857142,1.3333333333333333,2.1666666666666665,0.8571428571428571,1.0,0.0,1
2011-2012,15,Sochaux,Montpellier,1,1,3,-1,11,2,1.4285714285714286,2.0714285714285716,1.7142857142857142,2.2857142857142856,1.1428571428571428,1.8571428571428572,1.9285714285714286,1.1428571428571428,1.7142857142857142,1.0,2.142857142857143,1.2857142857142858,-1.0,4.0,0
2011-2012,16,Sochaux,Dijon,0,0,0,0,11,12,1.4,1.1333333333333333,1.625,1.4285714285714286,1.1428571428571428,0.875,2.0,1.9333333333333333,1.875,1.5714285714285714,2.142857142857143,2.25,-1.0,-1.0,0
2011-2012,17,Sochaux,Paris Saint Germain,1,0,1,-1,13,2,1.3125,1.8125,1.625,1.7777777777777777,1.0,1.8571428571428572,1.875,1.0625,1.875,0.8888888888888888,1.875,1.2857142857142858,-1.0,0.0,-7
2011-2012,18,Sochaux,Bordeaux,0,0,1,-1,14,10,1.2352941176470589,1.1176470588235294,1.4444444444444444,1.2222222222222223,1.0,1.0,1.8235294117647058,1.2352941176470589,1.7777777777777777,0.8888888888888888,1.875,1.625,-2.0,1.0,-4
2011-2012,19,Sochaux,Ajaccio,1,0,2,-1,16,20,1.1666666666666667,1.0,1.4444444444444444,1.2222222222222223,0.8888888888888888,0.7777777777777778,1.7777777777777777,2.0,1.7777777777777777,1.8888888888888888,1.7777777777777777,2.111111111111111,-4.0,-1.0,3
2011-2012,20,Sochaux,Saint-Étienne,0,0,1,-1,19,8,1.105263157894737,1.2105263157894737,1.3,1.2222222222222223,0.8888888888888888,1.2,1.7894736842105263,1.105263157894737,1.8,0.8888888888888888,1.7777777777777777,1.3,-4.0,2.0,2
2011-2012,21,Sochaux,Lorient,0,1,1,0,19,10,1.05,1.0,1.3,1.2,0.8,0.8,1.75,1.15,1.8,0.4,1.7,1.9,-4.0,-3.0,2
2011-2012,22,Sochaux,Lille,1,0,1,-1,19,3,1.0476190476190477,1.7142857142857142,1.3,2.090909090909091,0.8181818181818182,1.3,1.7142857142857142,1.0,1.8,1.0909090909090908,1.6363636363636365,0.9,-4.0,1.0,-6
2011-2012,23,Sochaux,Rennes,0,0,1,-1,20,6,1.0,1.4545454545454546,1.1818181818181819,1.5,0.8181818181818182,1.4166666666666667,1.6818181818181819,1.1363636363636365,1.7272727272727273,1.1,1.6363636363636365,1.1666666666666667,-4.0,0.0,1
2011-2012,24,Sochaux,Auxerre,1,0,0,0,20,19,0.9565217391304348,1.3043478260869565,1.1818181818181819,1.6666666666666667,0.75,0.9090909090909091,1.6521739130434783,1.6521739130434783,1.7272727272727273,1.5833333333333333,1.5833333333333333,1.7272727272727273,-4.0,-3.0,-7
2011-2012,25,Sochaux,Toulouse,0,0,2,-1,20,8,0.9166666666666666,1.0416666666666667,1.0833333333333333,1.0833333333333333,0.75,1.0,1.5833333333333333,0.9583333333333334,1.5833333333333333,0.5833333333333334,1.5833333333333333,1.3333333333333333,-3.0,-1.0,3
2011-2012,26,Sochaux,Valenciennes,1,1,1,0,20,10,0.88,1.04,1.0833333333333333,1.4166666666666667,0.6923076923076923,0.6923076923076923,1.6,1.08,1.5833333333333333,0.5,1.6153846153846154,1.6153846153846154,-3.0,2.0,0
2011-2012,27,Sochaux,Evian,0,3,2,1,20,10,0.8846153846153846,1.4230769230769231,1.0769230769230769,1.75,0.6923076923076923,1.1428571428571428,1.5769230769230769,1.4230769230769231,1.5384615384615385,1.1666666666666667,1.6153846153846154,1.6428571428571428,-3.0,2.0,0
2011-2012,28,Sochaux,Nice,1,2,0,1,20,16,0.9629629629629629,0.9629629629629629,1.0769230769230769,1.1428571428571428,0.8571428571428571,0.7692307692307693,1.5925925925925926,1.1481481481481481,1.5384615384615385,0.7142857142857143,1.6428571428571428,1.6153846153846154,-1.0,1.0,3
2011-2012,29,Sochaux,Lyon,0,1,2,-1,19,5,1.0,1.5714285714285714,1.1428571428571428,2.230769230769231,0.8571428571428571,1.0,1.5357142857142858,1.25,1.4285714285714286,1.3076923076923077,1.6428571428571428,1.2,1.0,0.0,-10
2011-2012,30,Sochaux,Brest,1,2,1,1,19,16,1.0,0.7931034482758621,1.1428571428571428,1.2,0.8666666666666667,0.35714285714285715,1.5517241379310345,0.9310344827586207,1.4285714285714286,1.0,1.6666666666666667,0.8571428571428571,0.0,-2.0,0
2011-2012,31,Sochaux,Montpellier,0,1,2,-1,19,1,1.0333333333333334,1.8666666666666667,1.2,2.066666666666667,0.8666666666666667,1.6666666666666667,1.5333333333333334,0.9333333333333333,1.4,0.5333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.0,-1
2011-2012,32,Sochaux,Dijon,1,1,0,1,19,14,1.032258064516129,1.1935483870967742,1.2,1.375,0.875,1.0,1.5483870967741935,1.6451612903225807,1.4,1.3125,1.6875,2.0,1.0,0.0,0
2011-2012,33,Sochaux,Paris Saint Germain,0,1,6,-1,18,2,1.03125,1.78125,1.1875,1.9375,0.875,1.625,1.5,1.0625,1.3125,0.9375,1.6875,1.1875,1.0,0.0,-8
2011-2012,34,Sochaux,Bordeaux,1,0,3,-1,19,8,1.0303030303030303,1.2121212121212122,1.1875,1.2941176470588236,0.8823529411764706,1.125,1.6363636363636365,1.121212121212121,1.3125,0.8235294117647058,1.9411764705882353,1.4375,-1.0,0.0,-5
2011-2012,35,Sochaux,Ajaccio,0,1,2,-1,19,17,1.0,1.0,1.1176470588235294,1.1176470588235294,0.8823529411764706,0.8823529411764706,1.6764705882352942,1.6764705882352942,1.411764705882353,1.2941176470588236,1.9411764705882353,2.0588235294117645,-1.0,-2.0,2
2011-2012,36,Sochaux,Nancy,1,1,0,1,20,11,1.0,0.9714285714285714,1.1176470588235294,1.1666666666666667,0.8888888888888888,0.7647058823529411,1.6857142857142857,1.1714285714285715,1.411764705882353,1.2222222222222223,1.9444444444444444,1.1176470588235294,-3.0,0.0,1
2011-2012,37,Sochaux,Caen,0,3,1,1,17,15,1.0,1.0277777777777777,1.1111111111111112,1.0555555555555556,0.8888888888888888,1.0,1.6388888888888888,1.4722222222222223,1.3333333333333333,1.2222222222222223,1.9444444444444444,1.7222222222222223,-1.0,-1.0,2
2011-2012,38,Sochaux,Marseille,1,1,0,1,15,10,1.054054054054054,1.2162162162162162,1.1111111111111112,1.368421052631579,1.0,1.0555555555555556,1.6216216216216217,1.0810810810810811,1.3333333333333333,0.7894736842105263,1.894736842105263,1.3888888888888888,-1.0,0.0,-1
2011-2012,1,Toulouse,Ajaccio,0,2,0,1,,,,,,,,,,,,,,,,,0
2011-2012,2,Toulouse,Dijon,1,2,0,1,4,20,2.0,1.0,,1.0,2.0,,0.0,5.0,,5.0,0.0,,1.0,-1.0,0
2011-2012,3,Toulouse,Nice,0,1,1,0,1,19,2.0,0.5,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,-2.0,-2
2011-2012,4,Toulouse,Paris Saint Germain,1,1,3,-1,2,10,1.6666666666666667,1.0,2.0,1.0,1.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.5,1.0,2.0,0.0,-1
2011-2012,5,Toulouse,Caen,0,1,0,1,4,10,1.5,1.5,1.5,1.0,1.5,2.0,1.0,1.5,1.5,1.0,0.5,2.0,1.0,0.0,-1
2011-2012,6,Toulouse,Bordeaux,1,3,2,1,5,11,1.4,1.0,1.5,0.6666666666666666,1.3333333333333333,1.5,0.8,1.0,1.5,1.0,0.3333333333333333,1.0,2.0,0.0,0
2011-2012,7,Toulouse,Saint-Étienne,0,1,1,0,3,12,1.6666666666666667,0.8333333333333334,2.0,1.0,1.3333333333333333,0.75,1.0,1.5,1.6666666666666667,1.5,0.3333333333333333,1.5,2.0,-2.0,0
2011-2012,8,Toulouse,Nancy,1,1,0,1,5,20,1.5714285714285714,0.7142857142857143,2.0,0.75,1.25,0.6666666666666666,1.0,1.1428571428571428,1.6666666666666667,1.0,0.5,1.3333333333333333,1.0,-2.0,0
2011-2012,9,Toulouse,Sochaux,0,0,3,-1,3,12,1.5,1.625,1.75,1.5,1.25,1.75,0.875,2.375,1.25,2.5,0.5,2.25,2.0,-1.0,-2
2011-2012,10,Toulouse,Marseille,1,0,0,0,4,13,1.3333333333333333,1.1111111111111112,1.75,1.0,1.0,1.25,1.1111111111111112,1.3333333333333333,1.25,0.8,1.0,2.0,2.0,-1.0,-1
2011-2012,11,Toulouse,Lorient,0,0,0,0,6,7,1.2,1.2,1.4,1.8,1.0,0.6,1.0,0.9,1.0,0.6,1.0,1.2,1.0,1.0,-1
2011-2012,12,Toulouse,Rennes,1,1,0,1,6,4,1.0909090909090908,1.9090909090909092,1.4,1.6,0.8333333333333334,2.1666666666666665,0.9090909090909091,1.2727272727272727,1.0,1.0,0.8333333333333334,1.5,0.0,2.0,-6
2011-2012,13,Toulouse,Auxerre,0,0,2,-1,5,13,1.0833333333333333,1.4166666666666667,1.3333333333333333,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.5,0.8333333333333334,1.5,0.8333333333333334,1.5,1.0,-2.0,-4
2011-2012,14,Toulouse,Lille,1,0,0,0,6,3,1.0,1.6923076923076923,1.3333333333333333,1.7142857142857142,0.7142857142857143,1.6666666666666667,0.9230769230769231,1.0,0.8333333333333334,1.1428571428571428,1.0,0.8333333333333334,-1.0,3.0,1
2011-2012,15,Toulouse,Valenciennes,1,2,0,1,6,15,0.9285714285714286,1.0714285714285714,1.1428571428571428,1.5714285714285714,0.7142857142857143,0.5714285714285714,0.8571428571428571,1.0714285714285714,0.7142857142857143,0.5714285714285714,1.0,1.5714285714285714,0.0,1.0,1
2011-2012,16,Toulouse,Lyon,0,2,3,-1,6,5,1.0,1.6666666666666667,1.25,2.0,0.7142857142857143,1.375,0.8,1.1333333333333333,0.625,0.8571428571428571,1.0,1.375,1.0,-1.0,-5
2011-2012,17,Toulouse,Evian,1,2,1,1,6,11,1.0625,1.3125,1.25,1.625,0.875,1.0,0.9375,1.4375,0.625,1.5,1.25,1.375,0.0,2.0,0
2011-2012,18,Toulouse,Montpellier,0,1,1,0,6,1,1.1176470588235294,2.1176470588235294,1.3333333333333333,2.5,0.875,1.7777777777777777,0.9411764705882353,1.0588235294117647,0.6666666666666666,0.875,1.25,1.2222222222222223,0.0,2.0,-2
2011-2012,19,Toulouse,Brest,1,0,0,0,6,11,1.1111111111111112,1.0555555555555556,1.3333333333333333,1.6666666666666667,0.8888888888888888,0.4444444444444444,0.9444444444444444,1.0555555555555556,0.6666666666666666,1.1111111111111112,1.2222222222222223,1.0,1.0,1.0,2
2011-2012,20,Toulouse,Paris Saint Germain,0,1,3,-1,7,1,1.0526315789473684,1.631578947368421,1.2,1.6,0.8888888888888888,1.6666666666666667,0.8947368421052632,0.8947368421052632,0.6,0.8,1.2222222222222223,1.0,1.0,2.0,-2
2011-2012,21,Toulouse,Caen,1,1,0,1,8,15,1.05,1.2,1.2,1.0,0.9,1.4,1.0,1.55,0.6,1.3,1.4,1.8,-1.0,-4.0,0
2011-2012,22,Toulouse,Bordeaux,0,0,2,-1,7,9,1.0476190476190477,1.0476190476190477,1.1818181818181819,1.2727272727272727,0.9,0.8,0.9523809523809523,1.0952380952380953,0.5454545454545454,0.8181818181818182,1.4,1.4,1.0,1.0,1
2011-2012,23,Toulouse,Saint-Étienne,1,0,1,-1,8,7,1.0,1.2727272727272727,1.1818181818181819,1.4545454545454546,0.8181818181818182,1.0909090909090908,1.0,1.1818181818181819,0.5454545454545454,0.9090909090909091,1.4545454545454546,1.4545454545454546,-1.0,1.0,0
2011-2012,24,Toulouse,Nancy,0,3,0,1,8,15,0.9565217391304348,0.9565217391304348,1.0833333333333333,1.0833333333333333,0.8181818181818182,0.8181818181818182,1.0,1.3043478260869565,0.5833333333333334,1.25,1.4545454545454546,1.3636363636363635,-2.0,-1.0,1
2011-2012,25,Toulouse,Sochaux,1,2,0,1,8,20,1.0416666666666667,0.9166666666666666,1.0833333333333333,1.0833333333333333,1.0,0.75,0.9583333333333334,1.5833333333333333,0.5833333333333334,1.5833333333333333,1.3333333333333333,1.5833333333333333,-1.0,-3.0,-3
2011-2012,26,Toulouse,Marseille,0,1,0,1,7,8,1.08,1.36,1.1538461538461537,1.4615384615384615,1.0,1.25,0.92,1.0,0.5384615384615384,0.6153846153846154,1.3333333333333333,1.4166666666666667,1.0,-1.0,-1
2011-2012,27,Toulouse,Lorient,1,1,1,0,6,14,1.0769230769230769,0.9230769230769231,1.1538461538461537,1.0,1.0,0.8461538461538461,0.8846153846153846,1.3076923076923077,0.5384615384615384,0.6153846153846154,1.2307692307692308,2.0,1.0,-4.0,-1
2011-2012,28,Toulouse,Rennes,0,1,0,1,6,5,1.0740740740740742,1.3703703703703705,1.1428571428571428,1.3846153846153846,1.0,1.3571428571428572,0.8888888888888888,1.1481481481481481,0.5714285714285714,1.0,1.2307692307692308,1.2857142857142858,2.0,1.0,-5
2011-2012,29,Toulouse,Auxerre,1,1,0,1,4,20,1.0714285714285714,1.1785714285714286,1.1428571428571428,1.4285714285714286,1.0,0.9285714285714286,0.8571428571428571,1.5357142857142858,0.5714285714285714,1.5,1.1428571428571428,1.5714285714285714,4.0,-1.0,-5
2011-2012,30,Toulouse,Lille,0,1,2,-1,4,3,1.0689655172413792,1.8275862068965518,1.1333333333333333,2.357142857142857,1.0,1.3333333333333333,0.8275862068965517,1.0689655172413792,0.5333333333333333,1.3571428571428572,1.1428571428571428,0.8,4.0,1.0,1
2011-2012,31,Toulouse,Valenciennes,0,0,2,-1,5,12,1.0666666666666667,0.9666666666666667,1.1333333333333333,1.3571428571428572,1.0,0.625,0.8666666666666667,1.2,0.5333333333333333,0.5714285714285714,1.2,1.75,2.0,-2.0,2
2011-2012,32,Toulouse,Lyon,1,3,0,1,5,4,1.032258064516129,1.5806451612903225,1.1333333333333333,2.2,0.9375,1.0,0.9032258064516129,1.2258064516129032,0.5333333333333333,1.2666666666666666,1.25,1.1875,0.0,4.0,-6
2011-2012,33,Toulouse,Evian,0,1,2,-1,5,9,1.09375,1.4375,1.25,1.6,0.9375,1.2941176470588236,0.875,1.4375,0.5,1.5333333333333334,1.25,1.3529411764705883,1.0,1.0,1
2011-2012,34,Toulouse,Montpellier,1,0,1,-1,7,1,1.0909090909090908,1.8181818181818181,1.25,2.0,0.9411764705882353,1.625,0.9090909090909091,0.9393939393939394,0.5,0.5294117647058824,1.2941176470588236,1.375,-1.0,3.0,-2
2011-2012,35,Toulouse,Brest,0,0,0,0,7,18,1.0588235294117647,0.8235294117647058,1.1764705882352942,1.2352941176470589,0.9411764705882353,0.4117647058823529,0.9117647058823529,1.088235294117647,0.5294117647058824,1.0,1.2941176470588236,1.1764705882352942,-3.0,-3.0,2
2011-2012,36,Toulouse,Nice,1,0,0,0,7,15,1.0285714285714285,0.9714285714285714,1.1764705882352942,1.1111111111111112,0.8888888888888888,0.8235294117647058,0.8857142857142857,1.2,0.5294117647058824,0.6666666666666666,1.2222222222222223,1.7647058823529411,-2.0,-1.0,-2
2011-2012,37,Toulouse,Dijon,0,1,1,0,8,19,1.0,1.0277777777777777,1.1111111111111112,1.2222222222222223,0.8888888888888888,0.8333333333333334,0.8611111111111112,1.5833333333333333,0.5,1.3888888888888888,1.2222222222222223,1.7777777777777777,-1.0,-4.0,1
2011-2012,38,Toulouse,Ajaccio,1,0,2,-1,8,18,1.0,1.027027027027027,1.1111111111111112,1.1578947368421053,0.8947368421052632,0.8888888888888888,0.8648648648648649,1.6486486486486487,0.5,1.263157894736842,1.2105263157894737,2.0555555555555554,-2.0,-1.0,1
2011-2012,1,Valenciennes,Caen,0,0,1,-1,,,,,,,,,,,,,,,,,1
2011-2012,2,Valenciennes,Brest,1,0,0,0,16,8,0.0,2.0,,2.0,0.0,,1.0,2.0,,2.0,1.0,,-1.0,0.0,0
2011-2012,3,Valenciennes,Paris Saint Germain,0,1,2,-1,16,15,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1
2011-2012,4,Valenciennes,Bordeaux,1,1,2,-1,19,15,0.3333333333333333,1.0,0.0,1.0,0.5,1.0,1.0,1.3333333333333333,0.0,1.5,1.5,1.0,-2.0,-1.0,0
2011-2012,5,Valenciennes,Ajaccio,0,1,3,-1,20,18,0.5,0.75,0.5,0.5,0.5,1.0,1.25,2.0,1.0,1.5,1.5,2.5,-3.0,-2.0,0
