Saison,Journée,Equipe 1,Equipe 2,Equipe 1 à Domicile,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 à Domicile,Moyenne_BM par 2 à Domicile,Moyenne_BM par 1 à Extérieur,Moyenne_BM par 2 à Extérieur,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 à Domicile,Moyenne_BE par 2 à Domicile,Moyenne_BE par 1 à Extérieur,Moyenne_BE par 2 à Extérieur,Forme 1,Forme 2,Historique
2011-2012,10,Nice,Bordeaux,1,3,0,1,16,14,0.8888888888888888,1.2222222222222223,1.2,1.0,0.5,1.5,1.1111111111111112,1.5555555555555556,1.0,1.2,1.25,2.0,-1.0,-2.0,-6
2011-2012,11,Nice,Nancy,0,0,1,-1,13,20,1.1,0.7,1.5,0.8,0.5,0.6,1.0,1.3,0.8333333333333334,1.0,1.25,1.6,1.0,-2.0,-1
2011-2012,12,Nice,Sochaux,1,1,1,0,14,10,1.0,1.5454545454545454,1.5,1.6666666666666667,0.4,1.4,1.0,2.090909090909091,0.8333333333333334,1.8333333333333333,1.2,2.4,-1.0,-2.0,-3
2011-2012,13,Nice,Marseille,0,0,2,-1,16,9,1.0,1.25,1.4285714285714286,1.1666666666666667,0.4,1.3333333333333333,1.0,1.1666666666666667,0.8571428571428571,0.6666666666666666,1.2,1.6666666666666667,0.0,2.0,-8
2011-2012,14,Nice,Saint-Étienne,1,0,2,-1,17,10,0.9230769230769231,0.9230769230769231,1.4285714285714286,1.0,0.3333333333333333,0.8571428571428571,1.0769230769230769,1.2307692307692308,0.8571428571428571,1.0,1.3333333333333333,1.4285714285714286,-1.0,1.0,6
2011-2012,15,Nice,Lorient,0,0,1,-1,19,7,0.8571428571428571,1.1428571428571428,1.25,1.5714285714285714,0.3333333333333333,0.7142857142857143,1.1428571428571428,1.0,1.0,0.42857142857142855,1.3333333333333333,1.5714285714285714,-2.0,-2.0,4
2011-2012,16,Nice,Rennes,1,2,0,1,19,4,0.8,1.8,1.25,1.7142857142857142,0.2857142857142857,1.875,1.1333333333333333,1.2666666666666666,1.0,1.1428571428571428,1.2857142857142858,1.375,-4.0,2.0,-4
2011-2012,17,Nice,Auxerre,0,1,2,-1,18,16,0.875,1.375,1.3333333333333333,1.75,0.2857142857142857,1.0,1.0625,1.625,0.8888888888888888,1.5,1.2857142857142858,1.75,-2.0,-3.0,1
2011-2012,18,Nice,Valenciennes,1,2,0,1,19,17,0.8823529411764706,1.0,1.3333333333333333,1.5,0.375,0.5555555555555556,1.1176470588235294,1.1176470588235294,0.8888888888888888,0.5,1.375,1.6666666666666667,-3.0,0.0,3
2011-2012,19,Nice,Lille,0,4,4,0,18,3,0.9444444444444444,1.6111111111111112,1.4,1.7777777777777777,0.375,1.4444444444444444,1.0555555555555556,0.8333333333333334,0.8,0.8888888888888888,1.375,0.7777777777777778,-1.0,3.0,1
2011-2012,20,Nice,Brest,0,0,1,-1,17,12,1.105263157894737,1.0,1.4,1.6666666666666667,0.7777777777777778,0.4,1.2105263157894737,1.0,0.8,1.1111111111111112,1.6666666666666667,0.9,0.0,0.0,0
2011-2012,21,Nice,Montpellier,1,0,1,-1,18,2,1.05,2.0,1.4,2.2,0.7,1.8,1.2,1.15,0.8,0.8,1.6,1.5,0.0,0.0,-2
2011-2012,22,Nice,Ajaccio,0,1,1,0,20,15,1.0,1.1428571428571428,1.2727272727272727,1.3,0.7,1.0,1.1904761904761905,1.8095238095238095,0.8181818181818182,1.8,1.6,1.8181818181818181,-2.0,4.0,5
2011-2012,23,Nice,Paris Saint Germain,1,0,0,0,18,1,1.0,1.7272727272727273,1.2727272727272727,1.8333333333333333,0.7272727272727273,1.6,1.1818181818181819,0.8636363636363636,0.8181818181818182,0.8333333333333334,1.5454545454545454,0.9,-1.0,4.0,3
2011-2012,24,Nice,Dijon,0,0,3,-1,18,16,0.9565217391304348,1.1304347826086956,1.1666666666666667,1.3636363636363635,0.7272727272727273,0.9166666666666666,1.1304347826086956,1.826086956521739,0.75,1.4545454545454546,1.5454545454545454,2.1666666666666665,-2.0,-1.0,0
2011-2012,25,Nice,Caen,1,1,0,1,19,12,0.9166666666666666,1.25,1.1666666666666667,1.1666666666666667,0.6666666666666666,1.3333333333333333,1.2083333333333333,1.5,0.75,1.3333333333333333,1.6666666666666667,1.6666666666666667,-3.0,0.0,-2
2011-2012,26,Nice,Bordeaux,0,2,1,1,17,9,0.92,1.2,1.1538461538461537,1.3076923076923077,0.6666666666666666,1.0833333333333333,1.16,1.12,0.6923076923076923,0.6923076923076923,1.6666666666666667,1.5833333333333333,-1.0,2.0,-5
2011-2012,27,Nice,Nancy,1,1,1,0,16,17,0.9615384615384616,0.9230769230769231,1.1538461538461537,1.0714285714285714,0.7692307692307693,0.75,1.1538461538461537,1.3461538461538463,0.6923076923076923,1.2857142857142858,1.6153846153846154,1.4166666666666667,1.0,-2.0,-2
2011-2012,28,Nice,Sochaux,0,0,2,-1,16,20,0.9629629629629629,0.9629629629629629,1.1428571428571428,1.0769230769230769,0.7692307692307693,0.8571428571428571,1.1481481481481481,1.5925925925925926,0.7142857142857143,1.5384615384615385,1.6153846153846154,1.6428571428571428,1.0,-1.0,-3
2011-2012,29,Nice,Marseille,1,1,1,0,18,9,0.9285714285714286,1.25,1.1428571428571428,1.3333333333333333,0.7142857142857143,1.1538461538461537,1.1785714285714286,1.0357142857142858,0.7142857142857143,0.7333333333333333,1.6428571428571428,1.3846153846153846,0.0,-4.0,-9
2011-2012,30,Nice,Saint-Étienne,0,3,2,1,18,6,0.9310344827586207,1.206896551724138,1.1333333333333333,1.4285714285714286,0.7142857142857143,1.0,1.1724137931034482,1.0689655172413792,0.7333333333333333,0.9285714285714286,1.6428571428571428,1.2,1.0,-2.0,5
2011-2012,31,Nice,Lorient,1,2,0,1,16,14,1.0,0.9333333333333333,1.1333333333333333,1.0,0.8666666666666667,0.8666666666666667,1.2,1.2666666666666666,0.7333333333333333,0.6666666666666666,1.6666666666666667,1.8666666666666667,1.0,-1.0,3
2011-2012,32,Nice,Rennes,0,1,3,-1,13,6,1.032258064516129,1.3225806451612903,1.1875,1.2666666666666666,0.8666666666666667,1.375,1.1612903225806452,1.1290322580645162,0.6875,1.0,1.6666666666666667,1.25,1.0,-1.0,-3
2011-2012,33,Nice,Auxerre,1,1,0,1,14,20,1.03125,1.15625,1.1875,1.4375,0.875,0.875,1.21875,1.46875,0.6875,1.375,1.75,1.5625,0.0,-2.0,0
2011-2012,34,Nice,Valenciennes,0,0,2,-1,12,13,1.0303030303030303,0.9393939393939394,1.1764705882352942,1.3125,0.875,0.5882352941176471,1.1818181818181819,1.2121212121212122,0.6470588235294118,0.6875,1.75,1.7058823529411764,2.0,-1.0,4
2011-2012,35,Nice,Lille,1,0,1,-1,14,3,1.0,1.8823529411764706,1.1764705882352942,2.411764705882353,0.8235294117647058,1.3529411764705883,1.2058823529411764,1.088235294117647,0.6470588235294118,1.2941176470588236,1.7647058823529411,0.8823529411764706,1.0,3.0,1
2011-2012,36,Nice,Toulouse,0,0,0,0,15,7,0.9714285714285714,1.0285714285714285,1.1111111111111112,1.1764705882352942,0.8235294117647058,0.8888888888888888,1.2,0.8857142857142857,0.6666666666666666,0.5294117647058824,1.7647058823529411,1.2222222222222223,-1.0,-2.0,2
2011-2012,37,Nice,Evian,1,1,1,0,14,9,0.9444444444444444,1.4722222222222223,1.1111111111111112,1.6111111111111112,0.7777777777777778,1.3333333333333333,1.1666666666666667,1.4722222222222223,0.6666666666666666,1.5555555555555556,1.6666666666666667,1.3888888888888888,-2.0,2.0,-1
2011-2012,38,Nice,Lyon,0,4,3,1,13,4,0.9459459459459459,1.6486486486486487,1.105263157894737,2.2777777777777777,0.7777777777777778,1.0526315789473684,1.162162162162162,1.2702702702702702,0.6842105263157895,1.2777777777777777,1.6666666666666667,1.263157894736842,-1.0,3.0,-10
2011-2012,1,Paris Saint Germain,Lorient,1,0,1,-1,,,,,,,,,,,,,,,,,-1
2011-2012,2,Paris Saint Germain,Rennes,0,1,1,0,15,1,0.0,5.0,0.0,,,5.0,1.0,1.0,1.0,,,1.0,-1.0,1.0,-5
2011-2012,3,Paris Saint Germain,Valenciennes,1,2,1,1,15,16,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,-1.0,-1.0,1
2011-2012,4,Paris Saint Germain,Toulouse,0,3,1,1,10,2,1.0,1.6666666666666667,1.0,2.0,1.0,1.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,2.0,1
2011-2012,5,Paris Saint Germain,Brest,1,1,0,1,3,15,1.5,0.75,1.0,1.5,2.0,0.0,1.0,0.75,1.0,1.5,1.0,0.0,1.0,0.0,1
2011-2012,6,Paris Saint Germain,Evian,0,2,2,0,4,12,1.4,0.8,1.0,0.5,2.0,1.0,0.8,0.8,0.6666666666666666,0.5,1.0,1.0,2.0,0.0,0
2011-2012,7,Paris Saint Germain,Nice,1,2,1,1,5,16,1.5,0.8333333333333334,1.0,1.25,2.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,3.0,-1.0,-4
2011-2012,8,Paris Saint Germain,Montpellier,0,3,0,1,4,1,1.5714285714285714,2.142857142857143,1.25,2.6666666666666665,2.0,1.75,1.0,0.8571428571428571,0.75,0.3333333333333333,1.3333333333333333,1.25,4.0,2.0,-2
2011-2012,9,Paris Saint Germain,Lyon,1,2,0,1,2,1,1.75,1.75,1.25,2.0,2.25,1.5,0.875,0.875,0.75,0.75,1.0,1.0,4.0,3.0,-2
2011-2012,10,Paris Saint Germain,Ajaccio,0,3,1,1,1,18,1.7777777777777777,1.0,1.4,1.25,2.25,0.8,0.7777777777777778,1.8888888888888888,0.6,1.75,1.0,2.0,4.0,-1.0,0
2011-2012,11,Paris Saint Germain,Dijon,1,2,0,1,1,12,1.9,1.1,1.4,1.2,2.4,1.0,0.8,2.0,0.6,1.6,1.0,2.4,4.0,-1.0,0
2011-2012,12,Paris Saint Germain,Caen,1,4,2,1,1,9,1.9090909090909092,1.3636363636363635,1.5,0.8333333333333334,2.4,2.0,0.7272727272727273,1.3636363636363635,0.5,1.1666666666666667,1.0,1.6,5.0,1.0,2
2011-2012,13,Paris Saint Germain,Bordeaux,0,1,1,0,1,15,2.0833333333333335,1.1666666666666667,1.8571428571428572,1.0,2.4,1.3333333333333333,0.8333333333333334,1.5,0.7142857142857143,1.1666666666666667,1.0,1.8333333333333333,5.0,-1.0,-4
2011-2012,14,Paris Saint Germain,Nancy,1,0,1,-1,1,18,2.0,0.7692307692307693,1.8571428571428572,1.0,2.1666666666666665,0.5,0.8461538461538461,1.2307692307692308,0.7142857142857143,0.8571428571428571,1.0,1.6666666666666667,4.0,0.0,1
2011-2012,15,Paris Saint Germain,Marseille,0,0,3,-1,1,10,1.8571428571428572,1.2142857142857142,1.625,1.2857142857142858,2.1666666666666665,1.1428571428571428,0.8571428571428571,1.0714285714285714,0.75,0.5714285714285714,1.0,1.5714285714285714,2.0,2.0,0
2011-2012,16,Paris Saint Germain,Auxerre,1,3,2,1,2,16,1.7333333333333334,1.3333333333333333,1.625,1.75,1.8571428571428572,0.8571428571428571,1.0,1.5333333333333334,0.75,1.5,1.2857142857142858,1.5714285714285714,0.0,-3.0,2
2011-2012,17,Paris Saint Germain,Sochaux,0,1,0,1,2,13,1.8125,1.3125,1.7777777777777777,1.625,1.8571428571428572,1.0,1.0625,1.875,0.8888888888888888,1.875,1.2857142857142858,1.875,0.0,-1.0,7
2011-2012,18,Paris Saint Germain,Lille,1,0,0,0,2,3,1.7647058823529411,1.7058823529411764,1.7777777777777777,1.7777777777777777,1.75,1.625,1.0,0.8823529411764706,0.8888888888888888,0.8888888888888888,1.125,0.875,0.0,3.0,1
2011-2012,19,Paris Saint Germain,Saint-Étienne,0,1,0,1,2,5,1.6666666666666667,1.2777777777777777,1.6,1.375,1.75,1.2,0.9444444444444444,1.1111111111111112,0.8,0.875,1.125,1.3,0.0,4.0,0
2011-2012,20,Paris Saint Germain,Toulouse,1,3,1,1,1,7,1.631578947368421,1.0526315789473684,1.6,1.2,1.6666666666666667,0.8888888888888888,0.8947368421052632,0.8947368421052632,0.8,0.6,1.0,1.2222222222222223,2.0,1.0,2
2011-2012,21,Paris Saint Germain,Brest,0,1,0,1,1,11,1.7,1.0,1.7272727272727273,1.6,1.6666666666666667,0.4,0.9,0.95,0.8181818181818182,1.0,1.0,0.9,4.0,2.0,2
2011-2012,22,Paris Saint Germain,Evian,1,3,1,1,1,12,1.6666666666666667,1.3333333333333333,1.7272727272727273,1.7,1.6,1.0,0.8571428571428571,1.5238095238095237,0.8181818181818182,1.4,0.9,1.6363636363636365,4.0,-2.0,0
2011-2012,23,Paris Saint Germain,Nice,0,0,0,0,1,18,1.7272727272727273,1.0,1.8333333333333333,1.2727272727272727,1.6,0.7272727272727273,0.8636363636363636,1.1818181818181819,0.8333333333333334,0.8181818181818182,0.9,1.5454545454545454,4.0,-1.0,-3
2011-2012,24,Paris Saint Germain,Montpellier,1,2,2,0,1,2,1.6521739130434783,1.9565217391304348,1.8333333333333333,2.1666666666666665,1.4545454545454546,1.7272727272727273,0.8260869565217391,1.0,0.8333333333333334,0.6666666666666666,0.8181818181818182,1.3636363636363635,4.0,3.0,-1
2011-2012,25,Paris Saint Germain,Lyon,0,4,4,0,1,6,1.6666666666666667,1.5416666666666667,1.8461538461538463,2.090909090909091,1.4545454545454546,1.0769230769230769,0.875,1.1666666666666667,0.9230769230769231,1.0909090909090908,0.8181818181818182,1.2307692307692308,3.0,-2.0,-1
2011-2012,26,Paris Saint Germain,Ajaccio,1,4,1,1,2,16,1.76,1.08,1.8461538461538463,1.2307692307692308,1.6666666666666667,0.9166666666666666,1.0,1.72,0.9230769230769231,1.5384615384615385,1.0833333333333333,1.9166666666666667,2.0,1.0,1
2011-2012,27,Paris Saint Germain,Dijon,0,2,1,1,1,15,1.8461538461538463,1.1923076923076923,2.0,1.4615384615384615,1.6666666666666667,0.9230769230769231,1.0,1.7307692307692308,0.9285714285714286,1.3076923076923077,1.0833333333333333,2.1538461538461537,2.0,-1.0,1
2011-2012,28,Paris Saint Germain,Caen,0,2,2,0,1,14,1.8518518518518519,1.1111111111111112,2.0,1.0769230769230769,1.6923076923076923,1.1428571428571428,1.0,1.4814814814814814,0.9285714285714286,1.2307692307692308,1.0769230769230769,1.7142857142857142,2.0,-1.0,3
2011-2012,29,Paris Saint Germain,Bordeaux,1,1,1,0,1,8,1.8571428571428572,1.2142857142857142,2.0,1.2666666666666666,1.7142857142857142,1.1538461538461537,1.0357142857142858,1.1071428571428572,0.9285714285714286,0.8,1.1428571428571428,1.4615384615384615,2.0,0.0,-4
2011-2012,30,Paris Saint Germain,Nancy,0,1,2,-1,2,12,1.8275862068965518,0.9310344827586207,1.9333333333333333,1.0666666666666667,1.7142857142857142,0.7857142857142857,1.0344827586206897,1.2413793103448276,0.9333333333333333,1.2,1.1428571428571428,1.2857142857142858,2.0,2.0,0
2011-2012,31,Paris Saint Germain,Marseille,1,2,1,1,2,9,1.8,1.2333333333333334,1.9333333333333333,1.3125,1.6666666666666667,1.1428571428571428,1.0666666666666667,1.1,0.9333333333333333,0.875,1.2,1.3571428571428572,1.0,-4.0,-1
2011-2012,32,Paris Saint Germain,Auxerre,0,1,1,0,2,20,1.8064516129032258,1.1612903225806452,1.9375,1.4666666666666666,1.6666666666666667,0.875,1.064516129032258,1.4838709677419355,0.9375,1.4,1.2,1.5625,1.0,-2.0,3
2011-2012,33,Paris Saint Germain,Sochaux,1,6,1,1,2,18,1.78125,1.03125,1.9375,1.1875,1.625,0.875,1.0625,1.5,0.9375,1.3125,1.1875,1.6875,0.0,1.0,8
2011-2012,34,Paris Saint Germain,Lille,0,1,2,-1,2,3,1.9090909090909092,1.878787878787879,2.176470588235294,2.4375,1.625,1.3529411764705883,1.0606060606060606,1.0909090909090908,0.9411764705882353,1.3125,1.1875,0.8823529411764706,1.0,3.0,1
2011-2012,35,Paris Saint Germain,Saint-Étienne,1,2,0,1,2,6,1.8823529411764706,1.3235294117647058,2.176470588235294,1.4705882352941178,1.588235294117647,1.1764705882352942,1.088235294117647,1.088235294117647,0.9411764705882353,1.0,1.2352941176470589,1.1764705882352942,0.0,2.0,1
2011-2012,36,Paris Saint Germain,Valenciennes,0,4,3,1,2,12,1.8857142857142857,0.9714285714285714,2.1666666666666665,1.3529411764705883,1.588235294117647,0.6111111111111112,1.0571428571428572,1.2571428571428571,0.8888888888888888,0.6470588235294118,1.2352941176470589,1.8333333333333333,2.0,-1.0,2
2011-2012,37,Paris Saint Germain,Rennes,1,3,0,1,2,5,1.9444444444444444,1.3333333333333333,2.1666666666666665,1.3888888888888888,1.7222222222222223,1.2777777777777777,1.1111111111111112,1.1388888888888888,0.8888888888888888,1.0555555555555556,1.3333333333333333,1.2222222222222223,2.0,1.0,-5
2011-2012,38,Paris Saint Germain,Lorient,0,2,1,1,2,14,1.972972972972973,0.918918918918919,2.210526315789474,1.0555555555555556,1.7222222222222223,0.7894736842105263,1.0810810810810811,1.2702702702702702,0.8421052631578947,0.6666666666666666,1.3333333333333333,1.8421052631578947,3.0,-2.0,-2
2011-2012,1,Rennes,Dijon,0,5,1,1,,,,,,,,,,,,,,,,,0
2011-2012,2,Rennes,Paris Saint Germain,1,1,1,0,1,15,5.0,0.0,,0.0,5.0,,1.0,1.0,,1.0,1.0,,1.0,-1.0,5
2011-2012,3,Rennes,Montpellier,0,0,4,-1,5,2,3.0,2.0,1.0,3.0,5.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,2.0,1
2011-2012,4,Rennes,Caen,1,3,2,1,7,4,2.0,1.3333333333333333,1.0,1.0,2.5,2.0,2.0,1.0,1.0,1.0,2.5,1.0,0.0,1.0,-1
2011-2012,5,Rennes,Marseille,0,1,0,1,5,16,2.25,1.5,2.0,1.0,2.5,2.0,2.0,1.75,1.5,1.0,2.5,2.5,1.0,-1.0,-6
2011-2012,6,Rennes,Nancy,1,1,1,0,6,18,2.0,0.6,2.0,0.6666666666666666,2.0,0.5,1.6,1.2,1.5,1.0,1.6666666666666667,1.5,2.0,-3.0,-1
2011-2012,7,Rennes,Sochaux,0,6,2,1,7,8,1.8333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,1.5,1.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,-2
2011-2012,8,Rennes,Saint-Étienne,1,1,1,0,2,12,2.4285714285714284,0.8571428571428571,1.6666666666666667,1.0,3.0,0.75,1.5714285714285714,1.4285714285714286,1.3333333333333333,1.3333333333333333,1.75,1.5,2.0,-3.0,3
2011-2012,9,Rennes,Lille,0,0,2,-1,5,6,2.25,1.625,1.5,1.5,3.0,1.75,1.5,1.25,1.25,1.5,1.75,1.0,3.0,2.0,-7
2011-2012,10,Rennes,Lorient,1,2,0,1,7,6,2.0,1.3333333333333333,1.5,1.8,2.4,0.75,1.5555555555555556,0.7777777777777778,1.25,0.6,1.8,1.0,1.0,2.0,4
2011-2012,11,Rennes,Auxerre,0,1,0,1,5,10,2.0,1.6,1.6,2.4,2.4,0.8,1.4,1.4,1.0,1.6,1.8,1.2,1.0,0.0,-5
2011-2012,12,Rennes,Toulouse,0,0,1,-1,4,6,1.9090909090909092,1.0909090909090908,1.6,1.4,2.1666666666666665,0.8333333333333334,1.2727272727272727,0.9090909090909091,1.0,1.0,1.5,0.8333333333333334,2.0,0.0,6
2011-2012,13,Rennes,Valenciennes,1,1,1,0,6,18,1.75,1.0,1.6,1.5,1.8571428571428572,0.5,1.25,1.0833333333333333,1.0,0.5,1.4285714285714286,1.6666666666666667,0.0,-1.0,0
2011-2012,14,Rennes,Lyon,0,2,1,1,5,4,1.6923076923076923,1.6153846153846154,1.5,2.1666666666666665,1.8571428571428572,1.1428571428571428,1.2307692307692308,1.1538461538461537,1.0,0.6666666666666666,1.4285714285714286,1.5714285714285714,0.0,-1.0,-4
2011-2012,15,Rennes,Evian,1,3,2,1,4,12,1.7142857142857142,1.2142857142857142,1.5,1.5714285714285714,1.875,0.8571428571428571,1.2142857142857142,1.3571428571428572,1.0,1.5714285714285714,1.375,1.1428571428571428,2.0,1.0,0
2011-2012,16,Rennes,Nice,0,0,2,-1,4,19,1.8,0.8,1.7142857142857142,1.25,1.875,0.2857142857142857,1.2666666666666666,1.1333333333333333,1.1428571428571428,1.0,1.375,1.2857142857142858,2.0,-4.0,4
2011-2012,17,Rennes,Brest,1,1,1,0,5,15,1.6875,1.0625,1.7142857142857142,1.75,1.6666666666666667,0.375,1.3125,1.125,1.1428571428571428,1.25,1.4444444444444444,1.0,0.0,0.0,0
2011-2012,18,Rennes,Ajaccio,0,0,1,-1,5,20,1.6470588235294117,1.0,1.625,1.25,1.6666666666666667,0.7777777777777778,1.2941176470588236,2.1176470588235294,1.125,2.125,1.4444444444444444,2.111111111111111,1.0,-3.0,2
2011-2012,19,Rennes,Bordeaux,1,1,0,1,7,9,1.5555555555555556,1.1111111111111112,1.625,1.2,1.5,1.0,1.2777777777777777,1.1666666666666667,1.125,0.8,1.4,1.625,0.0,2.0,-4
2011-2012,20,Rennes,Caen,0,2,0,1,5,14,1.5263157894736843,1.263157894736842,1.5555555555555556,1.1111111111111112,1.5,1.4,1.2105263157894737,1.5263157894736843,1.0,1.2222222222222223,1.4,1.8,0.0,-4.0,0
2011-2012,21,Rennes,Marseille,1,1,2,-1,5,6,1.55,1.45,1.5555555555555556,1.4545454545454546,1.5454545454545454,1.4444444444444444,1.15,0.9,1.0,0.45454545454545453,1.2727272727272727,1.4444444444444444,0.0,4.0,-5
2011-2012,22,Rennes,Nancy,0,0,0,0,6,13,1.5238095238095237,1.0476190476190477,1.5,1.1818181818181819,1.5454545454545454,0.9,1.1904761904761905,1.380952380952381,1.1,1.3636363636363635,1.2727272727272727,1.4,0.0,1.0,-1
2011-2012,23,Rennes,Sochaux,1,1,0,1,6,20,1.4545454545454546,1.0,1.5,1.1818181818181819,1.4166666666666667,0.8181818181818182,1.1363636363636365,1.6818181818181819,1.1,1.7272727272727273,1.1666666666666667,1.6363636363636365,0.0,-4.0,-1
2011-2012,24,Rennes,Saint-Étienne,0,0,4,-1,5,6,1.434782608695652,1.2608695652173914,1.4545454545454546,1.4545454545454546,1.4166666666666667,1.0833333333333333,1.0869565217391304,1.1304347826086956,1.0,0.9090909090909091,1.1666666666666667,1.3333333333333333,2.0,1.0,3
2011-2012,25,Rennes,Lille,1,1,1,0,7,3,1.375,1.75,1.4545454545454546,2.25,1.3076923076923077,1.25,1.2083333333333333,1.0833333333333333,1.0,1.4166666666666667,1.3846153846153846,0.75,0.0,1.0,-8
2011-2012,26,Rennes,Lorient,0,2,0,1,6,14,1.36,0.96,1.4166666666666667,1.0833333333333333,1.3076923076923077,0.8461538461538461,1.2,1.28,1.0,0.5,1.3846153846153846,2.0,-1.0,-3.0,5
2011-2012,27,Rennes,Auxerre,1,1,1,0,4,19,1.3846153846153846,1.2307692307692308,1.4166666666666667,1.5384615384615385,1.3571428571428572,0.9230769230769231,1.1538461538461537,1.5384615384615385,1.0,1.4615384615384615,1.2857142857142858,1.6153846153846154,1.0,-1.0,-4
2011-2012,28,Rennes,Toulouse,1,0,1,-1,5,6,1.3703703703703705,1.0740740740740742,1.3846153846153846,1.1428571428571428,1.3571428571428572,1.0,1.1481481481481481,0.8888888888888888,1.0,0.5714285714285714,1.2857142857142858,1.2307692307692308,1.0,2.0,5
2011-2012,29,Rennes,Valenciennes,0,0,1,-1,7,11,1.3214285714285714,1.0,1.2857142857142858,1.3846153846153846,1.3571428571428572,0.6666666666666666,1.1428571428571428,1.2142857142857142,1.0,0.6153846153846154,1.2857142857142858,1.7333333333333334,-1.0,-1.0,0
2011-2012,30,Rennes,Lyon,1,1,1,0,7,5,1.2758620689655173,1.5862068965517242,1.2857142857142858,2.2142857142857144,1.2666666666666666,1.0,1.1379310344827587,1.2413793103448276,1.0,1.2857142857142858,1.2666666666666666,1.2,-1.0,2.0,-3
2011-2012,31,Rennes,Evian,0,3,1,1,7,10,1.2666666666666666,1.4,1.2666666666666666,1.6428571428571428,1.2666666666666666,1.1875,1.1333333333333333,1.4333333333333333,1.0,1.4285714285714286,1.2666666666666666,1.4375,-1.0,1.0,1
2011-2012,32,Rennes,Nice,1,3,1,1,6,13,1.3225806451612903,1.032258064516129,1.2666666666666666,1.1875,1.375,0.8666666666666667,1.1290322580645162,1.1612903225806452,1.0,0.6875,1.25,1.6666666666666667,-1.0,1.0,3
2011-2012,33,Rennes,Brest,0,1,0,1,6,17,1.375,0.875,1.375,1.3125,1.375,0.4375,1.125,1.0,1.0,1.0,1.25,1.0,0.0,-3.0,0
2011-2012,34,Rennes,Ajaccio,1,3,1,1,5,17,1.3636363636363635,1.0,1.375,1.1176470588235294,1.3529411764705883,0.875,1.0909090909090908,1.6363636363636365,1.0,1.2941176470588236,1.1764705882352942,2.0,2.0,-1.0,1
2011-2012,35,Rennes,Bordeaux,0,0,2,-1,5,8,1.411764705882353,1.2647058823529411,1.4705882352941178,1.2941176470588236,1.3529411764705883,1.2352941176470589,1.088235294117647,1.088235294117647,1.0,0.8235294117647058,1.1764705882352942,1.3529411764705883,4.0,1.0,-3
2011-2012,36,Rennes,Montpellier,1,0,2,-1,5,1,1.3714285714285714,1.8,1.4705882352941178,2.0,1.2777777777777777,1.588235294117647,1.1142857142857143,0.9428571428571428,1.0,0.6111111111111112,1.2222222222222223,1.2941176470588236,3.0,2.0,0
2011-2012,37,Rennes,Paris Saint Germain,0,0,3,-1,5,2,1.3333333333333333,1.9444444444444444,1.3888888888888888,2.1666666666666665,1.2777777777777777,1.7222222222222223,1.1388888888888888,1.1111111111111112,1.0555555555555556,0.8888888888888888,1.2222222222222223,1.3333333333333333,1.0,2.0,5
2011-2012,38,Rennes,Dijon,1,5,0,1,7,19,1.2972972972972974,1.027027027027027,1.3888888888888888,1.2105263157894737,1.2105263157894737,0.8333333333333334,1.1891891891891893,1.5675675675675675,1.0555555555555556,1.368421052631579,1.3157894736842106,1.7777777777777777,-1.0,-3.0,1
2011-2012,1,Saint-Étienne,Bordeaux,0,2,1,1,,,,,,,,,,,,,,,,,-5
2011-2012,2,Saint-Étienne,Nancy,1,1,0,1,5,13,2.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,0.0,3
2011-2012,3,Saint-Étienne,Marseille,0,0,0,0,4,9,1.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,0.0,2.0,1.0,2.0,2.0,0.0,-5
2011-2012,4,Saint-Étienne,Sochaux,0,1,2,-1,3,8,1.0,1.6666666666666667,1.0,1.0,1.0,2.0,0.3333333333333333,1.6666666666666667,0.0,2.0,0.5,1.5,2.0,0.0,-1
2011-2012,5,Saint-Étienne,Lille,1,1,3,-1,8,7,1.0,1.5,1.0,1.5,1.0,1.5,0.75,1.25,0.0,1.5,1.0,1.0,1.0,1.0,-5
2011-2012,6,Saint-Étienne,Lorient,0,0,3,-1,9,8,1.0,1.0,1.0,1.5,1.0,0.6666666666666666,1.2,1.0,1.5,1.0,1.0,1.0,0.0,1.0,-3
2011-2012,7,Saint-Étienne,Toulouse,1,1,1,0,12,3,0.8333333333333334,1.6666666666666667,1.0,2.0,0.75,1.3333333333333333,1.5,1.0,1.5,1.6666666666666667,1.5,0.3333333333333333,-2.0,2.0,0
