Saison,Journée,Domicile,Extérieur,Buts domicile,Buts extérieur,Résultat
2007-2008,21,Lens,Lyon,3,0,1
2007-2008,21,Nice,Nancy,1,0,1
2007-2008,22,Rennes,Nice,1,1,0
2007-2008,22,Strasbourg,Toulouse,2,0,1
2007-2008,22,Caen,Auxerre,0,0,0
2007-2008,22,Lyon,Lorient,2,0,1
2007-2008,22,Valenciennes,Lens,1,2,-1
2007-2008,22,Lille,Le Mans,3,1,1
2007-2008,22,Monaco,Sochaux,1,0,1
2007-2008,22,Nancy,Marseille,1,1,0
2007-2008,22,Paris Saint Germain,Metz,3,0,1
2007-2008,22,Bordeaux,Saint-Étienne,1,0,1
2007-2008,23,Lens,Strasbourg,2,2,0
2007-2008,23,Sochaux,Valenciennes,1,0,1
2007-2008,23,Toulouse,Nice,1,1,0
2007-2008,23,Metz,Rennes,1,1,0
2007-2008,23,Marseille,Caen,6,1,1
2007-2008,23,Lille,Paris Saint Germain,0,0,0
2007-2008,23,Auxerre,Nancy,0,0,0
2007-2008,23,Le Mans,Monaco,1,0,1
2007-2008,23,Saint-Étienne,Lyon,1,1,0
2007-2008,23,Lorient,Bordeaux,1,0,1
2007-2008,24,Monaco,Lille,0,0,0
2007-2008,24,Rennes,Auxerre,1,2,-1
2007-2008,24,Bordeaux,Metz,3,0,1
2007-2008,24,Valenciennes,Lorient,3,0,1
2007-2008,24,Paris Saint Germain,Le Mans,0,0,0
2007-2008,24,Strasbourg,Saint-Étienne,3,0,1
2007-2008,24,Lyon,Sochaux,4,1,1
2007-2008,24,Nancy,Toulouse,1,0,1
2007-2008,24,Caen,Lens,1,4,-1
2007-2008,24,Nice,Marseille,0,2,-1
2007-2008,25,Metz,Valenciennes,2,1,1
2007-2008,25,Le Mans,Lyon,1,0,1
2007-2008,25,Auxerre,Toulouse,1,0,1
2007-2008,25,Lens,Nice,0,0,0
2007-2008,25,Saint-Étienne,Nancy,4,0,1
2007-2008,25,Lorient,Strasbourg,1,0,1
2007-2008,25,Sochaux,Caen,1,1,0
2007-2008,25,Lille,Rennes,3,1,1
2007-2008,25,Marseille,Paris Saint Germain,2,1,1
2007-2008,25,Monaco,Bordeaux,0,6,-1
2007-2008,26,Lyon,Metz,2,0,1
2007-2008,26,Valenciennes,Le Mans,1,2,-1
2007-2008,26,Nice,Auxerre,1,2,-1
2007-2008,26,Nancy,Lens,2,1,1
2007-2008,26,Rennes,Lorient,2,0,1
2007-2008,26,Strasbourg,Sochaux,0,2,-1
2007-2008,26,Caen,Saint-Étienne,1,3,-1
2007-2008,26,Paris Saint Germain,Monaco,1,1,0
2007-2008,26,Toulouse,Marseille,0,0,0
2007-2008,26,Bordeaux,Lille,0,0,0
2007-2008,27,Lille,Lyon,0,1,-1
2007-2008,27,Lorient,Nancy,0,0,0
2007-2008,27,Le Mans,Strasbourg,0,1,-1
2007-2008,27,Monaco,Valenciennes,0,0,0
2007-2008,27,Metz,Caen,2,1,1
2007-2008,27,Lens,Toulouse,1,1,0
2007-2008,27,Sochaux,Rennes,0,0,0
2007-2008,27,Marseille,Auxerre,2,1,1
2007-2008,27,Bordeaux,Paris Saint Germain,3,0,1
2007-2008,27,Saint-Étienne,Nice,0,0,0
2007-2008,28,Toulouse,Sochaux,1,2,-1
2007-2008,28,Strasbourg,Metz,2,3,-1
2007-2008,28,Valenciennes,Lille,0,0,0
2007-2008,28,Nancy,Monaco,2,0,1
2007-2008,28,Caen,Lorient,0,0,0
2007-2008,28,Auxerre,Lens,0,0,0
2007-2008,28,Nice,Le Mans,0,0,0
2007-2008,28,Rennes,Paris Saint Germain,2,0,1
2007-2008,28,Lyon,Bordeaux,4,2,1
2007-2008,28,Marseille,Saint-Étienne,2,0,1
2007-2008,19,Lens,Lille,1,2,-1
2007-2008,29,Saint-Étienne,Toulouse,0,0,0
2007-2008,29,Lille,Caen,5,0,1
2007-2008,29,Lorient,Auxerre,1,1,0
2007-2008,29,Paris Saint Germain,Valenciennes,1,1,0
2007-2008,29,Le Mans,Rennes,1,1,0
2007-2008,29,Metz,Nice,1,2,-1
2007-2008,29,Sochaux,Nancy,1,1,0
2007-2008,29,Monaco,Lyon,0,3,-1
2007-2008,29,Bordeaux,Strasbourg,3,0,1
2007-2008,29,Lens,Marseille,3,3,0
2007-2008,30,Valenciennes,Bordeaux,3,1,1
2007-2008,30,Toulouse,Le Mans,1,1,0
2007-2008,30,Nancy,Metz,2,1,1
2007-2008,30,Auxerre,Saint-Étienne,1,3,-1
2007-2008,30,Marseille,Sochaux,0,1,-1
2007-2008,30,Nice,Lorient,1,2,-1
2007-2008,30,Caen,Monaco,4,1,1
2007-2008,30,Strasbourg,Lille,0,1,-1
2007-2008,30,Rennes,Lens,3,1,1
2007-2008,30,Lyon,Paris Saint Germain,4,2,1
2007-2008,31,Bordeaux,Nancy,2,1,1
2007-2008,31,Lorient,Marseille,1,2,-1
2007-2008,31,Sochaux,Nice,1,0,1
2007-2008,31,Lille,Auxerre,0,2,-1
2007-2008,31,Le Mans,Caen,1,1,0
2007-2008,31,Valenciennes,Lyon,1,2,-1
2007-2008,31,Metz,Toulouse,0,2,-1
2007-2008,31,Monaco,Rennes,1,2,-1
2007-2008,31,Paris Saint Germain,Strasbourg,1,0,1
2007-2008,32,Auxerre,Sochaux,0,1,-1
2007-2008,32,Rennes,Bordeaux,0,2,-1
2007-2008,32,Strasbourg,Monaco,0,2,-1
2007-2008,32,Saint-Étienne,Le Mans,4,1,1
2007-2008,32,Nice,Lille,0,0,0
2007-2008,32,Caen,Valenciennes,1,0,1
2007-2008,32,Lens,Metz,1,1,0
2007-2008,32,Toulouse,Lorient,0,0,0
2007-2008,32,Nancy,Paris Saint Germain,1,0,1
2007-2008,32,Marseille,Lyon,3,1,1
2007-2008,31,Saint-Étienne,Lens,2,0,1
2007-2008,33,Sochaux,Saint-Étienne,1,1,0
2007-2008,33,Le Mans,Auxerre,3,0,1
2007-2008,33,Metz,Marseille,1,2,-1
2007-2008,33,Valenciennes,Strasbourg,2,0,1
2007-2008,33,Lyon,Rennes,1,1,0
2007-2008,33,Lorient,Lens,1,0,1
2007-2008,33,Monaco,Toulouse,0,2,-1
2007-2008,33,Lille,Nancy,2,1,1
2007-2008,33,Paris Saint Germain,Nice,2,3,-1
2007-2008,33,Bordeaux,Caen,2,1,1
2007-2008,34,Saint-Étienne,Lorient,1,0,1
2007-2008,34,Strasbourg,Lyon,1,2,-1
2007-2008,34,Rennes,Valenciennes,1,0,1
2007-2008,34,Auxerre,Metz,0,0,0
2007-2008,34,Nice,Monaco,0,2,-1
2007-2008,34,Lens,Sochaux,3,2,1
2007-2008,34,Caen,Paris Saint Germain,3,0,1
2007-2008,34,Nancy,Le Mans,1,1,0
2007-2008,34,Toulouse,Bordeaux,0,1,-1
2007-2008,34,Marseille,Lille,1,3,-1
2007-2008,35,Metz,Saint-Étienne,0,1,-1
2007-2008,35,Paris Saint Germain,Auxerre,3,1,1
2007-2008,35,Le Mans,Lens,3,2,1
2007-2008,35,Lille,Toulouse,3,2,1
2007-2008,35,Rennes,Strasbourg,3,0,1
2007-2008,35,Lyon,Caen,2,2,0
2007-2008,35,Sochaux,Lorient,1,1,0
2007-2008,35,Bordeaux,Nice,0,0,0
2007-2008,35,Valenciennes,Nancy,1,1,0
2007-2008,35,Monaco,Marseille,2,3,-1
2007-2008,36,Nice,Lyon,0,0,0
2007-2008,36,Nancy,Strasbourg,3,0,1
2007-2008,36,Caen,Rennes,2,2,0
2007-2008,36,Sochaux,Metz,0,0,0
2007-2008,36,Toulouse,Paris Saint Germain,1,1,0
2007-2008,36,Auxerre,Valenciennes,2,0,1
2007-2008,36,Lens,Monaco,0,0,0
2007-2008,36,Lorient,Le Mans,0,0,0
2007-2008,36,Saint-Étienne,Lille,0,0,0
2007-2008,36,Marseille,Bordeaux,1,2,-1
2007-2008,37,Metz,Lorient,1,2,-1
2007-2008,37,Valenciennes,Nice,1,2,-1
2007-2008,37,Paris Saint Germain,Saint-Étienne,1,1,0
2007-2008,37,Lyon,Nancy,1,0,1
2007-2008,37,Strasbourg,Caen,1,4,-1
2007-2008,37,Le Mans,Marseille,0,0,0
2007-2008,37,Monaco,Auxerre,3,0,1
2007-2008,37,Bordeaux,Sochaux,2,0,1
2007-2008,37,Rennes,Toulouse,2,1,1
2007-2008,37,Lille,Lens,2,1,1
2007-2008,38,Nancy,Rennes,2,3,-1
2007-2008,38,Lens,Bordeaux,2,2,0
2007-2008,38,Marseille,Strasbourg,4,3,1
2007-2008,38,Auxerre,Lyon,1,3,-1
2007-2008,38,Lorient,Lille,1,1,0
2007-2008,38,Metz,Le Mans,4,3,1
2007-2008,38,Sochaux,Paris Saint Germain,1,2,-1
2007-2008,38,Nice,Caen,3,1,1
2007-2008,38,Toulouse,Valenciennes,2,1,1
2007-2008,38,Saint-Étienne,Monaco,4,0,1
2008-2009,1,Auxerre,Nantes,2,1,1
2008-2009,1,Valenciennes,Saint-Étienne,1,0,1
2008-2009,1,Bordeaux,Caen,2,1,1
2008-2009,1,Rennes,Marseille,4,4,0
2008-2009,1,Le Havre,Nice,1,0,1
2008-2009,1,Le Mans,Lorient,0,1,-1
2008-2009,1,Sochaux,Grenoble,1,2,-1
2008-2009,1,Nancy,Lille,0,0,0
2008-2009,1,Monaco,Paris Saint Germain,1,0,1
2008-2009,1,Lyon,Toulouse,3,0,1
2008-2009,2,Toulouse,Le Havre,2,1,1
2008-2009,2,Saint-Étienne,Sochaux,2,1,1
2008-2009,2,Nantes,Monaco,1,1,0
2008-2009,2,Lille,Le Mans,1,3,-1
2008-2009,2,Paris Saint Germain,Bordeaux,1,0,1
2008-2009,2,Nice,Nancy,2,1,1
2008-2009,2,Caen,Valenciennes,3,1,1
2008-2009,2,Grenoble,Rennes,1,0,1
2008-2009,2,Marseille,Auxerre,4,0,1
2008-2009,2,Lorient,Lyon,0,0,0
2008-2009,3,Sochaux,Paris Saint Germain,1,1,0
2008-2009,3,Monaco,Caen,1,1,0
2008-2009,3,Valenciennes,Lorient,3,1,1
2008-2009,3,Nancy,Toulouse,0,0,0
2008-2009,3,Lyon,Grenoble,2,0,1
2008-2009,3,Le Havre,Marseille,0,1,-1
2008-2009,3,Le Mans,Saint-Étienne,1,0,1
2008-2009,3,Auxerre,Nice,0,1,-1
2008-2009,3,Rennes,Lille,2,1,1
2008-2009,3,Bordeaux,Nantes,2,0,1
2008-2009,4,Marseille,Sochaux,2,1,1
2008-2009,4,Grenoble,Monaco,1,0,1
2008-2009,4,Lorient,Auxerre,0,2,-1
2008-2009,4,Nantes,Le Mans,1,4,-1
2008-2009,4,Caen,Paris Saint Germain,0,1,-1
2008-2009,4,Nancy,Le Havre,2,1,1
2008-2009,4,Nice,Valenciennes,2,0,1
2008-2009,4,Lille,Bordeaux,2,1,1
2008-2009,4,Saint-Étienne,Lyon,0,1,-1
2008-2009,4,Toulouse,Rennes,0,0,0
2008-2009,5,Rennes,Le Havre,1,1,0
2008-2009,5,Auxerre,Nancy,1,1,0
2008-2009,5,Valenciennes,Grenoble,1,1,0
2008-2009,5,Bordeaux,Marseille,1,1,0
2008-2009,5,Le Mans,Toulouse,1,2,-1
2008-2009,5,Lyon,Nice,3,2,1
2008-2009,5,Monaco,Lorient,2,0,1
2008-2009,5,Caen,Saint-Étienne,2,0,1
2008-2009,5,Paris Saint Germain,Nantes,1,0,1
2008-2009,5,Sochaux,Lille,1,1,0
2008-2009,6,Nice,Le Mans,2,2,0
2008-2009,6,Lille,Auxerre,3,2,1
2008-2009,6,Toulouse,Sochaux,2,1,1
2008-2009,6,Grenoble,Bordeaux,0,1,-1
2008-2009,6,Lorient,Caen,1,1,0
2008-2009,6,Le Havre,Lyon,0,1,-1
2008-2009,6,Nantes,Valenciennes,2,0,1
2008-2009,6,Nancy,Rennes,0,0,0
2008-2009,6,Marseille,Monaco,0,0,0
2008-2009,6,Saint-Étienne,Paris Saint Germain,1,0,1
2008-2009,7,Caen,Nantes,3,0,1
2008-2009,7,Paris Saint Germain,Grenoble,0,1,-1
2008-2009,7,Lyon,Nancy,2,1,1
2008-2009,7,Le Mans,Marseille,1,1,0
2008-2009,7,Rennes,Nice,1,0,1
2008-2009,7,Auxerre,Le Havre,3,0,1
2008-2009,7,Sochaux,Lorient,1,1,0
2008-2009,7,Bordeaux,Saint-Étienne,1,1,0
2008-2009,7,Valenciennes,Toulouse,0,1,-1
2008-2009,7,Monaco,Lille,0,2,-1
2008-2009,8,Lille,Valenciennes,1,0,1
2008-2009,8,Nice,Sochaux,1,1,0
2008-2009,8,Lorient,Bordeaux,1,2,-1
2008-2009,8,Le Havre,Le Mans,1,2,-1
2008-2009,8,Toulouse,Auxerre,1,0,1
2008-2009,8,Grenoble,Nantes,0,1,-1
2008-2009,8,Marseille,Caen,2,1,1
2008-2009,8,Saint-Étienne,Monaco,2,0,1
2008-2009,8,Nancy,Paris Saint Germain,1,1,0
2008-2009,8,Rennes,Lyon,3,0,1
2008-2009,9,Paris Saint Germain,Lorient,3,2,1
2008-2009,9,Lyon,Lille,2,2,0
2008-2009,9,Bordeaux,Toulouse,2,1,1
2008-2009,9,Nantes,Saint-Étienne,1,0,1
2008-2009,9,Sochaux,Le Havre,1,1,0
2008-2009,9,Monaco,Nice,1,2,-1
2008-2009,9,Caen,Grenoble,2,2,0
2008-2009,9,Le Mans,Nancy,2,0,1
2008-2009,9,Auxerre,Rennes,0,0,0
2008-2009,9,Valenciennes,Marseille,1,3,-1
2008-2009,10,Toulouse,Monaco,0,0,0
2008-2009,10,Lorient,Nantes,3,0,1
2008-2009,10,Le Havre,Valenciennes,2,1,1
2008-2009,10,Rennes,Le Mans,2,2,0
2008-2009,10,Auxerre,Lyon,0,0,0
2008-2009,10,Nice,Bordeaux,2,2,0
2008-2009,10,Lille,Caen,2,2,0
2008-2009,10,Marseille,Paris Saint Germain,2,4,-1
2008-2009,10,Saint-Étienne,Grenoble,0,2,-1
2008-2009,10,Nancy,Sochaux,1,1,0
2008-2009,11,Bordeaux,Le Havre,4,0,1
2008-2009,11,Valenciennes,Rennes,0,0,0
2008-2009,11,Saint-Étienne,Lorient,1,4,-1
2008-2009,11,Caen,Nice,1,1,0
2008-2009,11,Nantes,Marseille,1,1,0
2008-2009,11,Le Mans,Auxerre,0,2,-1
2008-2009,11,Sochaux,Lyon,0,2,-1
2008-2009,11,Paris Saint Germain,Toulouse,0,1,-1
2008-2009,11,Grenoble,Lille,0,0,0
2008-2009,11,Monaco,Nancy,3,1,1
2008-2009,12,Toulouse,Caen,0,1,-1
2008-2009,12,Auxerre,Valenciennes,0,0,0
2008-2009,12,Nice,Paris Saint Germain,1,0,1
2008-2009,12,Lille,Nantes,2,0,1
2008-2009,12,Marseille,Saint-Étienne,3,1,1
2008-2009,12,Nancy,Bordeaux,1,0,1
2008-2009,12,Lorient,Grenoble,1,1,0
2008-2009,12,Lyon,Le Mans,2,0,1
2008-2009,12,Rennes,Sochaux,1,0,1
2008-2009,12,Le Havre,Monaco,2,3,-1
2008-2009,13,Bordeaux,Auxerre,2,0,1
2008-2009,13,Lorient,Nice,0,1,-1
2008-2009,13,Grenoble,Marseille,0,3,-1
2008-2009,13,Nantes,Toulouse,1,1,0
2008-2009,13,Caen,Le Havre,0,1,-1
2008-2009,13,Monaco,Lyon,0,1,-1
2008-2009,13,Sochaux,Le Mans,2,1,1
2008-2009,13,Paris Saint Germain,Lille,1,0,1
2008-2009,13,Saint-Étienne,Rennes,0,3,-1
2008-2009,13,Valenciennes,Nancy,0,1,-1
2008-2009,14,Lille,Saint-Étienne,3,0,1
2008-2009,14,Toulouse,Grenoble,2,0,1
2008-2009,14,Nancy,Caen,1,1,0
2008-2009,14,Le Havre,Paris Saint Germain,1,3,-1
2008-2009,14,Le Mans,Valenciennes,1,0,1
2008-2009,14,Marseille,Lorient,2,3,-1
2008-2009,14,Auxerre,Sochaux,1,0,1
2008-2009,14,Lyon,Bordeaux,2,1,1
2008-2009,14,Rennes,Monaco,2,1,1
2008-2009,14,Nice,Nantes,2,1,1
2008-2009,15,Saint-Étienne,Nice,0,1,-1
2008-2009,15,Caen,Auxerre,1,0,1
2008-2009,15,Valenciennes,Sochaux,2,2,0
2008-2009,15,Paris Saint Germain,Lyon,1,0,1
2008-2009,15,Grenoble,Le Havre,0,0,0
2008-2009,15,Lorient,Toulouse,1,0,1
2008-2009,15,Bordeaux,Rennes,1,1,0
2008-2009,15,Marseille,Lille,2,2,0
2008-2009,15,Nantes,Nancy,0,1,-1
2008-2009,15,Monaco,Le Mans,3,0,1
2008-2009,16,Lille,Lorient,1,1,0
2008-2009,16,Le Havre,Nantes,0,2,-1
2008-2009,16,Sochaux,Bordeaux,0,0,0
2008-2009,16,Le Mans,Caen,2,0,1
2008-2009,16,Auxerre,Monaco,0,1,-1
2008-2009,16,Lyon,Valenciennes,0,0,0
2008-2009,16,Rennes,Paris Saint Germain,1,0,1
2008-2009,16,Toulouse,Marseille,0,0,0
2008-2009,16,Nancy,Saint-Étienne,1,2,-1
2008-2009,17,Bordeaux,Valenciennes,2,1,1
2008-2009,17,Caen,Rennes,1,1,0
2008-2009,17,Nantes,Lyon,2,1,1
2008-2009,17,Marseille,Nice,2,1,1
2008-2009,17,Saint-Étienne,Le Havre,2,0,1
2008-2009,17,Lille,Toulouse,1,1,0
2008-2009,17,Monaco,Sochaux,1,1,0
2008-2009,17,Lorient,Nancy,1,0,1
2008-2009,17,Grenoble,Auxerre,0,0,0
2008-2009,17,Paris Saint Germain,Le Mans,3,1,1
2008-2009,16,Nice,Grenoble,0,0,0
2008-2009,18,Toulouse,Saint-Étienne,3,1,1
2008-2009,18,Auxerre,Paris Saint Germain,1,2,-1
2008-2009,18,Sochaux,Caen,2,2,0
2008-2009,18,Rennes,Nantes,0,0,0
2008-2009,18,Le Mans,Bordeaux,1,3,-1
2008-2009,18,Nancy,Grenoble,2,0,1
2008-2009,18,Valenciennes,Monaco,3,1,1
2008-2009,18,Nice,Lille,0,1,-1
2008-2009,18,Le Havre,Lorient,1,3,-1
2008-2009,18,Lyon,Marseille,0,0,0
2008-2009,19,Lorient,Rennes,1,2,-1
2008-2009,19,Grenoble,Le Mans,2,1,1
2008-2009,19,Nantes,Sochaux,1,1,0
2008-2009,19,Caen,Lyon,0,1,-1
2008-2009,19,Saint-Étienne,Auxerre,2,0,1
2008-2009,19,Lille,Le Havre,3,1,1
2008-2009,19,Toulouse,Nice,2,2,0
2008-2009,19,Monaco,Bordeaux,3,4,-1
2008-2009,19,Paris Saint Germain,Valenciennes,2,2,0
2008-2009,19,Marseille,Nancy,0,3,-1
2008-2009,20,Auxerre,Marseille,0,2,-1
2008-2009,20,Le Havre,Toulouse,0,1,-1
2008-2009,20,Lyon,Lorient,1,1,0
2008-2009,20,Rennes,Grenoble,1,0,1
2008-2009,20,Monaco,Nantes,1,2,-1
2008-2009,20,Sochaux,Saint-Étienne,1,0,1
2008-2009,20,Bordeaux,Paris Saint Germain,4,0,1
2008-2009,21,Nantes,Bordeaux,1,2,-1
2008-2009,21,Marseille,Le Havre,2,0,1
2008-2009,21,Saint-Étienne,Le Mans,1,1,0
2008-2009,21,Toulouse,Nancy,3,0,1
2008-2009,21,Grenoble,Lyon,0,2,-1
2008-2009,21,Nice,Auxerre,2,0,1
2008-2009,21,Lorient,Valenciennes,1,1,0
2008-2009,21,Paris Saint Germain,Sochaux,2,1,1
2008-2009,21,Caen,Monaco,2,2,0
2008-2009,21,Lille,Rennes,1,0,1
2008-2009,22,Paris Saint Germain,Caen,2,0,1
2008-2009,22,Monaco,Grenoble,1,0,1
2008-2009,22,Rennes,Toulouse,0,0,0
2008-2009,22,Auxerre,Lorient,0,0,0
2008-2009,22,Valenciennes,Nice,1,0,1
2008-2009,22,Le Mans,Nantes,0,2,-1
2008-2009,22,Le Havre,Nancy,2,3,-1
2008-2009,22,Bordeaux,Lille,2,2,0
2008-2009,22,Sochaux,Marseille,1,0,1
2008-2009,22,Lyon,Saint-Étienne,1,1,0
2008-2009,23,Lille,Sochaux,3,2,1
2008-2009,23,Nancy,Auxerre,0,2,-1
2008-2009,23,Nantes,Paris Saint Germain,1,4,-1
2008-2009,23,Le Havre,Rennes,1,0,1
2008-2009,23,Lorient,Monaco,1,1,0
2008-2009,23,Saint-Étienne,Caen,3,2,1
2008-2009,23,Toulouse,Le Mans,2,0,1
2008-2009,23,Marseille,Bordeaux,1,0,1
2008-2009,23,Nice,Lyon,1,3,-1
2008-2009,23,Grenoble,Valenciennes,0,0,0
2008-2009,24,Caen,Lorient,1,1,0
2008-2009,24,Rennes,Nancy,1,1,0
2008-2009,24,Auxerre,Lille,2,0,1
2008-2009,24,Paris Saint Germain,Saint-Étienne,2,1,1
2008-2009,24,Le Mans,Nice,1,2,-1
2008-2009,24,Bordeaux,Grenoble,1,1,0
2008-2009,24,Valenciennes,Nantes,1,1,0
2008-2009,24,Monaco,Marseille,0,1,-1
2008-2009,24,Sochaux,Toulouse,1,2,-1
2008-2009,24,Lyon,Le Havre,3,1,1
2008-2009,20,Le Mans,Lille,0,0,0
2008-2009,20,Nancy,Nice,1,2,-1
2008-2009,20,Valenciennes,Caen,2,0,1
2008-2009,25,Toulouse,Valenciennes,0,0,0
2008-2009,25,Grenoble,Paris Saint Germain,0,0,0
2008-2009,25,Nancy,Lyon,0,2,-1
2008-2009,25,Lorient,Sochaux,1,2,-1
2008-2009,25,Nantes,Caen,1,1,0
2008-2009,25,Le Havre,Auxerre,1,2,-1
2008-2009,25,Nice,Rennes,0,1,-1
2008-2009,25,Saint-Étienne,Bordeaux,1,1,0
2008-2009,25,Lille,Monaco,2,1,1
2008-2009,25,Marseille,Le Mans,0,0,0
2008-2009,26,Auxerre,Toulouse,1,1,0
2008-2009,26,Le Mans,Le Havre,2,0,1
2008-2009,26,Valenciennes,Lille,2,0,1
2008-2009,26,Sochaux,Nice,1,0,1
2008-2009,26,Nantes,Grenoble,1,1,0
2008-2009,26,Bordeaux,Lorient,1,0,1
2008-2009,26,Caen,Marseille,0,1,-1
2008-2009,26,Lyon,Rennes,1,1,0
2008-2009,26,Monaco,Saint-Étienne,2,2,0
2008-2009,26,Paris Saint Germain,Nancy,4,1,1
2008-2009,27,Nice,Monaco,0,0,0
2008-2009,27,Toulouse,Bordeaux,3,0,1
2008-2009,27,Lorient,Paris Saint Germain,0,1,-1
2008-2009,27,Grenoble,Caen,2,1,1
2008-2009,27,Marseille,Valenciennes,0,0,0
2008-2009,27,Lille,Lyon,2,0,1
2008-2009,27,Nancy,Le Mans,2,2,0
2008-2009,27,Rennes,Auxerre,2,0,1
2008-2009,27,Le Havre,Sochaux,2,1,1
2008-2009,27,Saint-Étienne,Nantes,2,1,1
2008-2009,28,Nantes,Lorient,1,1,0
2008-2009,28,Caen,Lille,0,1,-1
2008-2009,28,Bordeaux,Nice,2,1,1
2008-2009,28,Sochaux,Nancy,2,1,1
2008-2009,28,Valenciennes,Le Havre,3,2,1
2008-2009,28,Monaco,Toulouse,3,2,1
2008-2009,28,Le Mans,Rennes,2,2,0
2008-2009,28,Lyon,Auxerre,0,2,-1
2008-2009,28,Grenoble,Saint-Étienne,1,0,1
2008-2009,28,Paris Saint Germain,Marseille,1,3,-1
2008-2009,29,Lille,Grenoble,2,1,1
2008-2009,29,Nice,Caen,2,2,0
2008-2009,29,Le Havre,Bordeaux,0,3,-1
2008-2009,29,Nancy,Monaco,0,1,-1
2008-2009,29,Auxerre,Le Mans,2,0,1
2008-2009,29,Rennes,Valenciennes,0,0,0
2008-2009,29,Marseille,Nantes,2,0,1
2008-2009,29,Lorient,Saint-Étienne,3,1,1
2008-2009,29,Toulouse,Paris Saint Germain,4,1,1
2008-2009,29,Lyon,Sochaux,2,0,1
2008-2009,30,Valenciennes,Auxerre,2,0,1
2008-2009,30,Bordeaux,Nancy,1,0,1
2008-2009,30,Monaco,Le Havre,0,1,-1
2008-2009,30,Grenoble,Lorient,1,3,-1
2008-2009,30,Nantes,Lille,0,2,-1
2008-2009,30,Caen,Toulouse,0,0,0
2008-2009,30,Le Mans,Lyon,1,3,-1
2008-2009,30,Paris Saint Germain,Nice,2,1,1
2008-2009,30,Saint-Étienne,Marseille,0,3,-1
2008-2009,30,Sochaux,Rennes,3,0,1
2008-2009,31,Le Mans,Sochaux,2,0,1
2008-2009,31,Rennes,Saint-Étienne,1,0,1
2008-2009,31,Le Havre,Caen,1,2,-1
2008-2009,31,Toulouse,Nantes,1,0,1
2008-2009,31,Nice,Lorient,2,0,1
2008-2009,31,Nancy,Valenciennes,2,0,1
2008-2009,31,Auxerre,Bordeaux,0,2,-1
2008-2009,31,Marseille,Grenoble,4,1,1
2008-2009,31,Lyon,Monaco,2,2,0
2008-2009,31,Lille,Paris Saint Germain,0,0,0
2008-2009,32,Saint-Étienne,Lille,2,1,1
2008-2009,32,Sochaux,Auxerre,0,1,-1
2008-2009,32,Valenciennes,Le Mans,0,2,-1
2008-2009,32,Caen,Nancy,1,2,-1
2008-2009,32,Monaco,Rennes,3,1,1
2008-2009,32,Nantes,Nice,2,0,1
2008-2009,32,Grenoble,Toulouse,1,0,1
2008-2009,32,Lorient,Marseille,1,2,-1
2008-2009,32,Bordeaux,Lyon,1,0,1
2008-2009,32,Paris Saint Germain,Le Havre,3,0,1
2008-2009,33,Lyon,Paris Saint Germain,0,0,0
2008-2009,33,Toulouse,Lorient,1,1,0
2008-2009,33,Auxerre,Caen,2,1,1
2008-2009,33,Le Mans,Monaco,0,1,-1
2008-2009,33,Nice,Saint-Étienne,3,1,1
2008-2009,33,Nancy,Nantes,2,0,1
2008-2009,33,Lille,Marseille,1,2,-1
2008-2009,33,Sochaux,Valenciennes,1,1,0
2008-2009,33,Le Havre,Grenoble,0,1,-1
2008-2009,33,Rennes,Bordeaux,2,3,-1
2008-2009,34,Monaco,Auxerre,0,1,-1
2008-2009,34,Marseille,Toulouse,2,2,0
2008-2009,34,Valenciennes,Lyon,2,0,1
2008-2009,34,Saint-Étienne,Nancy,0,0,0
2008-2009,34,Lorient,Lille,3,1,1
2008-2009,34,Caen,Le Mans,3,1,1
2008-2009,34,Grenoble,Nice,0,0,0
2008-2009,34,Paris Saint Germain,Rennes,0,1,-1
2008-2009,34,Nantes,Le Havre,1,2,-1
2008-2009,34,Bordeaux,Sochaux,3,0,1
2008-2009,35,Lyon,Nantes,3,0,1
2008-2009,35,Le Mans,Paris Saint Germain,0,1,-1
2008-2009,35,Rennes,Caen,1,0,1
2008-2009,35,Valenciennes,Bordeaux,1,2,-1
2008-2009,35,Toulouse,Lille,0,0,0
2008-2009,35,Le Havre,Saint-Étienne,2,4,-1
2008-2009,35,Nancy,Lorient,2,2,0
2008-2009,35,Nice,Marseille,0,2,-1
2008-2009,35,Sochaux,Monaco,3,0,1
2008-2009,35,Auxerre,Grenoble,2,0,1
2008-2009,36,Grenoble,Nancy,0,0,0
2008-2009,36,Lorient,Le Havre,1,1,0
2008-2009,36,Saint-Étienne,Toulouse,2,2,0
2008-2009,36,Caen,Sochaux,2,0,1
2008-2009,36,Monaco,Valenciennes,1,1,0
2008-2009,36,Bordeaux,Le Mans,3,2,1
2008-2009,36,Paris Saint Germain,Auxerre,1,2,-1
2008-2009,36,Nantes,Rennes,1,1,0
2008-2009,36,Marseille,Lyon,1,3,-1
2008-2009,36,Lille,Nice,1,1,0
2008-2009,37,Bordeaux,Monaco,1,0,1
2008-2009,37,Nancy,Marseille,1,2,-1
2008-2009,37,Sochaux,Nantes,2,1,1
2008-2009,37,Rennes,Lorient,3,1,1
2008-2009,37,Valenciennes,Paris Saint Germain,2,1,1
2008-2009,37,Auxerre,Saint-Étienne,1,0,1
2008-2009,37,Lyon,Caen,3,1,1
2008-2009,37,Le Havre,Lille,0,1,-1
