Saison,Journée,Domicile,Extérieur,Buts domicile,Buts extérieur,Résultat
2018-2019,22,Marseille,Lille,1,2,-1
2018-2019,22,Dijon,Monaco,2,0,1
2018-2019,22,Nice,Nîmes,2,0,1
2018-2019,22,Guingamp,Reims,0,1,-1
2018-2019,22,Strasbourg,Bordeaux,1,0,1
2018-2019,22,Montpellier,Caen,2,0,1
2018-2019,22,Amiens,Lyon,0,1,-1
2018-2019,22,Toulouse,Angers,0,0,0
2018-2019,22,Paris Saint Germain,Rennes,4,1,1
2018-2019,22,Nantes,Saint-Étienne,1,1,0
2018-2019,23,Lille,Nice,4,0,1
2018-2019,23,Monaco,Toulouse,2,1,1
2018-2019,23,Rennes,Amiens,1,0,1
2018-2019,23,Angers,Dijon,1,0,1
2018-2019,23,Reims,Marseille,2,1,1
2018-2019,23,Nîmes,Montpellier,1,1,0
2018-2019,23,Lyon,Paris Saint Germain,2,1,1
2018-2019,18,Marseille,Bordeaux,1,0,1
2018-2019,24,Dijon,Marseille,1,2,-1
2018-2019,24,Paris Saint Germain,Bordeaux,1,0,1
2018-2019,24,Amiens,Caen,1,0,1
2018-2019,24,Strasbourg,Angers,1,2,-1
2018-2019,24,Nantes,Nîmes,2,4,-1
2018-2019,24,Toulouse,Reims,1,1,0
2018-2019,24,Montpellier,Monaco,2,2,0
2018-2019,24,Rennes,Saint-Étienne,3,0,1
2018-2019,24,Guingamp,Lille,0,2,-1
2018-2019,24,Nice,Lyon,1,0,1
2018-2019,23,Saint-Étienne,Strasbourg,2,1,1
2018-2019,23,Caen,Nantes,0,1,-1
2018-2019,25,Nîmes,Dijon,2,0,1
2018-2019,25,Lyon,Guingamp,2,1,1
2018-2019,25,Marseille,Amiens,2,0,1
2018-2019,25,Angers,Nice,3,0,1
2018-2019,25,Monaco,Nantes,1,0,1
2018-2019,25,Lille,Montpellier,0,0,0
2018-2019,25,Bordeaux,Toulouse,2,1,1
2018-2019,25,Caen,Strasbourg,0,0,0
2018-2019,25,Reims,Rennes,2,0,1
2018-2019,25,Saint-Étienne,Paris Saint Germain,0,1,-1
2018-2019,23,Bordeaux,Guingamp,0,0,0
2018-2019,17,Paris Saint Germain,Montpellier,5,1,1
2018-2019,26,Dijon,Saint-Étienne,0,1,-1
2018-2019,26,Strasbourg,Lille,1,1,0
2018-2019,26,Paris Saint Germain,Nîmes,3,0,1
2018-2019,26,Guingamp,Angers,1,0,1
2018-2019,26,Amiens,Nice,1,0,1
2018-2019,26,Toulouse,Caen,1,1,0
2018-2019,26,Montpellier,Reims,2,4,-1
2018-2019,26,Nantes,Bordeaux,1,0,1
2018-2019,26,Rennes,Marseille,1,1,0
2018-2019,26,Monaco,Lyon,2,0,1
2018-2019,27,Caen,Paris Saint Germain,1,2,-1
2018-2019,27,Reims,Amiens,2,2,0
2018-2019,27,Angers,Monaco,2,2,0
2018-2019,27,Nice,Strasbourg,1,0,1
2018-2019,27,Lille,Dijon,1,0,1
2018-2019,27,Guingamp,Nantes,0,0,0
2018-2019,27,Lyon,Toulouse,5,1,1
2018-2019,27,Marseille,Saint-Étienne,2,0,1
2018-2019,27,Bordeaux,Montpellier,1,2,-1
2018-2019,28,Strasbourg,Lyon,2,2,0
2018-2019,28,Monaco,Bordeaux,1,1,0
2018-2019,28,Dijon,Reims,1,1,0
2018-2019,28,Amiens,Nîmes,2,1,1
2018-2019,28,Saint-Étienne,Lille,0,1,-1
2018-2019,28,Montpellier,Angers,2,2,0
2018-2019,28,Toulouse,Guingamp,1,0,1
2018-2019,28,Rennes,Caen,3,1,1
2018-2019,28,Marseille,Nice,1,0,1
2018-2019,18,Dijon,Paris Saint Germain,0,4,-1
2018-2019,29,Nice,Toulouse,1,1,0
2018-2019,29,Lille,Monaco,0,1,-1
2018-2019,29,Guingamp,Dijon,1,0,1
2018-2019,29,Caen,Saint-Étienne,0,5,-1
2018-2019,29,Nîmes,Strasbourg,2,2,0
2018-2019,29,Angers,Amiens,0,0,0
2018-2019,29,Lyon,Montpellier,3,2,1
2018-2019,29,Reims,Nantes,1,0,1
2018-2019,29,Bordeaux,Rennes,1,1,0
2018-2019,29,Paris Saint Germain,Marseille,3,1,1
2018-2019,30,Rennes,Lyon,0,1,-1
2018-2019,30,Marseille,Angers,2,2,0
2018-2019,30,Amiens,Bordeaux,0,0,0
2018-2019,30,Monaco,Caen,0,1,-1
2018-2019,30,Dijon,Nice,0,1,-1
2018-2019,30,Nantes,Lille,2,3,-1
2018-2019,30,Toulouse,Paris Saint Germain,0,1,-1
2018-2019,30,Saint-Étienne,Nîmes,2,1,1
2018-2019,30,Montpellier,Guingamp,2,0,1
2018-2019,30,Strasbourg,Reims,4,0,1
2018-2019,31,Bordeaux,Marseille,2,0,1
2018-2019,31,Lyon,Dijon,1,3,-1
2018-2019,31,Nîmes,Caen,2,0,1
2018-2019,31,Guingamp,Monaco,1,1,0
2018-2019,31,Angers,Rennes,3,3,0
2018-2019,31,Amiens,Saint-Étienne,2,2,0
2018-2019,31,Reims,Lille,1,1,0
2018-2019,31,Toulouse,Nantes,1,0,1
2018-2019,31,Nice,Montpellier,1,0,1
2018-2019,31,Paris Saint Germain,Strasbourg,2,2,0
2018-2019,27,Nîmes,Rennes,3,1,1
2018-2019,32,Dijon,Amiens,0,0,0
2018-2019,32,Nantes,Lyon,2,1,1
2018-2019,32,Marseille,Nîmes,2,1,1
2018-2019,32,Caen,Angers,0,1,-1
2018-2019,32,Monaco,Reims,0,0,0
2018-2019,32,Strasbourg,Guingamp,3,3,0
2018-2019,32,Rennes,Nice,0,0,0
2018-2019,32,Montpellier,Toulouse,2,1,1
2018-2019,32,Saint-Étienne,Bordeaux,3,0,1
2018-2019,32,Lille,Paris Saint Germain,5,1,1
2018-2019,28,Nantes,Paris Saint Germain,3,2,1
2018-2019,33,Dijon,Rennes,3,2,1
2018-2019,33,Lyon,Angers,2,1,1
2018-2019,33,Guingamp,Marseille,1,3,-1
2018-2019,33,Strasbourg,Montpellier,1,3,-1
2018-2019,33,Nice,Caen,0,1,-1
2018-2019,33,Nîmes,Bordeaux,2,1,1
2018-2019,33,Nantes,Amiens,3,2,1
2018-2019,33,Toulouse,Lille,0,0,0
2018-2019,33,Reims,Saint-Étienne,0,2,-1
2018-2019,33,Paris Saint Germain,Monaco,3,1,1
2018-2019,34,Bordeaux,Lyon,2,3,-1
2018-2019,34,Angers,Reims,1,1,0
2018-2019,34,Caen,Dijon,1,0,1
2018-2019,34,Nice,Guingamp,3,0,1
2018-2019,34,Lille,Nîmes,5,0,1
2018-2019,34,Amiens,Strasbourg,0,0,0
2018-2019,34,Saint-Étienne,Toulouse,2,0,1
2018-2019,34,Marseille,Nantes,1,2,-1
2018-2019,34,Montpellier,Paris Saint Germain,3,2,1
2018-2019,34,Rennes,Monaco,2,2,0
2018-2019,35,Strasbourg,Marseille,1,1,0
2018-2019,35,Paris Saint Germain,Nice,1,1,0
2018-2019,35,Bordeaux,Angers,0,1,-1
2018-2019,35,Reims,Nîmes,0,3,-1
2018-2019,35,Guingamp,Caen,0,0,0
2018-2019,35,Montpellier,Amiens,1,1,0
2018-2019,35,Nantes,Dijon,3,0,1
2018-2019,35,Toulouse,Rennes,2,2,0
2018-2019,35,Monaco,Saint-Étienne,2,3,-1
2018-2019,35,Lyon,Lille,2,2,0
2018-2019,36,Saint-Étienne,Montpellier,0,1,-1
2018-2019,36,Angers,Paris Saint Germain,1,2,-1
2018-2019,36,Amiens,Toulouse,0,0,0
2018-2019,36,Caen,Reims,3,2,1
2018-2019,36,Nice,Nantes,1,1,0
2018-2019,36,Dijon,Strasbourg,2,1,1
2018-2019,36,Nîmes,Monaco,1,0,1
2018-2019,36,Rennes,Guingamp,1,1,0
2018-2019,36,Lille,Bordeaux,1,0,1
2018-2019,36,Marseille,Lyon,0,3,-1
2018-2019,37,Monaco,Amiens,2,0,1
2018-2019,37,Strasbourg,Rennes,0,2,-1
2018-2019,37,Toulouse,Marseille,2,5,-1
2018-2019,37,Saint-Étienne,Nice,3,0,1
2018-2019,37,Bordeaux,Reims,0,1,-1
2018-2019,37,Lyon,Caen,4,0,1
2018-2019,37,Lille,Angers,5,0,1
2018-2019,37,Paris Saint Germain,Dijon,4,0,1
2018-2019,37,Montpellier,Nantes,1,1,0
2018-2019,37,Guingamp,Nîmes,2,2,0
2018-2019,38,Nantes,Strasbourg,0,1,-1
2018-2019,38,Nîmes,Lyon,2,3,-1
2018-2019,38,Marseille,Montpellier,1,0,1
2018-2019,38,Dijon,Toulouse,2,1,1
2018-2019,38,Reims,Paris Saint Germain,3,1,1
2018-2019,38,Angers,Saint-Étienne,1,1,0
2018-2019,38,Amiens,Guingamp,2,1,1
2018-2019,38,Nice,Monaco,2,0,1
2018-2019,38,Rennes,Lille,3,1,1
2018-2019,38,Caen,Bordeaux,0,1,-1
2019-2020,1,Monaco,Lyon,0,3,-1
2019-2020,1,Marseille,Reims,0,2,-1
2019-2020,1,Montpellier,Rennes,0,1,-1
2019-2020,1,Dijon,Saint-Étienne,1,2,-1
2019-2020,1,Angers,Bordeaux,3,1,1
2019-2020,1,Brest,Toulouse,1,1,0
2019-2020,1,Nice,Amiens,2,1,1
2019-2020,1,Lille,Nantes,2,1,1
2019-2020,1,Strasbourg,Metz,1,1,0
2019-2020,1,Paris Saint Germain,Nîmes,3,0,1
2019-2020,2,Lyon,Angers,6,0,1
2019-2020,2,Nantes,Marseille,0,0,0
2019-2020,2,Bordeaux,Montpellier,1,1,0
2019-2020,2,Nîmes,Nice,1,2,-1
2019-2020,2,Toulouse,Dijon,1,0,1
2019-2020,2,Metz,Monaco,3,0,1
2019-2020,2,Amiens,Lille,1,0,1
2019-2020,2,Saint-Étienne,Brest,1,1,0
2019-2020,2,Reims,Strasbourg,0,0,0
2019-2020,2,Rennes,Paris Saint Germain,2,1,1
2019-2020,3,Amiens,Nantes,1,2,-1
2019-2020,3,Dijon,Bordeaux,0,2,-1
2019-2020,3,Brest,Reims,1,0,1
2019-2020,3,Angers,Metz,3,0,1
2019-2020,3,Monaco,Nîmes,2,2,0
2019-2020,3,Strasbourg,Rennes,0,2,-1
2019-2020,3,Paris Saint Germain,Toulouse,4,0,1
2019-2020,3,Montpellier,Lyon,1,0,1
2019-2020,3,Lille,Saint-Étienne,3,0,1
2019-2020,3,Nice,Marseille,1,2,-1
2019-2020,4,Metz,Paris Saint Germain,0,2,-1
2019-2020,4,Lyon,Bordeaux,1,1,0
2019-2020,4,Toulouse,Amiens,2,0,1
2019-2020,4,Angers,Dijon,2,0,1
2019-2020,4,Nîmes,Brest,3,0,1
2019-2020,4,Nantes,Montpellier,1,0,1
2019-2020,4,Rennes,Nice,1,2,-1
2019-2020,4,Reims,Lille,2,0,1
2019-2020,4,Strasbourg,Monaco,2,2,0
2019-2020,4,Marseille,Saint-Étienne,1,0,1
2019-2020,5,Lille,Angers,2,1,1
2019-2020,5,Amiens,Lyon,2,2,0
2019-2020,5,Paris Saint Germain,Strasbourg,1,0,1
2019-2020,5,Brest,Rennes,0,0,0
2019-2020,5,Dijon,Nîmes,0,0,0
2019-2020,5,Montpellier,Nice,2,1,1
2019-2020,5,Bordeaux,Metz,2,0,1
2019-2020,5,Nantes,Reims,1,0,1
2019-2020,5,Saint-Étienne,Toulouse,2,2,0
2019-2020,5,Monaco,Marseille,3,4,-1
2019-2020,6,Strasbourg,Nantes,2,1,1
2019-2020,6,Marseille,Montpellier,1,1,0
2019-2020,6,Nîmes,Toulouse,1,0,1
2019-2020,6,Nice,Dijon,2,1,1
2019-2020,6,Reims,Monaco,0,0,0
2019-2020,6,Bordeaux,Brest,2,2,0
2019-2020,6,Metz,Amiens,1,2,-1
2019-2020,6,Rennes,Lille,1,1,0
2019-2020,6,Angers,Saint-Étienne,4,1,1
2019-2020,6,Lyon,Paris Saint Germain,0,1,-1
2019-2020,7,Dijon,Marseille,0,0,0
2019-2020,7,Monaco,Nice,3,1,1
2019-2020,7,Toulouse,Angers,0,2,-1
2019-2020,7,Brest,Lyon,2,2,0
2019-2020,7,Nantes,Rennes,1,0,1
2019-2020,7,Amiens,Bordeaux,1,3,-1
2019-2020,7,Saint-Étienne,Metz,0,1,-1
2019-2020,7,Montpellier,Nîmes,1,0,1
2019-2020,7,Lille,Strasbourg,2,0,1
2019-2020,7,Paris Saint Germain,Reims,0,2,-1
2019-2020,8,Lyon,Nantes,0,1,-1
2019-2020,8,Bordeaux,Paris Saint Germain,0,1,-1
2019-2020,8,Reims,Dijon,1,2,-1
2019-2020,8,Metz,Toulouse,2,2,0
2019-2020,8,Nice,Lille,1,1,0
2019-2020,8,Monaco,Brest,4,1,1
2019-2020,8,Angers,Amiens,1,1,0
2019-2020,8,Strasbourg,Montpellier,1,0,1
2019-2020,8,Nîmes,Saint-Étienne,0,1,-1
2019-2020,8,Marseille,Rennes,1,1,0
2019-2020,9,Amiens,Marseille,3,1,1
2019-2020,9,Paris Saint Germain,Angers,4,0,1
2019-2020,9,Montpellier,Monaco,3,1,1
2019-2020,9,Dijon,Strasbourg,1,0,1
2019-2020,9,Nantes,Nice,1,0,1
2019-2020,9,Brest,Metz,2,0,1
2019-2020,9,Toulouse,Bordeaux,1,3,-1
2019-2020,9,Lille,Nîmes,2,2,0
2019-2020,9,Rennes,Reims,0,1,-1
2019-2020,9,Saint-Étienne,Lyon,1,0,1
2019-2020,10,Nice,Paris Saint Germain,1,4,-1
2019-2020,10,Lyon,Dijon,0,0,0
2019-2020,10,Metz,Nantes,1,0,1
2019-2020,10,Toulouse,Lille,2,1,1
2019-2020,10,Reims,Montpellier,1,0,1
2019-2020,10,Nîmes,Amiens,1,1,0
2019-2020,10,Angers,Brest,0,1,-1
2019-2020,10,Bordeaux,Saint-Étienne,0,1,-1
2019-2020,10,Monaco,Rennes,3,2,1
2019-2020,10,Marseille,Strasbourg,2,0,1
2019-2020,11,Nantes,Monaco,0,1,-1
2019-2020,11,Lille,Bordeaux,3,0,1
2019-2020,11,Lyon,Metz,2,0,1
2019-2020,11,Strasbourg,Nice,1,0,1
2019-2020,11,Reims,Nîmes,0,0,0
2019-2020,11,Brest,Dijon,2,0,1
2019-2020,11,Montpellier,Angers,0,0,0
2019-2020,11,Rennes,Toulouse,3,2,1
2019-2020,11,Saint-Étienne,Amiens,2,2,0
2019-2020,11,Paris Saint Germain,Marseille,4,0,1
2019-2020,12,Dijon,Paris Saint Germain,2,1,1
2019-2020,12,Marseille,Lille,2,1,1
2019-2020,12,Toulouse,Lyon,2,3,-1
2019-2020,12,Amiens,Brest,1,0,1
2019-2020,12,Metz,Montpellier,2,2,0
2019-2020,12,Angers,Strasbourg,1,0,1
2019-2020,12,Bordeaux,Nantes,2,0,1
2019-2020,12,Nice,Reims,2,0,1
2019-2020,12,Saint-Étienne,Monaco,1,0,1
2019-2020,13,Nice,Bordeaux,1,1,0
2019-2020,13,Brest,Paris Saint Germain,1,2,-1
2019-2020,13,Monaco,Dijon,1,0,1
2019-2020,13,Reims,Angers,0,0,0
2019-2020,13,Lille,Metz,0,0,0
2019-2020,13,Strasbourg,Nîmes,4,1,1
2019-2020,13,Rennes,Amiens,3,1,1
2019-2020,13,Nantes,Saint-Étienne,2,3,-1
2019-2020,13,Montpellier,Toulouse,3,0,1
2019-2020,13,Marseille,Lyon,2,1,1
2019-2020,14,Paris Saint Germain,Lille,2,0,1
2019-2020,14,Lyon,Nice,2,1,1
2019-2020,14,Metz,Reims,1,1,0
2019-2020,14,Angers,Nîmes,1,0,1
2019-2020,14,Amiens,Strasbourg,0,4,-1
2019-2020,14,Brest,Nantes,1,1,0
2019-2020,14,Dijon,Rennes,2,1,1
2019-2020,14,Bordeaux,Monaco,2,1,1
2019-2020,14,Saint-Étienne,Montpellier,0,0,0
2019-2020,14,Toulouse,Marseille,0,2,-1
2019-2020,15,Marseille,Brest,2,1,1
2019-2020,15,Strasbourg,Lyon,1,2,-1
2019-2020,15,Nice,Angers,3,1,1
2019-2020,15,Montpellier,Amiens,4,2,1
2019-2020,15,Lille,Dijon,1,0,1
2019-2020,15,Nîmes,Metz,1,1,0
2019-2020,15,Reims,Bordeaux,1,1,0
2019-2020,15,Nantes,Toulouse,2,1,1
2019-2020,15,Rennes,Saint-Étienne,2,1,1
2019-2020,16,Brest,Strasbourg,5,0,1
2019-2020,16,Angers,Marseille,0,2,-1
2019-2020,16,Bordeaux,Nîmes,6,0,1
2019-2020,16,Lyon,Lille,0,1,-1
2019-2020,16,Saint-Étienne,Nice,4,1,1
2019-2020,16,Dijon,Montpellier,2,2,0
2019-2020,16,Metz,Rennes,0,1,-1
2019-2020,16,Toulouse,Monaco,1,2,-1
2019-2020,16,Paris Saint Germain,Nantes,2,0,1
2019-2020,17,Lille,Brest,1,0,1
2019-2020,17,Nîmes,Lyon,0,4,-1
2019-2020,17,Montpellier,Paris Saint Germain,1,3,-1
2019-2020,17,Strasbourg,Toulouse,4,2,1
2019-2020,17,Monaco,Amiens,3,0,1
2019-2020,17,Nice,Metz,4,1,1
2019-2020,17,Rennes,Angers,2,1,1
2019-2020,17,Reims,Saint-Étienne,3,1,1
2019-2020,17,Nantes,Dijon,1,0,1
2019-2020,17,Marseille,Bordeaux,3,1,1
2019-2020,18,Lille,Montpellier,2,1,1
2019-2020,18,Metz,Marseille,1,1,0
2019-2020,18,Angers,Monaco,0,0,0
2019-2020,18,Brest,Nice,0,0,0
2019-2020,18,Toulouse,Reims,0,1,-1
2019-2020,18,Nîmes,Nantes,0,1,-1
2019-2020,18,Amiens,Dijon,1,1,0
2019-2020,18,Bordeaux,Strasbourg,0,1,-1
2019-2020,18,Lyon,Rennes,0,1,-1
2019-2020,18,Saint-Étienne,Paris Saint Germain,0,4,-1
2019-2020,19,Montpellier,Brest,4,0,1
2019-2020,19,Strasbourg,Saint-Étienne,2,1,1
2019-2020,19,Monaco,Lille,5,1,1
2019-2020,19,Dijon,Metz,2,2,0
2019-2020,19,Nantes,Angers,1,2,-1
2019-2020,19,Paris Saint Germain,Amiens,4,1,1
2019-2020,19,Reims,Lyon,1,1,0
2019-2020,19,Rennes,Bordeaux,1,0,1
2019-2020,19,Marseille,Nîmes,3,1,1
2019-2020,19,Nice,Toulouse,3,0,1
2019-2020,20,Rennes,Marseille,0,1,-1
2019-2020,20,Bordeaux,Lyon,1,2,-1
2019-2020,20,Angers,Nice,1,1,0
2019-2020,20,Nîmes,Reims,2,0,1
2019-2020,20,Amiens,Montpellier,1,2,-1
2019-2020,20,Metz,Strasbourg,1,0,1
2019-2020,20,Toulouse,Brest,2,5,-1
2019-2020,20,Saint-Étienne,Nantes,0,2,-1
2019-2020,20,Dijon,Lille,1,0,1
2019-2020,20,Paris Saint Germain,Monaco,3,3,0
2019-2020,12,Nîmes,Rennes,0,1,-1
2019-2020,16,Amiens,Reims,1,1,0
2019-2020,15,Monaco,Paris Saint Germain,1,4,-1
2019-2020,21,Nice,Rennes,1,1,0
2019-2020,21,Marseille,Angers,0,0,0
2019-2020,21,Montpellier,Dijon,2,1,1
2019-2020,21,Monaco,Strasbourg,1,3,-1
2019-2020,21,Reims,Metz,0,1,-1
2019-2020,21,Saint-Étienne,Nîmes,2,1,1
2019-2020,21,Brest,Amiens,2,1,1
2019-2020,21,Lyon,Toulouse,3,0,1
2019-2020,21,Nantes,Bordeaux,0,1,-1
2019-2020,21,Lille,Paris Saint Germain,0,2,-1
2019-2020,22,Rennes,Nantes,3,2,1
2019-2020,22,Paris Saint Germain,Montpellier,5,0,1
2019-2020,22,Angers,Reims,1,4,-1
2019-2020,22,Strasbourg,Lille,1,2,-1
2019-2020,22,Nîmes,Monaco,3,1,1
2019-2020,22,Amiens,Toulouse,0,0,0
2019-2020,22,Dijon,Brest,3,0,1
2019-2020,22,Nice,Lyon,2,1,1
2019-2020,22,Metz,Saint-Étienne,3,1,1
2019-2020,22,Bordeaux,Marseille,0,0,0
2019-2020,23,Monaco,Angers,1,0,1
2019-2020,23,Lille,Rennes,1,0,1
2019-2020,23,Nantes,Paris Saint Germain,1,2,-1
2019-2020,23,Brest,Bordeaux,1,1,0
2019-2020,23,Lyon,Amiens,0,0,0
2019-2020,23,Montpellier,Metz,1,1,0
2019-2020,23,Reims,Nice,1,1,0
2019-2020,23,Nîmes,Dijon,2,0,1
2019-2020,23,Toulouse,Strasbourg,0,1,-1
2019-2020,23,Saint-Étienne,Marseille,0,2,-1
2019-2020,24,Angers,Lille,0,2,-1
2019-2020,24,Marseille,Toulouse,1,0,1
2019-2020,24,Nice,Nîmes,1,3,-1
2019-2020,24,Metz,Bordeaux,1,2,-1
2019-2020,24,Dijon,Nantes,3,3,0
2019-2020,24,Amiens,Monaco,1,2,-1
2019-2020,24,Rennes,Brest,0,0,0
2019-2020,24,Montpellier,Saint-Étienne,1,0,1
2019-2020,24,Strasbourg,Reims,3,0,1
2019-2020,24,Paris Saint Germain,Lyon,4,2,1
2019-2020,25,Monaco,Montpellier,1,0,1
2019-2020,25,Amiens,Paris Saint Germain,4,4,0
2019-2020,25,Bordeaux,Dijon,2,2,0
2019-2020,25,Toulouse,Nice,0,2,-1
2019-2020,25,Nantes,Metz,0,0,0
2019-2020,25,Nîmes,Angers,1,0,1
2019-2020,25,Lyon,Strasbourg,1,1,0
2019-2020,25,Brest,Saint-Étienne,3,2,1
2019-2020,25,Reims,Rennes,1,0,1
2019-2020,25,Lille,Marseille,1,2,-1
2019-2020,26,Nice,Brest,2,2,0
2019-2020,26,Metz,Lyon,0,2,-1
2019-2020,26,Marseille,Nantes,1,3,-1
2019-2020,26,Lille,Toulouse,3,0,1
2019-2020,26,Dijon,Monaco,1,1,0
2019-2020,26,Strasbourg,Amiens,0,0,0
2019-2020,26,Angers,Montpellier,1,0,1
2019-2020,26,Saint-Étienne,Reims,1,1,0
2019-2020,26,Rennes,Nîmes,2,1,1
2019-2020,26,Paris Saint Germain,Bordeaux,4,3,1
2019-2020,27,Nîmes,Marseille,2,3,-1
2019-2020,27,Paris Saint Germain,Dijon,4,0,1
2019-2020,27,Brest,Angers,0,1,-1
2019-2020,27,Monaco,Reims,1,1,0
2019-2020,27,Montpellier,Strasbourg,3,0,1
2019-2020,27,Amiens,Metz,0,1,-1
2019-2020,27,Toulouse,Rennes,0,2,-1
2019-2020,27,Nantes,Lille,0,1,-1
2019-2020,27,Bordeaux,Nice,1,1,0
2019-2020,27,Lyon,Saint-Étienne,2,0,1
2019-2020,28,Marseille,Amiens,2,2,0
2019-2020,28,Nice,Monaco,2,1,1
2019-2020,28,Angers,Nantes,2,0,1
2019-2020,28,Dijon,Toulouse,2,1,1
2019-2020,28,Metz,Nîmes,2,1,1
2019-2020,28,Reims,Brest,1,0,1
2019-2020,28,Saint-Étienne,Bordeaux,1,1,0
2019-2020,28,Rennes,Montpellier,5,0,1
2019-2020,28,Lille,Lyon,1,0,1
2020-2021,1,Bordeaux,Nantes,0,0,0
2020-2021,1,Dijon,Angers,0,1,-1
2020-2021,1,Lille,Rennes,1,1,0
2020-2021,1,Monaco,Reims,2,2,0
2020-2021,1,Nîmes,Brest,4,0,1
2020-2021,1,Lorient,Strasbourg,3,1,1
2020-2021,1,Nice,Lens,2,1,1
2020-2021,2,Lyon,Dijon,4,1,1
2020-2021,2,Rennes,Montpellier,2,1,1
2020-2021,2,Strasbourg,Nice,0,2,-1
2020-2021,2,Reims,Lille,0,1,-1
2020-2021,2,Metz,Monaco,0,1,-1
2020-2021,2,Saint-Étienne,Lorient,2,0,1
2020-2021,2,Nantes,Nîmes,2,1,1
2020-2021,2,Angers,Bordeaux,0,2,-1
2020-2021,2,Brest,Marseille,2,3,-1
2020-2021,2,Lens,Paris Saint Germain,1,0,1
2020-2021,3,Bordeaux,Lyon,0,0,0
2020-2021,3,Montpellier,Nice,3,1,1
2020-2021,3,Saint-Étienne,Strasbourg,2,0,1
2020-2021,3,Lille,Metz,1,0,1
2020-2021,3,Lorient,Lens,2,3,-1
2020-2021,3,Angers,Reims,1,0,1
2020-2021,3,Nîmes,Rennes,2,4,-1
2020-2021,3,Dijon,Brest,0,2,-1
2020-2021,3,Monaco,Nantes,2,1,1
2020-2021,3,Paris Saint Germain,Marseille,0,1,-1
2020-2021,1,Montpellier,Lyon,2,1,1
2020-2021,1,Paris Saint Germain,Metz,1,0,1
2020-2021,1,Marseille,Saint-Étienne,0,2,-1
2020-2021,4,Lyon,Nîmes,0,0,0
2020-2021,4,Lens,Bordeaux,2,1,1
2020-2021,4,Rennes,Monaco,2,1,1
2020-2021,4,Nice,Paris Saint Germain,0,3,-1
2020-2021,4,Montpellier,Angers,4,1,1
2020-2021,4,Strasbourg,Dijon,1,0,1
2020-2021,4,Metz,Reims,2,1,1
2020-2021,4,Brest,Lorient,3,2,1
2020-2021,4,Nantes,Saint-Étienne,2,2,0
2020-2021,4,Marseille,Lille,1,1,0
2020-2021,5,Lille,Nantes,2,0,1
2020-2021,5,Saint-Étienne,Rennes,0,3,-1
2020-2021,5,Marseille,Metz,1,1,0
2020-2021,5,Bordeaux,Nice,0,0,0
2020-2021,5,Monaco,Strasbourg,3,2,1
2020-2021,5,Angers,Brest,3,2,1
2020-2021,5,Dijon,Montpellier,2,2,0
2020-2021,5,Nîmes,Lens,1,1,0
2020-2021,5,Lorient,Lyon,1,1,0
2020-2021,5,Reims,Paris Saint Germain,0,2,-1
2020-2021,6,Paris Saint Germain,Angers,6,1,1
2020-2021,6,Lens,Saint-Étienne,2,0,1
2020-2021,6,Nice,Nantes,2,1,1
2020-2021,6,Montpellier,Nîmes,0,1,-1
2020-2021,6,Bordeaux,Dijon,3,0,1
2020-2021,6,Brest,Monaco,1,0,1
2020-2021,6,Metz,Lorient,3,1,1
2020-2021,6,Strasbourg,Lille,0,3,-1
2020-2021,6,Rennes,Reims,2,2,0
2020-2021,6,Lyon,Marseille,1,1,0
2020-2021,7,Dijon,Rennes,1,1,0
2020-2021,7,Nîmes,Paris Saint Germain,0,4,-1
2020-2021,7,Reims,Lorient,1,3,-1
2020-2021,7,Marseille,Bordeaux,3,1,1
2020-2021,7,Strasbourg,Lyon,2,3,-1
2020-2021,7,Angers,Metz,1,1,0
2020-2021,7,Nantes,Brest,3,1,1
2020-2021,7,Monaco,Montpellier,1,1,0
2020-2021,7,Saint-Étienne,Nice,1,3,-1
2020-2021,7,Lille,Lens,4,0,1
2020-2021,8,Rennes,Angers,1,2,-1
2020-2021,8,Lorient,Marseille,0,1,-1
2020-2021,8,Paris Saint Germain,Dijon,4,0,1
2020-2021,8,Montpellier,Reims,0,4,-1
2020-2021,8,Brest,Strasbourg,0,3,-1
2020-2021,8,Bordeaux,Nîmes,2,0,1
2020-2021,8,Metz,Saint-Étienne,2,0,1
2020-2021,8,Nice,Lille,1,1,0
2020-2021,8,Lyon,Monaco,4,1,1
2020-2021,9,Rennes,Brest,2,1,1
2020-2021,9,Nantes,Paris Saint Germain,0,3,-1
2020-2021,9,Saint-Étienne,Montpellier,0,1,-1
2020-2021,9,Angers,Nice,0,3,-1
2020-2021,9,Dijon,Lorient,0,0,0
2020-2021,9,Reims,Strasbourg,2,1,1
2020-2021,9,Nîmes,Metz,0,1,-1
2020-2021,9,Monaco,Bordeaux,4,0,1
2020-2021,9,Lille,Lyon,1,1,0
2020-2021,10,Strasbourg,Marseille,0,1,-1
2020-2021,10,Bordeaux,Montpellier,0,2,-1
2020-2021,10,Paris Saint Germain,Rennes,3,0,1
2020-2021,10,Brest,Lille,3,2,1
2020-2021,10,Metz,Dijon,1,1,0
2020-2021,10,Lorient,Nantes,0,2,-1
2020-2021,10,Nîmes,Angers,1,5,-1
2020-2021,10,Lens,Reims,4,4,0
2020-2021,10,Nice,Monaco,1,2,-1
2020-2021,10,Lyon,Saint-Étienne,2,1,1
2020-2021,11,Rennes,Bordeaux,0,1,-1
