,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Team
322,2023-09-29,21:00,Ligue 1,Matchweek 7,Fri,Home,L,0.0,1.0,Lens,0.3,0.8,48.0,26001.0,Matz Sels,4-3-3,Jérôme Brisard,Match Report,,Strasbourg
323,2023-10-06,21:00,Ligue 1,Matchweek 8,Fri,Home,L,1.0,2.0,Nantes,0.7,1.9,43.0,25274.0,Matz Sels,3-4-3,Stéphanie Frappart,Match Report,,Strasbourg
324,2023-10-21,17:00,Ligue 1,Matchweek 9,Sat,Away,L,0.0,3.0,Paris S-G,0.4,2.0,24.0,41261.0,Matz Sels,4-5-1,Bastien Dechepy,Match Report,,Strasbourg
325,2023-10-29,17:05,Ligue 1,Matchweek 10,Sun,Away,D,1.0,1.0,Rennes,1.0,1.1,39.0,28100.0,Matz Sels,4-2-3-1,Florent Batta,Match Report,,Strasbourg
326,2023-11-05,15:00,Ligue 1,Matchweek 11,Sun,Home,D,0.0,0.0,Clermont Foot,1.0,0.9,39.0,25039.0,Matz Sels,4-2-3-1,Jeremy Stinat,Match Report,,Strasbourg
327,2023-11-25,21:00,Ligue 1,Matchweek 13,Sat,Home,D,1.0,1.0,Marseille,1.1,1.4,40.0,25443.0,Matz Sels,4-4-1-1,Jérôme Brisard,Match Report,,Strasbourg
328,2023-12-01,21:00,Ligue 1,Matchweek 14,Fri,Away,L,1.0,2.0,Reims,1.7,1.3,49.0,14500.0,Matz Sels,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,Strasbourg
329,2023-12-07,20:30,Ligue 1,Matchweek 12,Thu,Away,D,1.0,1.0,Brest,1.5,1.1,39.0,14569.0,Matz Sels,4-2-3-1,Jérémie Pignard,Match Report,,Strasbourg
330,2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Home,W,2.0,1.0,Le Havre,1.6,1.3,44.0,25173.0,Matz Sels,4-2-3-1,Benoît Millot,Match Report,,Strasbourg
331,2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Away,W,2.0,1.0,Lorient,0.9,0.8,48.0,14580.0,Matz Sels,4-2-3-1,Bastien Dechepy,Match Report,,Strasbourg
332,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Home,W,2.0,1.0,Lille,0.8,0.5,32.0,25373.0,Matz Sels,4-2-3-1,Clément Turpin,Match Report,,Strasbourg
333,2024-01-06,18:00,Coupe de France,Round of 64,Sat,Away,,,,Avoine Olympique CC,,,,,,,,Head-to-Head,,Strasbourg
334,2024-01-12,21:00,Ligue 1,Matchweek 18,Fri,Away,,,,Marseille,,,,,,,,Head-to-Head,,Strasbourg
335,2024-01-28,,Ligue 1,Matchweek 19,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,Strasbourg
336,2024-02-04,,Ligue 1,Matchweek 20,Sun,Home,,,,Paris S-G,,,,,,,,Head-to-Head,,Strasbourg
337,2024-02-11,,Ligue 1,Matchweek 21,Sun,Away,,,,Lens,,,,,,,,Head-to-Head,,Strasbourg
338,2024-02-18,,Ligue 1,Matchweek 22,Sun,Home,,,,Lorient,,,,,,,,Head-to-Head,,Strasbourg
339,2024-02-25,,Ligue 1,Matchweek 23,Sun,Home,,,,Brest,,,,,,,,Head-to-Head,,Strasbourg
340,2024-03-03,,Ligue 1,Matchweek 24,Sun,Away,,,,Montpellier,,,,,,,,Head-to-Head,,Strasbourg
341,2024-03-10,,Ligue 1,Matchweek 25,Sun,Home,,,,Monaco,,,,,,,,Head-to-Head,,Strasbourg
342,2024-03-17,,Ligue 1,Matchweek 26,Sun,Away,,,,Nantes,,,,,,,,Head-to-Head,,Strasbourg
343,2024-03-31,,Ligue 1,Matchweek 27,Sun,Home,,,,Rennes,,,,,,,,Head-to-Head,,Strasbourg
344,2024-04-07,,Ligue 1,Matchweek 28,Sun,Away,,,,Toulouse,,,,,,,,Head-to-Head,,Strasbourg
345,2024-04-14,,Ligue 1,Matchweek 29,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,Strasbourg
346,2024-04-21,,Ligue 1,Matchweek 30,Sun,Away,,,,Lille,,,,,,,,Head-to-Head,,Strasbourg
347,2024-04-28,,Ligue 1,Matchweek 31,Sun,Home,,,,Nice,,,,,,,,Head-to-Head,,Strasbourg
348,2024-05-03,,Ligue 1,Matchweek 32,Fri,Away,,,,Le Havre,,,,,,,,Head-to-Head,,Strasbourg
349,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Home,,,,Metz,,,,,,,,Head-to-Head,,Strasbourg
350,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Away,,,,Lyon,,,,,,,,Head-to-Head,,Strasbourg
351,2023-08-13,17:05,Ligue 1,Matchweek 1,Sun,Home,W,5.0,1.0,Metz,4.0,0.4,70.0,26065.0,Benjamin Bourigeaud,4-3-3,Jeremy Stinat,Match Report,,Rennes
352,2023-08-20,20:45,Ligue 1,Matchweek 2,Sun,Away,D,1.0,1.0,Lens,1.4,1.0,50.0,37233.0,Benjamin Bourigeaud,4-3-3,Benoît Millot,Match Report,,Rennes
353,2023-08-27,13:00,Ligue 1,Matchweek 3,Sun,Home,D,2.0,2.0,Le Havre,3.2,0.4,61.0,28311.0,Benjamin Bourigeaud,4-1-4-1,Eric Wattellier,Match Report,,Rennes
354,2023-09-02,17:00,Ligue 1,Matchweek 4,Sat,Away,D,0.0,0.0,Brest,0.3,1.4,52.0,15021.0,Benjamin Bourigeaud,4-3-3,Hakim Ben El Hadj Salem,Match Report,,Rennes
355,2023-09-16,17:00,Ligue 1,Matchweek 5,Sat,Home,D,2.0,2.0,Lille,0.5,1.0,47.0,28178.0,Benjamin Bourigeaud,4-3-3,Jérôme Brisard,Match Report,,Rennes
356,2023-09-21,18:45,Europa Lg,Group stage,Thu,Home,W,3.0,0.0,il Maccabi Haifa,1.8,0.2,61.0,26838.0,Benjamin Bourigeaud,4-2-3-1,Harm Osmers,Match Report,,Rennes
357,2023-09-24,17:05,Ligue 1,Matchweek 6,Sun,Away,D,0.0,0.0,Montpellier,0.9,1.5,63.0,15430.0,Benjamin Bourigeaud,4-2-3-1,Stéphanie Frappart,Match Report,,Rennes
358,2023-10-01,20:45,Ligue 1,Matchweek 7,Sun,Home,W,3.0,1.0,Nantes,2.7,1.0,58.0,27313.0,Benjamin Bourigeaud,4-2-3-1,Ruddy Buquet,Match Report,,Rennes
359,2023-10-05,21:00,Europa Lg,Group stage,Thu,Away,L,0.0,1.0,es Villarreal,1.9,0.3,52.0,17458.0,Benjamin Bourigeaud,4-2-3-1,Harald Lechner,Match Report,,Rennes
360,2023-10-08,20:45,Ligue 1,Matchweek 8,Sun,Home,L,1.0,3.0,Paris S-G,1.1,3.5,42.0,27734.0,Benjamin Bourigeaud,4-3-3,Benoît Bastien,Match Report,,Rennes
361,2023-10-22,13:00,Ligue 1,Matchweek 9,Sun,Away,L,1.0,2.0,Lorient,0.9,0.6,70.0,16711.0,Benjamin Bourigeaud,4-3-3,Gaël Angoula,Match Report,,Rennes
362,2023-10-26,22:00,Europa Lg,Group stage,Thu,Away,W,2.0,1.0,gr Panathinaikos,1.5,2.2,38.0,13459.0,Benjamin Bourigeaud,4-3-3,João Pinheiro,Match Report,,Rennes
363,2023-10-29,17:05,Ligue 1,Matchweek 10,Sun,Home,D,1.0,1.0,Strasbourg,1.1,1.0,61.0,28100.0,Benjamin Bourigeaud,4-3-3,Florent Batta,Match Report,,Rennes
364,2023-11-05,20:45,Ligue 1,Matchweek 11,Sun,Away,L,0.0,2.0,Nice,0.8,1.6,54.0,22430.0,Benjamin Bourigeaud,4-4-2,Clément Turpin,Match Report,,Rennes
365,2023-11-09,18:45,Europa Lg,Group stage,Thu,Home,W,3.0,1.0,gr Panathinaikos,2.1,1.6,37.0,,Benjamin Bourigeaud,4-2-3-1,William Collum,Match Report,,Rennes
366,2023-11-12,17:05,Ligue 1,Matchweek 12,Sun,Home,L,0.0,1.0,Lyon,0.9,1.5,42.0,28441.0,Benjamin Bourigeaud,4-4-2,Stéphanie Frappart,Match Report,,Rennes
367,2023-11-26,17:05,Ligue 1,Matchweek 13,Sun,Home,W,3.0,1.0,Reims,1.8,1.6,38.0,27718.0,Steve Mandanda,3-4-3,Ruddy Buquet,Match Report,,Rennes
368,2023-11-30,19:45,Europa Lg,Group stage,Thu,Away,W,3.0,0.0,il Maccabi Haifa,1.5,0.2,69.0,,Steve Mandanda,3-4-3,Horațiu Fesnic,Match Report,,Rennes
369,2023-12-03,20:45,Ligue 1,Matchweek 14,Sun,Away,L,0.0,2.0,Marseille,0.6,0.9,57.0,54162.0,Steve Mandanda,3-4-3,Willy Delajod,Match Report,,Rennes
370,2023-12-09,17:00,Ligue 1,Matchweek 15,Sat,Home,L,1.0,2.0,Monaco,1.7,0.9,47.0,26856.0,Steve Mandanda,3-4-3,Clément Turpin,Match Report,,Rennes
371,2023-12-14,18:45,Europa Lg,Group stage,Thu,Home,L,2.0,3.0,es Villarreal,0.6,2.3,54.0,,Steve Mandanda,3-4-3,Atilla Karaoğlan,Match Report,,Rennes
372,2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Away,D,0.0,0.0,Toulouse,0.7,0.9,51.0,23310.0,Steve Mandanda,3-4-3,Jeremy Stinat,Match Report,,Rennes
373,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,W,3.0,1.0,Clermont Foot,2.5,0.6,56.0,8840.0,Steve Mandanda,3-4-3,Eric Wattellier,Match Report,,Rennes
374,2024-01-07,14:30,Coupe de France,Round of 64,Sun,Away,,,,Guingamp,,,,,,,,Head-to-Head,,Rennes
375,2024-01-13,21:00,Ligue 1,Matchweek 18,Sat,Home,,,,Nice,,,,,,,,Head-to-Head,,Rennes
376,2024-01-28,,Ligue 1,Matchweek 19,Sun,Away,,,,Lyon,,,,,,,,Head-to-Head,,Rennes
377,2024-02-04,,Ligue 1,Matchweek 20,Sun,Home,,,,Montpellier,,,,,,,,Head-to-Head,,Rennes
378,2024-02-11,,Ligue 1,Matchweek 21,Sun,Away,,,,Le Havre,,,,,,,,Head-to-Head,,Rennes
379,2024-02-15,21:00,Europa Lg,Knockout round play-offs,Thu,Away,,,,it Milan,,,,,,,,Head-to-Head,Leg 1 of 2,Rennes
380,2024-02-18,,Ligue 1,Matchweek 22,Sun,Home,,,,Clermont Foot,,,,,,,,Head-to-Head,,Rennes
381,2024-02-22,18:45,Europa Lg,Knockout round play-offs,Thu,Home,,,,it Milan,,,,,,,,Head-to-Head,Leg 2 of 2,Rennes
382,2024-02-25,,Ligue 1,Matchweek 23,Sun,Away,,,,Paris S-G,,,,,,,,Head-to-Head,,Rennes
383,2024-03-03,,Ligue 1,Matchweek 24,Sun,Home,,,,Lorient,,,,,,,,Head-to-Head,,Rennes
384,2024-03-10,,Ligue 1,Matchweek 25,Sun,Away,,,,Lille,,,,,,,,Head-to-Head,,Rennes
385,2024-03-17,,Ligue 1,Matchweek 26,Sun,Home,,,,Marseille,,,,,,,,Head-to-Head,,Rennes
386,2024-03-31,,Ligue 1,Matchweek 27,Sun,Away,,,,Strasbourg,,,,,,,,Head-to-Head,,Rennes
387,2024-04-07,,Ligue 1,Matchweek 28,Sun,Away,,,,Monaco,,,,,,,,Head-to-Head,,Rennes
388,2024-04-14,,Ligue 1,Matchweek 29,Sun,Home,,,,Toulouse,,,,,,,,Head-to-Head,,Rennes
389,2024-04-21,,Ligue 1,Matchweek 30,Sun,Away,,,,Nantes,,,,,,,,Head-to-Head,,Rennes
390,2024-04-28,,Ligue 1,Matchweek 31,Sun,Home,,,,Brest,,,,,,,,Head-to-Head,,Rennes
391,2024-05-03,,Ligue 1,Matchweek 32,Fri,Away,,,,Metz,,,,,,,,Head-to-Head,,Rennes
392,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Home,,,,Lens,,,,,,,,Head-to-Head,,Rennes
393,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Away,,,,Reims,,,,,,,,Head-to-Head,,Rennes
394,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Home,D,2.0,2.0,Le Havre,1.6,1.0,58.0,15852.0,Téji Savanier,4-2-3-1,Clément Turpin,Match Report,,Montpellier
395,2023-08-19,19:00,Ligue 1,Matchweek 2,Sat,Away,W,4.0,1.0,Lyon,2.9,0.4,37.0,42576.0,Téji Savanier,4-2-3-1,Mathieu Vernice,Match Report,,Montpellier
396,2023-08-27,15:00,Ligue 1,Matchweek 3,Sun,Home,L,1.0,3.0,Reims,0.9,1.4,52.0,14476.0,Téji Savanier,4-2-3-1,Marc Bollengier,Match Report,,Montpellier
397,2023-09-03,15:00,Ligue 1,Matchweek 4,Sun,Away,L,0.0,1.0,Lille,0.3,1.2,42.0,35298.0,Téji Savanier,4-2-3-1,Benoît Millot,Match Report,,Montpellier
398,2023-09-17,15:00,Ligue 1,Matchweek 5,Sun,Away,D,2.0,2.0,Strasbourg,1.1,2.3,56.0,25128.0,Téji Savanier,4-2-3-1,Pierre Gaillouste,Match Report,,Montpellier
399,2023-09-24,17:05,Ligue 1,Matchweek 6,Sun,Home,D,0.0,0.0,Rennes,1.5,0.9,37.0,15430.0,Téji Savanier,4-2-3-1,Stéphanie Frappart,Match Report,,Montpellier
400,2023-10-01,17:05,Ligue 1,Matchweek 7,Sun,Away,W,3.0,0.0,Lorient,2.8,1.0,49.0,13492.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Match Report,,Montpellier
401,2023-10-22,15:00,Ligue 1,Matchweek 9,Sun,Away,L,0.0,2.0,Nantes,0.5,1.5,43.0,26864.0,Téji Savanier,4-2-3-1,Marc Bollengier,Match Report,,Montpellier
402,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Home,W,3.0,0.0,Toulouse,3.0,1.2,39.0,13209.0,Téji Savanier,4-2-3-1,Thomas Léonard,Match Report,,Montpellier
403,2023-11-03,21:00,Ligue 1,Matchweek 11,Fri,Away,L,0.0,3.0,Paris S-G,0.5,1.1,30.0,47647.0,Téji Savanier,4-2-3-1,Ruddy Buquet,Match Report,,Montpellier
404,2023-11-10,21:00,Ligue 1,Matchweek 12,Fri,Home,D,0.0,0.0,Nice,0.5,0.7,41.0,13452.0,Téji Savanier,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,Montpellier
405,2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Home,L,1.0,3.0,Brest,1.7,1.7,53.0,12311.0,Téji Savanier,4-2-3-1,Pierre Gaillouste,Match Report,,Montpellier
406,2023-11-29,19:00,Ligue 1,Matchweek 8,Wed,Home,D,1.0,1.0,Clermont Foot,2.4,0.4,63.0,,Téji Savanier,4-2-3-1,Mathieu Vernice,Match Report,,Montpellier
407,2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Away,L,0.0,2.0,Monaco,0.9,2.2,37.0,4599.0,Téji Savanier,5-4-1,Jeremy Stinat,Match Report,,Montpellier
408,2023-12-08,21:00,Ligue 1,Matchweek 15,Fri,Home,D,0.0,0.0,Lens,1.3,1.1,35.0,14169.0,Téji Savanier,3-4-3,Stéphanie Frappart,Match Report,,Montpellier
409,2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Away,W,1.0,0.0,Metz,0.5,0.8,48.0,23473.0,Téji Savanier,5-3-2,Marc Bollengier,Match Report,,Montpellier
410,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Home,D,1.0,1.0,Marseille,0.9,1.3,32.0,18565.0,Téji Savanier,5-3-2,Thomas Léonard,Match Report,,Montpellier
411,2024-01-06,18:00,Coupe de France,Round of 64,Sat,Away,,,,Amiens,,,,,,,,Head-to-Head,,Montpellier
412,2024-01-14,15:00,Ligue 1,Matchweek 18,Sun,Away,,,,Brest,,,,,,,,Head-to-Head,,Montpellier
413,2024-01-28,,Ligue 1,Matchweek 19,Sun,Home,,,,Lille,,,,,,,,Head-to-Head,,Montpellier
414,2024-02-04,,Ligue 1,Matchweek 20,Sun,Away,,,,Rennes,,,,,,,,Head-to-Head,,Montpellier
415,2024-02-11,,Ligue 1,Matchweek 21,Sun,Home,,,,Lyon,,,,,,,,Head-to-Head,,Montpellier
416,2024-02-18,,Ligue 1,Matchweek 22,Sun,Home,,,,Metz,,,,,,,,Head-to-Head,,Montpellier
417,2024-02-25,,Ligue 1,Matchweek 23,Sun,Away,,,,Marseille,,,,,,,,Head-to-Head,,Montpellier
418,2024-03-03,,Ligue 1,Matchweek 24,Sun,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,Montpellier
419,2024-03-10,,Ligue 1,Matchweek 25,Sun,Away,,,,Nice,,,,,,,,Head-to-Head,,Montpellier
420,2024-03-17,,Ligue 1,Matchweek 26,Sun,Home,,,,Paris S-G,,,,,,,,Head-to-Head,,Montpellier
421,2024-03-31,,Ligue 1,Matchweek 27,Sun,Away,,,,Le Havre,,,,,,,,Head-to-Head,,Montpellier
422,2024-04-07,,Ligue 1,Matchweek 28,Sun,Home,,,,Lorient,,,,,,,,Head-to-Head,,Montpellier
423,2024-04-14,,Ligue 1,Matchweek 29,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,Montpellier
424,2024-04-21,,Ligue 1,Matchweek 30,Sun,Away,,,,Reims,,,,,,,,Head-to-Head,,Montpellier
425,2024-04-28,,Ligue 1,Matchweek 31,Sun,Home,,,,Nantes,,,,,,,,Head-to-Head,,Montpellier
426,2024-05-03,,Ligue 1,Matchweek 32,Fri,Away,,,,Toulouse,,,,,,,,Head-to-Head,,Montpellier
427,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Home,,,,Monaco,,,,,,,,Head-to-Head,,Montpellier
428,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Away,,,,Lens,,,,,,,,Head-to-Head,,Montpellier
429,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Away,D,2.0,2.0,Montpellier,1.0,1.6,42.0,15852.0,Arouna Sangante,5-3-2,Clément Turpin,Match Report,,Le Havre
430,2023-08-20,15:00,Ligue 1,Matchweek 2,Sun,Home,L,1.0,2.0,Brest,1.2,1.1,56.0,19574.0,Arouna Sangante,5-3-2,Florent Batta,Match Report,,Le Havre
431,2023-08-27,13:00,Ligue 1,Matchweek 3,Sun,Away,D,2.0,2.0,Rennes,0.4,3.2,39.0,28311.0,Arouna Sangante,4-2-3-1,Eric Wattellier,Match Report,,Le Havre
432,2023-09-03,15:00,Ligue 1,Matchweek 4,Sun,Home,W,3.0,0.0,Lorient,2.0,0.7,44.0,180707.0,Arouna Sangante,4-2-3-1,Romain Lissorgue,Match Report,,Le Havre
433,2023-09-17,20:45,Ligue 1,Matchweek 5,Sun,Away,D,0.0,0.0,Lyon,0.8,1.5,42.0,35507.0,Arouna Sangante,4-4-2,Benoît Bastien,Match Report,,Le Havre
434,2023-09-24,15:00,Ligue 1,Matchweek 6,Sun,Home,W,2.0,1.0,Clermont Foot,1.3,0.9,32.0,18500.0,Arouna Sangante,4-1-4-1,Mathieu Vernice,Match Report,,Le Havre
435,2023-10-01,15:00,Ligue 1,Matchweek 7,Sun,Home,L,0.0,2.0,Lille,0.8,1.2,38.0,21919.0,Christopher Operi,4-5-1,Bastien Dechepy,Match Report,,Le Havre
436,2023-10-08,13:00,Ligue 1,Matchweek 8,Sun,Away,L,0.0,3.0,Marseille,0.2,2.8,36.0,63576.0,Arouna Sangante,4-2-3-1,Thomas Léonard,Match Report,,Le Havre
437,2023-10-20,21:00,Ligue 1,Matchweek 9,Fri,Home,D,0.0,0.0,Lens,1.6,1.6,40.0,23590.0,Arouna Sangante,3-4-3,François Letexier,Match Report,,Le Havre
438,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Away,D,0.0,0.0,Metz,0.7,0.5,58.0,20718.0,Arouna Sangante,3-4-3,Hakim Ben El Hadj Salem,Match Report,,Le Havre
439,2023-11-05,15:00,Ligue 1,Matchweek 11,Sun,Away,W,2.0,1.0,Toulouse,1.1,2.6,48.0,23060.0,Abdoulaye Touré,3-4-3,Marc Bollengier,Match Report,,Le Havre
440,2023-11-11,21:00,Ligue 1,Matchweek 12,Sat,Home,D,0.0,0.0,Monaco,1.4,0.6,38.0,23008.0,Arouna Sangante,3-4-3,Thomas Léonard,Match Report,,Le Havre
441,2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Nantes,0.2,1.3,39.0,29346.0,Arouna Sangante,4-4-1-1,Miguel Nogueira,Match Report,,Le Havre
442,2023-12-03,13:00,Ligue 1,Matchweek 14,Sun,Home,L,0.0,2.0,Paris S-G,2.0,1.2,61.0,23718.0,Arouna Sangante,5-3-2,Bastien Dechepy,Match Report,,Le Havre
443,2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Away,L,1.0,2.0,Strasbourg,1.3,1.6,56.0,25173.0,Arouna Sangante,4-1-4-1,Benoît Millot,Match Report,,Le Havre
444,2023-12-16,17:00,Ligue 1,Matchweek 16,Sat,Home,W,3.0,1.0,Nice,2.1,1.9,38.0,21971.0,Arouna Sangante,4-4-2,Jérémie Pignard,Match Report,,Le Havre
445,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0.0,1.0,Reims,0.2,1.2,35.0,14835.0,Christopher Operi,3-5-2,Stéphanie Frappart,Match Report,,Le Havre
446,2024-01-07,14:30,Coupe de France,Round of 64,Sun,Home,,,,Caen,,,,,,,,Head-to-Head,,Le Havre
447,2024-01-14,17:05,Ligue 1,Matchweek 18,Sun,Home,,,,Lyon,,,,,,,,Head-to-Head,,Le Havre
448,2024-01-28,,Ligue 1,Matchweek 19,Sun,Away,,,,Lorient,,,,,,,,Head-to-Head,,Le Havre
449,2024-02-04,,Ligue 1,Matchweek 20,Sun,Away,,,,Monaco,,,,,,,,Head-to-Head,,Le Havre
450,2024-02-11,,Ligue 1,Matchweek 21,Sun,Home,,,,Rennes,,,,,,,,Head-to-Head,,Le Havre
451,2024-02-18,,Ligue 1,Matchweek 22,Sun,Away,,,,Lille,,,,,,,,Head-to-Head,,Le Havre
452,2024-02-25,,Ligue 1,Matchweek 23,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,Le Havre
453,2024-03-03,,Ligue 1,Matchweek 24,Sun,Away,,,,Brest,,,,,,,,Head-to-Head,,Le Havre
454,2024-03-10,,Ligue 1,Matchweek 25,Sun,Home,,,,Toulouse,,,,,,,,Head-to-Head,,Le Havre
455,2024-03-17,,Ligue 1,Matchweek 26,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,Le Havre
456,2024-03-31,,Ligue 1,Matchweek 27,Sun,Home,,,,Montpellier,,,,,,,,Head-to-Head,,Le Havre
457,2024-04-07,,Ligue 1,Matchweek 28,Sun,Away,,,,Lens,,,,,,,,Head-to-Head,,Le Havre
458,2024-04-14,,Ligue 1,Matchweek 29,Sun,Home,,,,Nantes,,,,,,,,Head-to-Head,,Le Havre
459,2024-04-21,,Ligue 1,Matchweek 30,Sun,Home,,,,Metz,,,,,,,,Head-to-Head,,Le Havre
460,2024-04-28,,Ligue 1,Matchweek 31,Sun,Away,,,,Paris S-G,,,,,,,,Head-to-Head,,Le Havre
461,2024-05-03,,Ligue 1,Matchweek 32,Fri,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,Le Havre
462,2024-05-11,21:00,Ligue 1,Matchweek 33,Sat,Away,,,,Nice,,,,,,,,Head-to-Head,,Le Havre
463,2024-05-18,21:00,Ligue 1,Matchweek 34,Sat,Home,,,,Marseille,,,,,,,,Head-to-Head,,Le Havre
464,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Home,L,1.0,2.0,Toulouse,1.1,1.1,44.0,30578.0,Florent Mollet,3-4-1-2,Willy Delajod,Match Report,,Nantes
465,2023-08-20,13:00,Ligue 1,Matchweek 2,Sun,Away,L,0.0,2.0,Lille,1.1,2.2,36.0,34356.0,Pedro Chirivella,3-4-3,Pierre Gaillouste,Match Report,,Nantes
466,2023-08-25,21:00,Ligue 1,Matchweek 3,Fri,Home,D,3.0,3.0,Monaco,1.0,3.3,35.0,28429.0,Pedro Chirivella,3-4-3,Jérémie Pignard,Match Report,,Nantes
467,2023-09-01,21:00,Ligue 1,Matchweek 4,Fri,Home,D,1.0,1.0,Marseille,0.9,2.6,37.0,34600.0,Pedro Chirivella,3-4-3,Ruddy Buquet,Match Report,,Nantes
468,2023-09-17,15:00,Ligue 1,Matchweek 5,Sun,Away,W,1.0,0.0,Clermont Foot,0.6,1.3,48.0,9775.0,Pedro Chirivella,4-2-3-1,Thomas Léonard,Match Report,,Nantes
469,2023-09-23,17:00,Ligue 1,Matchweek 6,Sat,Home,W,5.0,3.0,Lorient,2.1,1.7,44.0,30704.0,Pedro Chirivella,4-4-2,Florent Batta,Match Report,,Nantes
470,2023-10-01,20:45,Ligue 1,Matchweek 7,Sun,Away,L,1.0,3.0,Rennes,1.0,2.7,42.0,27313.0,Pedro Chirivella,4-2-3-1,Ruddy Buquet,Match Report,,Nantes
471,2023-10-06,21:00,Ligue 1,Matchweek 8,Fri,Away,W,2.0,1.0,Strasbourg,1.9,0.7,57.0,25274.0,Pedro Chirivella,3-4-3,Stéphanie Frappart,Match Report,,Nantes
472,2023-10-22,15:00,Ligue 1,Matchweek 9,Sun,Home,W,2.0,0.0,Montpellier,1.5,0.5,57.0,26864.0,Pedro Chirivella,4-3-3,Marc Bollengier,Match Report,,Nantes
473,2023-10-28,21:00,Ligue 1,Matchweek 10,Sat,Away,L,0.0,4.0,Lens,1.0,3.7,46.0,38223.0,Pedro Chirivella,3-4-3,Pierre Gaillouste,Match Report,,Nantes
474,2023-11-05,15:00,Ligue 1,Matchweek 11,Sun,Home,L,0.0,1.0,Reims,1.8,1.1,50.0,33621.0,Pedro Chirivella,3-4-3,Gaël Angoula,Match Report,,Nantes
475,2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Away,L,1.0,3.0,Metz,1.3,1.1,66.0,21674.0,Pedro Chirivella,3-4-3,Florent Batta,Match Report,,Nantes
476,2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Home,D,0.0,0.0,Le Havre,1.3,0.2,61.0,29346.0,Pedro Chirivella,4-2-3-1,Miguel Nogueira,Match Report,,Nantes
477,2023-12-02,21:00,Ligue 1,Matchweek 14,Sat,Home,W,1.0,0.0,Nice,1.4,1.3,38.0,26560.0,Pedro Chirivella,4-2-3-1,Ruddy Buquet,Match Report,,Nantes
478,2023-12-09,21:00,Ligue 1,Matchweek 15,Sat,Away,L,1.0,2.0,Paris S-G,0.5,2.0,35.0,47926.0,Alban Lafont,4-2-3-1,Jérôme Brisard,Match Report,,Nantes
479,2023-12-17,13:00,Ligue 1,Matchweek 16,Sun,Home,L,0.0,2.0,Brest,1.0,1.9,51.0,30075.0,Pedro Chirivella,4-2-3-1,Benoît Millot,Match Report,,Nantes
480,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0.0,1.0,Lyon,0.5,1.7,61.0,40028.0,Pedro Chirivella,3-4-1-2,Benoît Bastien,Match Report,,Nantes
481,2024-01-05,18:00,Coupe de France,Round of 64,Fri,Away,,,,Pau FC,,,,,,,,Head-to-Head,,Nantes
482,2024-01-14,15:00,Ligue 1,Matchweek 18,Sun,Home,,,,Clermont Foot,,,,,,,,Head-to-Head,,Nantes
483,2024-01-28,,Ligue 1,Matchweek 19,Sun,Away,,,,Reims,,,,,,,,Head-to-Head,,Nantes
484,2024-02-04,,Ligue 1,Matchweek 20,Sun,Home,,,,Lens,,,,,,,,Head-to-Head,,Nantes
485,2024-02-11,,Ligue 1,Matchweek 21,Sun,Away,,,,Toulouse,,,,,,,,Head-to-Head,,Nantes
